seqID	sampleID	mouse	percent_weight	CageID	Group	CageID_Assigned	BD	ExpStart	sex	Gavaged_fecal_material	Mb_input	FMT	Cdiff_infection	Cdiff_day_infected	ABX	clinda35	FMT_day	Harvest_pi	FMT_input	FMT_type	Model	Experiment	Mouse_genotype	Mouse_status	ExpDay	day	type	CFU	sampleType	simpsoneven	simpson	simpson_lci	simpson_hci	invsimpson	invsimpson_lci	invsimpson_hci	shannon	shannon_lci	shannon_hci	npshannon	sobs	chao	chao_lci	chao_hci	nseqs	group	NMDS.axis1	NMDS.axis2	NMDS.axis3	pcoa.axis1	pcoa.axis2	pcoa.axis3	GROUP	TYPE
d41_1271_1	d41_1271_1	1271_1	109.1397849	1271	NA	NA	8/14/15	10/5/15	F	NA	NA	mFMT3	CDI	0	cef	yes	11	d42	rWT	mFMT	Rc	HF3	BL6	SPF-Young	41	41	fecal	0	mouse	0.033294	0.122095	0.120144	0.124046	8.190334	8.061504	8.323349	2.719556	2.704017	2.735096	2.730611	246	298.285714	273.492964	345.436203	38247	mFMT_other	-0.430691	-0.347591	-0.405836	0.061164	0.005767	0.233163	rWT	fecal
d41_1271_2	d41_1271_2	1271_2	105.9459459	1271	NA	NA	8/14/15	10/5/15	F	NA	NA	mFMT3	CDI	0	cef	yes	11	d42	rWT	mFMT	Rc	HF3	BL6	SPF-Young	41	41	fecal	0	mouse	0.03363	0.117068	0.11483	0.119307	8.54203	8.381751	8.708558	2.766418	2.747968	2.784868	2.783459	254	305.418605	281.853618	348.92027	27636	mFMT_other	-0.217899	0.327212	-0.579096	0.052502	-0.032172	0.232501	rWT	fecal
d41_1271_3	d41_1271_3	1271_3	107.1823204	1271	NA	NA	8/14/15	10/5/15	F	NA	NA	mFMT3	CDI	0	cef	yes	11	d42	rWT	mFMT	Rc	HF3	BL6	SPF-Young	41	41	fecal	0	mouse	0.044895	0.157974	0.152777	0.163171	6.330161	6.128551	6.545486	2.503781	2.470574	2.536988	2.531936	141	163.965517	151.181231	192.802674	8779	mFMT_other	0.513929	0.18921	0.453021	0.050899	0.032546	0.213025	rWT	fecal
d41_1272_1	d41_1272_1	1272_1	111.5789474	1272	NA	NA	8/10/15	10/5/15	F	NA	NA	mFMT4	CDI	0	cef	yes	11	d42	yRag	mFMT	Rc	HF3	BL6	SPF-Young	41	41	fecal	2000	mouse	0.044172	0.105297	0.104056	0.106538	9.496943	9.386288	9.610239	2.753225	2.738641	2.767808	2.762126	215	231.466667	222.303472	252.126331	39039	mFMT_other	-0.100981	0.354272	0.309419	0.315099	-0.047338	0.230106	yRag	fecal
d41_1272_2	d41_1272_2	1272_2	115.3409091	1272	NA	NA	8/10/15	10/5/15	F	NA	NA	mFMT4	CDI	0	cef	yes	11	d42	yRag	mFMT	Rc	HF3	BL6	SPF-Young	41	41	fecal	0	mouse	0.040515	0.152358	0.150226	0.154489	6.563505	6.472957	6.656623	2.428218	2.416716	2.43972	2.433732	162	175.285714	167.386067	194.771629	53523	mFMT_other	0.051787	0.467018	0.304651	0.175005	-0.099488	0.339677	yRag	fecal
d41_1272_3	d41_1272_3	1272_3	106.2857143	1272	NA	NA	8/10/15	10/5/15	F	NA	NA	mFMT4	CDI	0	cef	yes	11	d42	yRag	mFMT	Rc	HF3	BL6	SPF-Young	41	41	fecal	0	mouse	0.086339	0.079878	0.075331	0.084425	12.519117	11.844846	13.274788	3.32673	3.277938	3.375522	3.366655	145	165.777778	153.91228	193.440587	4153	mFMT_other	0.029429	0.274048	0.409387	0.268855	0.058648	0.282287	yRag	fecal
d41_1273_1	d41_1273_1	1273_1	108.7301587	1273	NA	NA	8/14/15	10/5/15	M	NA	NA	mFMT4	CDI	0	cef	yes	11	d42	yRag	mFMT	Rc	HF3	BL6	SPF-Young	41	41	fecal	0	mouse	0.057298	0.087263	0.086322	0.088204	11.459559	11.337314	11.584468	2.866316	2.852112	2.880521	2.874401	200	226.037037	211.677348	258.054903	35971	mFMT_other	0.061895	0.331169	0.481243	0.213668	-0.002689	0.174203	yRag	fecal
d41_1273_3	d41_1273_3	1273_3	106.9230769	1273	NA	NA	8/14/15	10/5/15	M	NA	NA	mFMT4	CDI	0	cef	yes	11	d42	yRag	mFMT	Rc	HF3	BL6	SPF-Young	41	41	fecal	0	mouse	0.058669	0.067106	0.0662	0.068012	14.901855	14.703309	15.105836	3.298011	3.282871	3.31315	3.307314	254	303.875	279.665551	350.920405	38509	mFMT_other	0.03132	0.317818	0.450392	0.227311	-0.010625	0.152787	yRag	fecal
d41_1275_1	d41_1275_1	1275_1	117.7419355	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	41	41	fecal	0	mouse	0.111727	0.04366	0.042469	0.044851	22.904132	22.295844	23.546542	3.702208	3.675886	3.728531	3.722752	205	226.666667	214.846717	252.675226	11068	mFMT	0.290566	0.375315	0.506643	0.093618	-0.022635	0.290915	yWT	fecal
d41_1275_2	d41_1275_2	1275_2	113.9037433	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	41	41	fecal	0	mouse	0.069778	0.062039	0.0608	0.063278	16.118826	15.803211	16.447303	3.399549	3.376205	3.422893	3.416174	231	266.636364	248.496843	303.581688	17089	mFMT	0.26893	0.368413	0.512178	0.101434	-0.012139	0.296015	yWT	fecal
d41_1275_3	d41_1275_3	1275_3	118.9944134	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	41	41	fecal	0	mouse	0.054014	0.062972	0.062025	0.063919	15.880019	15.644679	16.122547	3.372654	3.355151	3.390157	3.38592	294	338.634146	317.51261	378.729302	30492	mFMT	0.270753	0.413366	0.481568	0.092835	-0.053954	0.309674	yWT	fecal
d41_1291_1	d41_1291_1	1291_1	116.4893617	1291	NA	NA	9/26/2015	11/2/2015	F	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	77000000	mouse	0.089271	0.117914	0.115275	0.120553	8.480755	8.295092	8.674919	2.617183	2.60005	2.634316	2.626489	95	130.428571	109.687836	180.457359	19160	hFMT	-0.585669	0.107971	-0.227643	0.329359	-0.190314	-0.255001	R4_F	fecal
d41_1291_2	d41_1291_2	1291_2	119.6202532	1291	NA	NA	9/26/2015	11/2/2015	F	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	66000000	mouse	0.079218	0.123758	0.121765	0.125751	8.080276	7.952202	8.212543	2.573654	2.560209	2.587099	2.578806	102	116.882353	107.417833	142.880633	32989	hFMT	-0.578027	0.042269	-0.336521	0.256014	-0.164254	-0.201287	R4_F	fecal
d41_1291_3	d41_1291_3	1291_3	110.106383	1291	NA	NA	9/26/2015	11/2/2015	F	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	128000000	mouse	0.078354	0.126363	0.123684	0.129041	7.913738	7.749465	8.085127	2.556658	2.538055	2.575261	2.566476	101	130	112.791561	172.322197	18361	hFMT	-0.589848	0.080832	-0.242867	0.321152	-0.18159	-0.254363	R4_F	fecal
d41_1292_1	d41_1292_1	1292_1	110.625	1292	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	16000000	mouse	0.044295	0.127548	0.12555	0.129545	7.840216	7.719339	7.964939	2.750745	2.736703	2.764787	2.756378	177	202.5	187.962371	236.316549	45393	hFMT	-0.128107	-0.140103	0.503358	0.260287	0.32318	-0.083224	D4_A	fecal
d41_1292_2	d41_1292_2	1292_2	102.1052632	1292	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	4000000	mouse	0.074256	0.098298	0.0962	0.100397	10.173113	9.96048	10.395022	2.959676	2.941882	2.97747	2.966671	137	144.037037	139.289575	158.628417	25245	hFMT	-0.14758	-0.100802	0.521133	0.270426	0.274885	-0.090872	D4_A	fecal
d41_1292_3	d41_1292_3	1292_3	114.2857143	1292	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	14000000	mouse	0.067596	0.101328	0.099461	0.103195	9.868978	9.690426	10.054233	2.915997	2.898735	2.933259	2.92261	146	162.25	152.241894	188.304868	28056	hFMT	-0.200309	-0.074376	0.486562	0.309027	0.233951	-0.133075	D4_A	fecal
d41_1293_1	d41_1293_1	1293_1	106.1452514	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	78000000	mouse	0.053277	0.195519	0.191966	0.199072	5.114588	5.02331	5.209244	2.330186	2.312163	2.348208	2.334996	96	104.5	98.643033	123.33602	28743	hFMT	-0.612656	0.095121	-0.124215	0.369865	-0.213179	-0.328882	D5_A	fecal
d41_1293_2	d41_1293_2	1293_2	109.8159509	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	92000000	mouse	0.060216	0.202523	0.198392	0.206653	4.937721	4.839022	5.04053	2.402266	2.383413	2.421118	2.405211	82	87	83.158798	103.574089	27949	hFMT	-0.59913	0.090952	-0.091433	0.383374	-0.214917	-0.340549	D5_A	fecal
d41_1293_3	d41_1293_3	1293_3	115.2439024	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	74000000	mouse	0.079493	0.169996	0.165143	0.174849	5.8825	5.719235	6.055359	2.46141	2.433407	2.489414	2.467884	74	78.090909	74.928396	92.026285	11407	hFMT	-0.611485	0.103455	-0.170119	0.348742	-0.212453	-0.303601	D5_A	fecal
d41_1294_1	d41_1294_1	1294_1	105.5837563	1294	NA	NA	9/29/2015	11/2/2015	F	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	171000000	mouse	0.093499	0.297091	0.290798	0.303384	3.365971	3.296155	3.438809	1.77704	1.756787	1.797292	1.780394	36	43.2	37.60153	68.369051	17344	noFMT	-0.183692	-0.651802	-0.135376	-0.057706	0.218314	0.157793	none	fecal
d41_1294_2	d41_1294_2	1294_2	108.8082902	1294	NA	NA	9/29/2015	11/2/2015	F	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	191000000	mouse	0.173035	0.165119	0.160224	0.170015	6.05622	5.881828	6.241269	2.327165	2.307668	2.346662	2.330427	35	42	36.451873	68.749509	13426	noFMT	-0.228652	-0.64473	-0.146199	-0.042907	0.187735	0.160694	none	fecal
d41_1294_3	d41_1294_3	1294_3	117.9640719	1294	NA	NA	9/29/2015	11/2/2015	F	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	70000000	mouse	0.131649	0.237374	0.226963	0.247786	4.212755	4.035746	4.406005	1.951486	1.91052	1.992451	1.961427	32	41.333333	33.937063	76.970717	3872	noFMT	-0.213271	-0.634202	-0.159837	-0.052001	0.188215	0.158005	none	fecal
d41_1295_2	d41_1295_2	1295_2	106.9767442	1295	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	64000000	mouse	0.045064	0.189664	0.186579	0.192748	5.272491	5.188125	5.359646	2.516666	2.502125	2.531206	2.520032	117	128.666667	121.049912	150.608411	49472	hFMT	-0.602925	0.112665	-0.070503	0.391245	-0.227183	-0.34841	R4_F	fecal
d41_1295_4	d41_1295_4	1295_4	108.9285714	1295	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT3	CDI	0	cef	yes	11	d42	R4_F	hFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	70000000	mouse	0.050796	0.249195	0.243509	0.254881	4.01292	3.923401	4.106619	2.203996	2.181175	2.226816	2.208521	79	88.75	81.67446	114.544552	20468	hFMT	-0.604246	0.0851	-0.082515	0.382178	-0.223356	-0.355135	R4_F	fecal
d41_1296_1	d41_1296_1	1296_1	113.7440758	1296	NA	NA	9/29/2015	11/2/2015	M	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	7000000	mouse	0.054373	0.093833	0.09224	0.095426	10.657185	10.479286	10.841228	3.040796	3.024252	3.05734	3.049181	196	229.115385	211.40307	267.195463	33717	hFMT	-0.214722	-0.034392	0.487678	0.321147	0.188351	-0.152289	D4_A	fecal
d41_1296_2	d41_1296_2	1296_2	109.5890411	1296	NA	NA	9/29/2015	11/2/2015	M	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	1000000	mouse	0.077533	0.094836	0.092401	0.09727	10.544547	10.280656	10.822343	2.977673	2.950198	3.005147	2.990336	136	149.315789	140.830632	172.705392	11708	hFMT	-0.238599	-0.024461	0.523502	0.307145	0.161929	-0.169022	D4_A	fecal
d41_1296_3	d41_1296_3	1296_3	115.3846154	1296	NA	NA	9/29/2015	11/2/2015	M	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	2000000	mouse	0.071714	0.092347	0.090653	0.09404	10.828754	10.633716	11.031081	2.967587	2.949666	2.985508	2.975263	151	167.434783	157.504449	192.525745	25215	hFMT	-0.315892	0.03788	0.417062	0.371985	0.094801	-0.210304	D4_A	fecal
d41_1297_2	d41_1297_2	1297_2	123.8317757	1297	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	12000000	mouse	0.043839	0.190091	0.18726	0.192921	5.260649	5.183459	5.340173	2.307983	2.292029	2.323936	2.313701	120	137.181818	126.809643	163.352473	36632	hFMT	-0.626016	0.079371	0.045927	0.385593	-0.199139	-0.372158	D5_A	fecal
d41_1297_3	d41_1297_3	1297_3	113.0434783	1297	NA	NA	9/28/2015	11/2/2015	M	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	11000000	mouse	0.037121	0.177231	0.174862	0.179599	5.642368	5.567968	5.718783	2.407069	2.392473	2.421665	2.412617	152	168.730769	158.802266	193.150792	46895	hFMT	-0.627201	0.08457	0.062498	0.375569	-0.196059	-0.363977	D5_A	fecal
D5_A	D5_A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	D5_A	NA	NA	human	NA	NA	NA	NA	fecal	NA	human	0.067562	0.126507	0.121828	0.131186	7.904718	7.622779	8.208314	2.743831	2.714997	2.772664	2.763684	117	142.5	127.962371	176.316549	9838	hFMT	0.65602800000000006	0.281777	0.326855	0.042196	-0.105235	0.024328	D5_A	FMTinput
d7_1199_1	d7_1199_1	1199_1	94.11764706	1199	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	7	7	fecal	NA	mouse	0.086415	0.44508	0.44028	0.449881	2.246785	2.222811	2.271281	0.998023	0.983918	1.012129	1.001968	26	35	28.002307	66.453337	16303	hFMT	0.081957	-0.52436	-0.265812	-0.326616	0.152493	0.033539	post-vanco	fecal
d7_1200_1	d7_1200_1	1200_1	98.88268156	1200	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	7	7	fecal	NA	mouse	0.09786	0.255467	0.253675	0.257259	3.914405	3.88714	3.942056	1.43389	1.424071	1.443708	1.440615	40	49.1	42.591034	71.960209	16063	hFMT	0.272188	-0.366191	0.13794	-0.20085	0.402823	0.079416	post-vanco	fecal
d7_1203_1	d7_1203_1	1203_1	98.63945578	1203	NA	NA	5/3/2015	6/11/2015	F	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	7	7	fecal	NA	mouse	0.102092	0.31597	0.312672	0.319268	3.164857	3.132164	3.198241	1.283883	1.272276	1.29549	1.28859	31	36.142857	32.129558	54.415337	15877	noFMT	0.276316	-0.330082	0.101255	-0.262003	0.389814	0.046578	post-vanco	fecal
d7_1205_3	d7_1205_3	1205_3	96.59574468	1205	NA	NA	5/3/2015	6/11/2015	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	7	7	fecal	NA	mouse	0.058688	0.946623	0.941711	0.951535	1.056387	1.050934	1.061897	0.152023	0.139571	0.164475	0.154413	18	19.5	18.180377	30.473897	15276	mFMT	0.390851	-0.088185	-0.448436	-0.547406	-0.183094	-0.144802	post-vanco	fecal
d7_1207_3	d7_1207_3	1207_3	104.0909091	1207	NA	NA	5/7/2015	6/11/2015	M	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	7	7	fecal	NA	mouse	0.06058	0.229265	0.226991	0.231538	4.361769	4.318939	4.405456	1.68674	1.673299	1.700181	1.695511	72	138.428571	97.445048	245.422941	21634	noFMT	0.258317	-0.35619	0.085342	-0.241389	0.37926	0.067448	post-vanco	fecal
d7_1209_1	d7_1209_1	1209_1	103.2894737	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	7	7	fecal	NA	mouse	0.093583	0.260627	0.25842	0.262834	3.8369	3.804679	3.869671	1.477019	1.465612	1.488425	1.481011	41	50.166667	43.29218	77.658448	20263	mFMT	0.239544	-0.441353	0.178085	-0.121141	0.418976	0.121444	post-vanco	fecal
d9_1199_1	d9_1199_1	1199_1	91.17647059	1199	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	9	9	fecal	100	mouse	0.080257	0.336754	0.333022	0.340486	2.969526	2.936979	3.002803	1.281047	1.266982	1.295111	1.286224	37	45.25	39.162057	68.480432	17097	hFMT	-0.013397	-0.637453	-0.14689	-0.183723	0.201415	0.112217	post-vanco	fecal
d9_1199_2	d9_1199_2	1199_2	97.88359788	1199	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	9	9	fecal	100	mouse	0.08161	0.38292	0.378423	0.387416	2.611514	2.581202	2.642547	1.081773	1.06752	1.096025	1.089015	32	45.2	35.443297	82.60266	11228	hFMT	-0.040548	-0.652692	-0.137302	-0.159742	0.207916	0.120228	post-vanco	fecal
d9_1199_3	d9_1199_3	1199_3	97.04142012	1199	NA	NA	5/7/2015	6/11/2015	F	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	9	9	fecal	100	mouse	0.077363	0.323154	0.319276	0.327031	3.094502	3.057812	3.132083	1.366471	1.349061	1.383881	1.372302	40	49.428571	42.47555	75.910389	14239	hFMT	-0.025712	-0.651077	-0.143931	-0.172848	0.181571	0.113944	post-vanco	fecal
d9_1200_1	d9_1200_1	1200_1	96.08938547	1200	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	9	9	fecal	100	mouse	0.093214	0.261657	0.25832	0.264995	3.821794	3.773661	3.871171	1.50121	1.488904	1.513516	1.507936	41	58.142857	46.203695	97.474788	16319	hFMT	0.207121	-0.390624	0.259998	-0.090909	0.485697	0.121926	post-vanco	fecal
d9_1200_2	d9_1200_2	1200_2	101.0526316	1200	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	9	9	fecal	100	mouse	0.10155	0.214073	0.21176	0.216386	4.671303	4.621369	4.722327	1.689057	1.675776	1.702339	1.695269	46	54.666667	48.372262	77.66223	15100	hFMT	0.214866	-0.401143	0.128377	-0.182037	0.414995	0.099951	post-vanco	fecal
d9_1200_3	d9_1200_3	1200_3	98.7654321	1200	NA	NA	5/3/2015	6/11/2015	M	NA	NA	hFMT1	CDI	0	cef	no	11	d21	D2_A	hFMT	Rc	HF1	BL6	SPF-Young	9	9	fecal	100	mouse	0.122633	0.203861	0.202317	0.205405	4.905301	4.86842	4.942745	1.693635	1.683965	1.703306	1.696544	40	44	40.807967	59.802788	21917	hFMT	0.107471	-0.526976	0.095031	-0.133469	0.403416	0.132098	post-vanco	fecal
d9_1203_1	d9_1203_1	1203_1	98.63945578	1203	NA	NA	5/3/2015	6/11/2015	F	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	9	9	fecal	100	mouse	0.145666	0.245179	0.244379	0.245979	4.078652	4.065386	4.092005	1.452603	1.444124	1.461082	1.456441	28	33.142857	29.129558	51.415337	17214	noFMT	0.196651	-0.452933	0.04627	-0.227842	0.366624	0.091915	post-vanco	fecal
d9_1203_2	d9_1203_2	1203_2	95.48022599	1203	NA	NA	5/3/2015	6/11/2015	F	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	9	9	fecal	100	mouse	0.087446	0.254124	0.252826	0.255422	3.935085	3.915085	3.95529	1.450453	1.441439	1.459467	1.454335	45	49.090909	45.928396	63.026285	23839	noFMT	0.277891	-0.407146	0.04322	-0.246382	0.324831	0.074098	post-vanco	fecal
d9_1203_3	d9_1203_3	1203_3	97.8021978	1203	NA	NA	5/3/2015	6/11/2015	F	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	9	9	fecal	100	mouse	0.127401	0.245289	0.24413	0.246449	4.07682	4.057639	4.096182	1.470483	1.462431	1.478535	1.473994	32	48.5	36.257273	95.94939	22288	noFMT	0.191297	-0.441097	0.116102	-0.178628	0.417322	0.106395	post-vanco	fecal
d9_1205_2	d9_1205_2	1205_2	99.57081545	1205	NA	NA	5/3/2015	6/11/2015	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	9	9	fecal	100	mouse	0.081835	0.436418	0.430276	0.44256	2.291379	2.259578	2.324088	0.993749	0.982079	1.005419	0.999294	28	39	30.884791	69.944117	15873	mFMT	0.243956	-0.351956	0.302467	-0.090948	0.482963	0.103171	post-vanco	fecal
d9_1205_3	d9_1205_3	1205_3	94.89361702	1205	NA	NA	5/3/2015	6/11/2015	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	9	9	fecal	100	mouse	0.10881299999999999	0.296454	0.293159	0.299749	3.373206	3.336124	3.411122	1.340728	1.330499	1.350958	1.34522	31	36	32.158798	52.574089	18067	mFMT	0.21595	-0.378243	0.226568	-0.13445	0.474311	0.100309	post-vanco	fecal
d9_1205_4	d9_1205_4	1205_4	103.4934498	1205	NA	NA	5/3/2015	6/11/2015	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	9	9	fecal	100	mouse	0.175058	0.357024	0.353409	0.36064	2.80093	2.77285	2.829584	1.125957	1.11517	1.136745	1.128282	16	18	16.249903	32.006186	13111	mFMT	0.252836	-0.373521	-0.15038	-0.409783	0.228064	-3.51e-4	post-vanco	fecal
d9_1207_1	d9_1207_1	1207_1	103.4825871	1207	NA	NA	5/7/2015	6/11/2015	M	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	9	9	fecal	100	mouse	0.091903	0.294081	0.290825	0.297337	3.400423	3.363191	3.438489	1.429263	1.41635	1.442176	1.43479	37	54.142857	42.203695	93.474788	19592	noFMT	0.200439	-0.390331	0.212504	-0.141118	0.477599	0.101052	post-vanco	fecal
d9_1207_2	d9_1207_2	1207_2	106.4935065	1207	NA	NA	5/7/2015	6/11/2015	M	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	9	9	fecal	100	mouse	0.07341	0.267099	0.265171	0.269026	3.743935	3.717111	3.771149	1.42217	1.412946	1.431394	1.42803	51	77.25	59.999282	127.56861	24351	noFMT	0.16799	-0.513605	0.150536	-0.106771	0.406796	0.131438	post-vanco	fecal
d9_1207_3	d9_1207_3	1207_3	102.7272727	1207	NA	NA	5/7/2015	6/11/2015	M	NA	NA	none	CDI	0	cef	no	11	d21	none	noFMT	Rc	HF1	BL6	SPF-Young	9	9	fecal	100	mouse	0.081087	0.21636	0.214581	0.218139	4.621932	4.584238	4.66025	1.697019	1.684471	1.709566	1.702797	57	69	60.673093	96.204012	20322	noFMT	0.18565	-0.448202	0.12453	-0.158173	0.41587	0.115463	post-vanco	fecal
d9_1209_1	d9_1209_1	1209_1	102.6315789	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	9	9	fecal	100	mouse	0.096999	0.219349	0.217109	0.22159	4.558937	4.512849	4.605977	1.723069	1.708822	1.737317	1.728201	47	60	50.703423	92.633456	18005	mFMT	0.283406	-0.426793	0.036852	-0.228555	0.304207	0.084122	post-vanco	fecal
d9_1209_3	d9_1209_3	1209_3	99.375	1209	NA	NA	5/7/2015	6/11/2015	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF1	BL6	SPF-Young	9	9	fecal	100	mouse	0.085603	0.204944	0.202864	0.207024	4.879378	4.830354	4.929408	1.767952	1.754614	1.781289	1.775319	57	69.214286	61.063917000000004	93.71059	18483	mFMT	0.181682	-0.439988	0.14768	-0.14036	0.433325	0.121585	post-vanco	fecal
d9_1216_1	d9_1216_1	1216_1	96.98492462	1216	NA	NA	5/12/2015	6/29/2015	F	NA	NA	none	CDI	0	cef	no	11	d42	none	noFMT	Rc	HF2	BL6	SPF-Young	9	9	fecal	0	mouse	0.076074	0.398335	0.394028	0.402643	2.510449	2.483591	2.537894	1.030752	1.021522	1.039981	1.037343	33	128	61.107497	354.088712	18539	noFMT	0.202866	-0.387686	0.285551	-0.089079	0.499827	0.112239	post-vanco	fecal
d9_1216_4	d9_1216_4	1216_4	97.25274725	1216	NA	NA	5/12/2015	6/29/2015	F	NA	NA	none	CDI	0	cef	no	11	d42	none	noFMT	Rc	HF2	BL6	SPF-Young	9	9	fecal	0	mouse	0.149127	0.394453	0.389361	0.399546	2.535155	2.502842	2.568313	1.027253	1.018245	1.036261	1.03099	17	22.25	17.998395	44.606806	13794	noFMT	0.245038	-0.355132	0.245698	-0.138868	0.468523	0.087622	post-vanco	fecal
