plateID	compound	DataFilename	SampleName	SampleID	SampleType	Level	Ret.Time	Area	Height	ISTDArea	ISTDHeight	AreaRatio	HeightRatio	Conc.	Std.Conc.	Deviation	%Dev	Accuracy	QCCheckResults	Mark	PeakStart	PeakEnd	T.Plate#	HETP	meter	TailingF.	TailingF(10%)	Resolution	k'	SeparationF.	Area%	Height%	USPWidth	Width(5%)	Width(10%)	Width(50%)	RelativeRetentionTime	Statistic
p4	butyrate	2018-07-05_003.lcd	10 mM Mix	STD-0113	Unknown	NA	22.732	152545	3043	NA	NA	NA	NA	22.41883	NA	NA	NA	NA	Quant.Range(High)	 V 	21.758	24.458	6737.147	22.265	44914.316	--	--	1.858	2.603	1.137	3.5355	2.1908	1.108	0	0	0.64	1.456	*
p4	butyrate	2018-07-05_004.lcd	5 mM Mix	STD-0114	Unknown	NA	22.734	72153	1591	NA	NA	NA	NA	10.60407	NA	NA	NA	NA	NA	 V 	21.775	24.358	7228.905	20.75	48192.701	--	--	1.915	2.622	1.137	2.9917	2.0262	1.07	0	1.642	0.617	1.457	*
p4	butyrate	2018-07-05_005.lcd	2.5 mM Mix	STD-0115	Unknown	NA	22.739	37527	810	NA	NA	NA	NA	5.51515	NA	NA	NA	NA	NA	 V 	21.792	24.258	7023.078	21.358	46820.522	--	--	1.873	2.255	1.144	3.0786	2.0672	1.085	0	0	0.625	1.457	*
p4	butyrate	2018-07-05_006.lcd	1 mM Mix	STD-0116	Unknown	NA	22.75	17646	343	NA	NA	NA	NA	2.59339	NA	NA	NA	NA	NA	 V 	21.808	24.142	6163.512	24.337	41090.08	--	--	1.675	2.253	1.144	3.8102	2.3384	1.159	0	0	0.666	1.456	*
p4	butyrate	2018-07-05_007.lcd	0.5 mM Mix	STD-0117	Unknown	NA	22.754	11895	214	NA	NA	NA	NA	1.74815	NA	NA	NA	NA	NA	 V 	21.842	24.108	5528.204	27.134	36854.691	--	--	1.514	2.253	1.145	3.9872	2.2929	1.224	0	0	0.711	1.456	*
p4	butyrate	2018-07-05_008.lcd	0.25 mM Mix	STD-0118	Unknown	NA	22.752	3104	81	NA	NA	NA	NA	0.4562	NA	NA	NA	NA	Quant.Range(Low)	NA	22.092	23.892	9295.786	16.136	61971.905	1.291	1.222	1.750	2.253	1.146	2.1622	1.804	0.944	1.399	1.156	0.575	1.459	*
p4	butyrate	2018-07-05_009.lcd	0.1 mM Mix	STD-0119	Unknown	NA	22.715	1118	31	NA	NA	NA	NA	0.1643	NA	NA	NA	NA	Quant.Range(Low)	NA	22.225	23.575	10847.861	13.828	72319.076	1.386	1.353	0.823	2.24	1.15	1.7234	1.6053	0.872	1.245	1.109	0.543	1.454	*
p4	butyrate	2018-07-05_010.lcd	Water	BLANK	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_011.lcd	GF2.PlateA	P4-A01	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_012.lcd	GF2.PlateA	P4-A02	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_013.lcd	GF2.PlateA	P4-A03	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_014.lcd	GF2.PlateA	P4-A04	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_015.lcd	GF2.PlateA	P4-A05	Unknown	NA	22.741	541	16	NA	NA	NA	NA	0.07951	NA	NA	NA	NA	Quant.Range(Low)	NA	22.208	23.542	8624.474	17.392	57496.495	1.294	1.325	1.414	2.506	1.099	0.0207	0.0115	0.98	1.086	1.026	0.525	1.458	*
p4	butyrate	2018-07-05_016.lcd	GF2.PlateA	P4-A06	Unknown	NA	22.748	946	26	NA	NA	NA	NA	0.13909	NA	NA	NA	NA	Quant.Range(Low)	 V 	22.275	23.725	10705.905	14.011	71372.703	--	--	1.571	2.508	1.102	0.0363	0.0188	0.879	0	0	0.55	1.458	*
p4	butyrate	2018-07-05_017.lcd	GF2.PlateA	P4-A07	Unknown	NA	22.667	1648	36	NA	NA	NA	NA	0.24226	NA	NA	NA	NA	Quant.Range(Low)	 V 	22.308	23.725	3357.336	44.678	22382.242	--	--	0.993	2.497	1.098	0.0614	0.0265	1.565	0	0	0	1.454	*
p4	butyrate	2018-07-05_018.lcd	GF2.PlateA	P4-A08	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_019.lcd	GF2.PlateA	P4-A09	Unknown	NA	22.701	9081	205	NA	NA	NA	NA	1.33459	NA	NA	NA	NA	NA	 V 	22.158	24.125	6423.833	23.351	42825.55	--	--	1.402	2.504	1.1	0.3241	0.1433	1.133	0	0	0.641	1.456	*
p4	butyrate	2018-07-05_020.lcd	GF2.PlateA	P4-A10	Unknown	NA	22.709	14424	327	NA	NA	NA	NA	2.11983	NA	NA	NA	NA	NA	 V 	22.108	24.075	6991.515	21.455	46610.101	--	--	1.444	2.505	1.101	0.4888	0.2215	1.086	0	0	0.625	1.457	*
p4	butyrate	2018-07-05_021.lcd	GF2.PlateA	P4-A11	Unknown	NA	22.706	54709	1357	NA	NA	NA	NA	8.04038	NA	NA	NA	NA	NA	NA	21.908	24.258	8189.658	18.316	54597.719	1.324	1.295	1.611	2.505	1.101	1.8191	0.8868	1.004	1.527	1.271	0.582	1.457	*
p4	butyrate	2018-07-05_022.lcd	GF2.PlateA	P4-A12	Unknown	NA	22.711	1878	48	NA	NA	NA	NA	0.27605	NA	NA	NA	NA	Quant.Range(Low)	 V 	22.225	23.892	8080.834	18.562	53872.227	--	--	1.529	2.505	1.1	0.0665	0.0341	1.011	0	0	0.578	1.457	*
p4	butyrate	2018-07-05_023.lcd	GF2.PlateA	P4-B01	Unknown	NA	22.691	2549	63	NA	NA	NA	NA	0.37468	NA	NA	NA	NA	Quant.Range(Low)	 V 	22.208	23.825	8042.662	18.651	53617.746	--	--	1.028	2.502	1.076	0.096	0.0448	1.012	0	0	0.595	1.456	*
p4	butyrate	2018-07-05_024.lcd	GF2.PlateA	P4-B02	Unknown	NA	22.704	20673	519	NA	NA	NA	NA	3.03824	NA	NA	NA	NA	NA	NA	21.892	24.075	8237.722	18.209	54918.146	1.326	1.293	1.494	2.506	1.1	0.7229	0.3622	1.001	1.495	1.252	0.581	1.457	*
p4	butyrate	2018-07-05_025.lcd	GF2.PlateA	P4-B03	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_026.lcd	GF2.PlateA	P4-B04	Unknown	NA	22.699	1089	26	NA	NA	NA	NA	0.16008	NA	NA	NA	NA	Quant.Range(Low)	 V 	22.225	23.625	8079.236	18.566	53861.572	--	--	1.397	2.505	1.1	0.0401	0.0192	1.01	0	0	0.61	1.457	*
p4	butyrate	2018-07-05_027.lcd	GF2.PlateA	P4-B05	Unknown	NA	22.693	8128	191	NA	NA	NA	NA	1.19449	NA	NA	NA	NA	NA	 V 	22.192	24.008	6879.866	21.803	45865.777	--	--	1.448	2.507	1.1	0.2963	0.1339	1.094	0	0	0.619	1.457	*
p4	butyrate	2018-07-05_028.lcd	GF2.PlateA	P4-B06	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_029.lcd	GF2.PlateA	P4-B07	Unknown	NA	22.701	6852	165	NA	NA	NA	NA	1.00701	NA	NA	NA	NA	NA	 V 	21.975	24.075	7805.691	19.217	52037.938	--	--	1.472	2.506	1.1	0.2127	0.1088	1.028	0	0	0.583	1.457	*
p4	butyrate	2018-07-05_030.lcd	GF2.PlateA	P4-B08	Unknown	NA	22.705	41029	817	NA	NA	NA	NA	6.02981	NA	NA	NA	NA	NA	SV 	21.808	25.658	6925.41	21.659	46169.399	--	--	0.916	2.506	1.098	1.4353	0.574	1.091	0	0	0.632	1.457	*
p4	butyrate	2018-07-05_031.lcd	GF2.PlateA	P4-B09	Unknown	NA	22.712	595	19	NA	NA	NA	NA	0.08748	NA	NA	NA	NA	Quant.Range(Low)	NA	22.208	23.525	12399.163	12.098	82661.085	1.095	1.117	1.734	2.507	1.101	0.021	0.0129	0.816	0.986	0.925	0.492	1.458	*
p4	butyrate	2018-07-05_032.lcd	GF2.PlateA	P4-B10	Unknown	NA	22.69	10070	236	NA	NA	NA	NA	1.48001	NA	NA	NA	NA	NA	 V 	22.092	23.992	7727.485	19.411	51516.567	--	--	1.486	2.503	1.101	0.3051	0.1506	1.032	0	0	0.609	1.457	*
p4	butyrate	2018-07-05_033.lcd	GF2.PlateA	P4-B11	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_034.lcd	GF2.PlateA	P4-B12	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_035.lcd	GF2.PlateA	P4-C01	Unknown	NA	22.661	1210	32	NA	NA	NA	NA	0.17787	NA	NA	NA	NA	Quant.Range(Low)	 V 	22.208	23.758	11168.787	13.43	74458.583	--	--	1.622	2.5	1.1	0.0426	0.0224	0.858	0	0	0.553	1.455	*
p4	butyrate	2018-07-05_036.lcd	GF2.PlateA	P4-C02	Unknown	NA	22.703	2744	66	NA	NA	NA	NA	0.40321	NA	NA	NA	NA	Quant.Range(Low)	 V 	22.175	24.092	6612.515	22.684	44083.436	--	--	1.459	2.506	1.102	0.0966	0.0463	1.117	0	0	0.603	1.458	*
p4	butyrate	2018-07-05_037.lcd	GF2.PlateA	P4-C03	Unknown	NA	22.705	953	26	NA	NA	NA	NA	0.14007	NA	NA	NA	NA	Quant.Range(Low)	 V 	22.208	23.642	9420.531	15.923	62803.538	--	--	1.581	2.505	1.102	0.0353	0.0183	0.936	0	0	0.553	1.458	*
p4	butyrate	2018-07-05_038.lcd	GF2.PlateA	P4-C04	Unknown	NA	22.62	210	8	NA	NA	NA	NA	0.03088	NA	NA	NA	NA	Quant.Range(Low)	NA	22.442	23.442	28737.533	5.22	191583.557	2.407	2.443	6.304	3.095	1.131	0.0067	0.0052	0.534	0.843	0.826	0.382	1.454	*
p4	butyrate	2018-07-05_039.lcd	GF2.PlateA	P4-C05	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_040.lcd	GF2.PlateA	P4-C06	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_041.lcd	GF2.PlateA	P4-C07	Unknown	NA	22.679	2852	68	NA	NA	NA	NA	0.41914	NA	NA	NA	NA	Quant.Range(Low)	 V 	22.125	23.808	7367.542	20.36	49116.947	--	--	1.019	3.115	1.07	0.1025	0.0482	1.057	0	0	0.602	1.457	*
p4	butyrate	2018-07-05_042.lcd	GF2.PlateA	P4-C08	Unknown	NA	22.689	24819	496	NA	NA	NA	NA	3.64748	NA	NA	NA	NA	NA	 V 	22.008	24.792	6437.482	23.301	42916.547	--	--	1.064	2.504	1.1	0.8615	0.347	1.131	0	0	0.657	1.457	*
p4	butyrate	2018-07-05_043.lcd	GF2.PlateA	P4-C09	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_044.lcd	GF2.PlateA	P4-C10	Unknown	NA	22.669	866	25	NA	NA	NA	NA	0.12724	NA	NA	NA	NA	Quant.Range(Low)	NA	22.225	23.558	11695.95	12.825	77973	1.449	1.418	1.460	2.501	1.102	0.0323	0.0185	0.838	1.161	1.054	0.527	1.456	*
p4	butyrate	2018-07-05_045.lcd	GF2.PlateA	P4-C11	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_046.lcd	GF2.PlateA	P4-C12	Unknown	NA	22.678	2425	62	NA	NA	NA	NA	0.35635	NA	NA	NA	NA	Quant.Range(Low)	 V 	22.192	23.808	7356.954	20.389	49046.357	--	--	1.517	2.504	1.101	0.085	0.0431	1.058	0	0	0.575	1.457	*
p4	butyrate	2018-07-05_047.lcd	GF2.PlateA	P4-D01	Unknown	NA	22.692	33136	946	NA	NA	NA	NA	4.86992	NA	NA	NA	NA	NA	S  	21.842	26.792	8119.196	18.475	54127.976	1.267	1.269	1.641	2.504	1.101	1.1269	0.6436	1.007	1.506	1.267	0.586	1.457	*
p4	butyrate	2018-07-05_048.lcd	GF2.PlateA	P4-D02	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_049.lcd	GF2.PlateA	P4-D03	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_050.lcd	GF2.PlateA	P4-D04	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_051.lcd	GF2.PlateA	P4-D05	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_052.lcd	GF2.PlateA	P4-D06	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_053.lcd	GF2.PlateA	P4-D07	Unknown	NA	22.687	29792	618	NA	NA	NA	NA	4.37843	NA	NA	NA	NA	NA	 V 	21.875	25.442	7091.653	21.152	47277.686	--	--	1.006	2.504	1.093	0.9763	0.4128	1.078	0	0	0.63	1.457	*
p4	butyrate	2018-07-05_054.lcd	GF2.PlateA	P4-D08	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_055.lcd	GF2.PlateA	P4-D09	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_056.lcd	GF2.PlateA	P4-D10	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_057.lcd	GF2.PlateA	P4-D11	Unknown	NA	22.312	2	1	NA	NA	NA	NA	0.00032	NA	NA	NA	NA	Quant.Range(Low)	 V 	22.275	22.408	372391.745	0.403	2482611.633	--	--	2.018	2.448	1.074	1e-04	4e-04	0.146	0	0	0	1.433	*
p4	butyrate	2018-07-05_058.lcd	GF2.PlateA	P4-D12	Unknown	NA	22.694	7219	162	NA	NA	NA	NA	1.06095	NA	NA	NA	NA	NA	 V 	22.058	24.258	7037.051	21.316	46913.676	--	--	0.982	2.502	1.081	0.2429	0.1097	1.082	0	0	0.619	1.457	*
p4	butyrate	2018-07-05_059.lcd	Water	BLANK	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_060.lcd	40 mM Mix	STD-0111	Unknown	NA	22.629	646208	12304	NA	NA	NA	NA	94.97032	NA	NA	NA	NA	Quant.Range(High)	 V 	21.775	24.475	6459.254	23.222	43061.695	--	--	1.818	2.582	1.137	3.2537	2.0651	1.126	0	0	0.654	1.454	*
p4	butyrate	2018-07-05_061.lcd	20 mM Mix	STD-0112	Unknown	NA	22.658	322416	6167	NA	NA	NA	NA	47.38408	NA	NA	NA	NA	Quant.Range(High)	 V 	21.792	24.475	6549.105	22.904	43660.703	--	--	1.831	2.591	1.137	3.2803	2.06	1.12	0	0	0.65	1.456	*
p4	butyrate	2018-07-05_062.lcd	10 mM Mix	STD-0113	Unknown	NA	22.675	152169	2910	NA	NA	NA	NA	22.36361	NA	NA	NA	NA	Quant.Range(High)	 V 	21.792	24.542	6561.926	22.859	43746.173	--	--	1.832	2.602	1.137	3.5409	2.1989	1.12	0	0	0.649	1.456	*
p4	butyrate	2018-07-05_063.lcd	5 mM Mix	STD-0114	Unknown	NA	22.686	78921	1567	NA	NA	NA	NA	11.59865	NA	NA	NA	NA	NA	 V 	21.825	24.475	6830.914	21.959	45539.424	--	--	1.863	2.615	1.137	3.266	2.085	1.098	0	0	0.638	1.457	*
p4	butyrate	2018-07-05_064.lcd	2.5 mM Mix	STD-0115	Unknown	NA	22.692	37168	777	NA	NA	NA	NA	5.46245	NA	NA	NA	NA	NA	 V 	21.842	24.375	6930.771	21.643	46205.141	--	--	1.857	2.254	1.144	3.0823	2.083	1.09	0	0	0.631	1.457	*
p4	butyrate	2018-07-05_065.lcd	1 mM Mix	STD-0116	Unknown	NA	22.687	17062	329	NA	NA	NA	NA	2.50753	NA	NA	NA	NA	NA	 V 	21.875	24.275	6110.699	24.547	40737.993	--	--	1.650	2.251	1.144	3.7068	2.3577	1.161	0	0	0.671	1.457	*
p4	butyrate	2018-07-05_066.lcd	0.5 mM Mix	STD-0117	Unknown	NA	22.691	10649	199	NA	NA	NA	NA	1.56509	NA	NA	NA	NA	NA	 V 	21.858	23.958	5866.41	25.569	39109.399	--	--	1.499	2.25	1.145	3.6817	2.2695	1.185	0	0	0.702	1.457	*
p4	butyrate	2018-07-05_067.lcd	0.25 mM Mix	STD-0118	Unknown	NA	22.668	6721	114	NA	NA	NA	NA	0.98774	NA	NA	NA	NA	NA	 V 	21.908	23.992	3707.591	40.458	24717.271	--	--	0.953	2.243	1.144	4.3981	2.6331	1.489	0	0	0.836	1.455	*
p4	butyrate	2018-07-05_068.lcd	0.1 mM Mix	STD-0119	Unknown	NA	22.697	1129	31	NA	NA	NA	NA	0.16591	NA	NA	NA	NA	Quant.Range(Low)	NA	22.142	23.608	9349.231	16.044	62328.208	1.305	1.249	1.129	2.234	1.151	1.7276	1.6545	0.939	1.308	1.113	0.565	1.458	*
p4	butyrate	2018-07-05_069.lcd	GF2.PlateA	P4-E01	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_070.lcd	GF2.PlateA	P4-E02	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_071.lcd	GF2.PlateA	P4-E03	Unknown	NA	22.693	14629	389	NA	NA	NA	NA	2.14999	NA	NA	NA	NA	NA	NA	22.042	24.008	9147.977	16.397	60986.51	1.374	1.298	1.492	2.501	1.099	0.4411	0.2309	0.949	1.404	1.177	0.55	1.457	*
p4	butyrate	2018-07-05_072.lcd	GF2.PlateA	P4-E04	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_073.lcd	GF2.PlateA	P4-E05	Unknown	NA	22.666	5517	135	NA	NA	NA	NA	0.81083	NA	NA	NA	NA	NA	 V 	22.058	23.875	8244.344	18.194	54962.294	--	--	1.516	2.495	1.1	0.162	0.0778	0.999	0	0	0.57	1.456	*
p4	butyrate	2018-07-05_074.lcd	GF2.PlateA	P4-E06	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_075.lcd	GF2.PlateA	P4-E07	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_076.lcd	GF2.PlateA	P4-E08	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_077.lcd	GF2.PlateA	P4-E09	Unknown	NA	22.658	6002	135	NA	NA	NA	NA	0.88205	NA	NA	NA	NA	NA	TV 	22.042	23.992	7342.881	20.428	48952.541	--	--	0.821	2.493	1.077	0.1695	0.0745	1.058	0	0	0.611	1.456	*
p4	butyrate	2018-07-05_078.lcd	GF2.PlateA	P4-E10	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_079.lcd	GF2.PlateA	P4-E11	Unknown	NA	22.682	4042	114	NA	NA	NA	NA	0.59402	NA	NA	NA	NA	NA	NA	22.125	23.908	10118.943	14.824	67459.623	1.352	1.259	1.556	2.505	1.101	0.137	0.0779	0.902	1.283	1.088	0.529	1.457	*
p4	butyrate	2018-07-05_080.lcd	GF2.PlateA	P4-E12	Unknown	NA	22.62	2799	61	NA	NA	NA	NA	0.41129	NA	NA	NA	NA	Quant.Range(Low)	 V 	22.192	23.942	5326.902	28.159	35512.679	--	--	0.590	2.489	1.098	0.0829	0.0358	1.24	0	0	0.792	1.454	*
p4	butyrate	2018-07-05_081.lcd	GF2.PlateA	P4-F01	Unknown	NA	22.657	2872	97	NA	NA	NA	NA	0.42205	NA	NA	NA	NA	Quant.Range(Low)	NA	22.242	23.475	12898.636	11.629	85990.907	1.262	1.197	1.340	2.503	1.076	0.1068	0.0687	0.798	0.954	0.844	0.471	1.456	*
p4	butyrate	2018-07-05_082.lcd	GF2.PlateA	P4-F02	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_083.lcd	GF2.PlateA	P4-F03	Unknown	NA	22.666	2094	57	NA	NA	NA	NA	0.30776	NA	NA	NA	NA	Quant.Range(Low)	NA	22.058	23.825	9745.035	15.392	64966.902	1.403	1.284	1.647	2.504	1.101	0.066	0.0369	0.918	1.427	1.165	0.533	1.457	*
p4	butyrate	2018-07-05_084.lcd	GF2.PlateA	P4-F04	Unknown	NA	22.664	7998	194	NA	NA	NA	NA	1.1754	NA	NA	NA	NA	NA	 V 	21.958	24.192	8445.221	17.762	56301.475	--	--	1.393	2.497	1.099	0.2262	0.1097	0.986	0	1.5	0.57	1.457	*
p4	butyrate	2018-07-05_085.lcd	GF2.PlateA	P4-F05	Unknown	NA	22.651	193	8	NA	NA	NA	NA	0.02841	NA	NA	NA	NA	Quant.Range(Low)	NA	22.375	23.142	23262.985	6.448	155086.567	1.299	1.264	1.439	2.501	1.079	0.0062	0.0053	0.594	0.668	0.618	0.407	1.457	*
p4	butyrate	2018-07-05_086.lcd	GF2.PlateA	P4-F06	Unknown	NA	22.681	718	25	NA	NA	NA	NA	0.10545	NA	NA	NA	NA	Quant.Range(Low)	NA	22.225	23.375	15494.32	9.681	103295.469	1.118	1.086	1.952	2.507	1.103	0.0236	0.0175	0.729	0.926	0.853	0.46	1.458	*
p4	butyrate	2018-07-05_087.lcd	GF2.PlateA	P4-F07	Unknown	NA	22.388	34	3	NA	NA	NA	NA	0.00493	NA	NA	NA	NA	Quant.Range(Low)	 V 	22.358	22.742	57627.109	2.603	384180.73	--	--	1.331	2.453	1.059	0.001	0.0015	0.373	0	0	0	1.439	*
p4	butyrate	2018-07-05_088.lcd	GF2.PlateA	P4-F08	Unknown	NA	22.66	29405	587	NA	NA	NA	NA	4.32146	NA	NA	NA	NA	NA	SV 	21.958	25.275	7179.901	20.892	47866.009	--	--	1.203	2.503	1.099	0.9846	0.3872	1.07	0	0	0.615	1.456	*
p4	butyrate	2018-07-05_089.lcd	GF2.PlateA	P4-F09	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	*
p4	butyrate	2018-07-05_090.lcd	GF2.PlateA	P4-F10	Unknown	NA	22.612	433	16	NA	NA	NA	NA	0.06357	NA	NA	NA	NA	Quant.Range(Low)	NA	22.242	23.158	17740.796	8.455	118271.976	1.260	1.249	1.471	2.498	1.085	0.0152	0.0111	0.679	0.799	0.745	0.446	1.454	*
p4	butyrate	2018-07-05_091.lcd	GF2.PlateA	P4-F11	Unknown	NA	22.682	1779	54	NA	NA	NA	NA	0.26143	NA	NA	NA	NA	Quant.Range(Low)	NA	22.158	23.775	11370.107	13.192	75800.712	1.263	1.198	1.495	2.496	1.08	0.0525	0.0307	0.851	1.169	0.998	0.499	1.457	*
