compound	SampleID	PlCID	plateID	SampleName	SampleType	Ret.Time	Area	PeakStart	PeakEnd	STDID	minRT	maxRT	PeakQual	sampleID	DNA_Plate	concentration_mM	dilution	r2	slope	intercept	calc_conc	calc_conc_adj
propionate	P1-G11	p1_propionate	p1	GF2.PlateA	Unknown	18.54	991	18.3	18.742	NA	18.486	18.646	OK	d38_5957	GF2.PlateA	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.58883574628184	5.8883574628184
propionate	P2-G11	p2_propionate	p2	GF2.PlateA	Unknown	NA	0	NA	NA	NA	18.446	18.628	Undetected	d38_3844	GF2.PlateB	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.508060927338099	5.08060927338099
propionate	P3-A05	p3_propionate	p3	GF2.PlateA	Unknown	18.457	2231	18.192	18.775	NA	18.403	18.593	OK	d4_1604_4	GF2.plateD	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.689906155454634	6.89906155454634
propionate	P4-F12	p4_propionate	p4	GF2.PlateA	Unknown	18.353	8119	17.975	18.758	NA	18.36	18.542	OK	cecal_d46_3830	GF2.PlateC	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	1.16982758223642	11.6982758223642
propionate	P1-D09	p1_propionate	p1	GF2.PlateA	Unknown	18.547	12335	18.183	18.983	NA	18.486	18.646	OK	d29_5969	GF2.PlateA	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	1.51346697342391	15.1346697342391
propionate	P3-D11	p3_propionate	p3	GF2.PlateA	Unknown	18.447	8540	18.092	18.883	NA	18.403	18.593	OK	d18_1802_2	GF2.plateD	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	1.20414261631847	12.0414261631847
propionate	P2-B11	p2_propionate	p2	GF2.PlateA	Unknown	18.612	3941	18.233	18.8	NA	18.446	18.628	OK	d38_3830	GF2.PlateB	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.829285510039696	8.29285510039696
propionate	P1-H04	p1_propionate	p1	GF2.PlateA	Unknown	18.544	8870	18.183	18.925	NA	18.486	18.646	OK	d21_5942	GF2.PlateA	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	1.23104038650155	12.3104038650155
propionate	P4-H07	p4_propionate	p4	GF2.PlateA	Unknown	18.444	-141	18.067	18.792	NA	18.36	18.542	OK	d34_3776	GF2.PlateC	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.496568243714418	4.96568243714418
propionate	P4-D11	p4_propionate	p4	GF2.PlateA	Unknown	18.354	1099	18.075	18.617	NA	18.36	18.542	OK	dn11_1800_1	GF2.notExtracted	NA	0.1	0.996042579879131	8.15083944941885e-05	0.508060927338099	0.597638652887212	5.97638652887212
succinate	P4-C04	p4_succinate	p4	GF2.PlateA	Unknown	12.321	2988	11.975	12.725	NA	12.314	12.395	OK	d1_1802_1	GF2.plateD	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.274513448398092	2.74513448398092
succinate	P3-D07	p3_succinate	p3	GF2.PlateA	Unknown	12.348	75448	11.558	12.733	NA	12.334	12.37	OK	d13_1802_1	GF2.plateD	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	3.13556965094043	31.3556965094043
succinate	P4-A09	p4_succinate	p4	GF2.PlateA	Unknown	12.383	6126	12.058	12.708	NA	12.314	12.395	OK	d18_3755	GF2.plateD	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.398416213559255	3.98416213559255
succinate	P4-H06	p4_succinate	p4	GF2.PlateA	Unknown	12.341	4266	11.95	12.808	NA	12.314	12.395	OK	d26_3835	GF2.PlateC	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.324974803999101	3.24974803999101
succinate	P1-B02	p1_succinate	p1	GF2.PlateA	Unknown	12.388	164	12.225	12.467	NA	12.333	12.395	OK	GF2_hMb1B_input	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.163008856678804	1.63008856678804
succinate	P1-D11	p1_succinate	p1	GF2.PlateA	Unknown	12.377	3534	11.967	12.775	NA	12.333	12.395	OK	d36_5964	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.296072055720589	2.96072055720589
succinate	P1-D02	p1_succinate	p1	GF2.PlateA	Unknown	12.373	9869	11.808	12.667	NA	12.333	12.395	OK	d1_2933	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.546207179141866	5.46207179141866
succinate	P1-G05	p1_succinate	p1	GF2.PlateA	Unknown	12.401	1376	12.108	12.65	NA	12.333	12.395	OK	d22_2956	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.210864226779292	2.10864226779292
succinate	P4-G07	p4_succinate	p4	GF2.PlateA	Unknown	12.304	2501	11.983	12.608	NA	12.314	12.395	OK	d26_2949	GF2.PlateD	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.255284434174546	2.55284434174546
succinate	P1-E04	p1_succinate	p1	GF2.PlateA	Unknown	12.359	615	12.142	12.533	NA	12.333	12.395	OK	d45_3836	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.180816424265702	1.80816424265702
succinate	P4-H04	p4_succinate	p4	GF2.PlateA	Unknown	12.291	1161	12.042	12.525	NA	12.314	12.395	OK	d24_3776	GF2.PlateC	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.202375031588199	2.02375031588199
succinate	P3-F03	p3_succinate	p3	GF2.PlateA	Unknown	12.369	10312	11.95	12.775	NA	12.334	12.37	OK	d4_2966	GF2.PlateC	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.563698869698397	5.63698869698397
succinate	P2-B04	p2_succinate	p2	GF2.PlateA	Unknown	12.396	11926	11.967	12.742	NA	12.342	12.392	OK	cecal_d25_3739	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.627427060574789	6.27427060574789
succinate	P1-G07	p1_succinate	p1	GF2.PlateA	Unknown	12.375	5576	12.017	12.808	NA	12.333	12.395	OK	d25_5964	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.376699667721575	3.76699667721575
succinate	P2-H07	p2_succinate	p2	GF2.PlateA	Unknown	12.347	5113	11.658	12.692	NA	12.342	12.392	OK	d26_2966	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.358418284589128	3.58418284589128
succinate	P2-H09	p2_succinate	p2	GF2.PlateA	Unknown	12.334	1475	11.833	12.658	NA	12.342	12.392	OK	d34_5978	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.214773205030074	2.14773205030074
succinate	P1-F03	p1_succinate	p1	GF2.PlateA	Unknown	12.407	6131	12.05	12.725	NA	12.333	12.395	OK	d4_3836	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.398613636703234	3.98613636703234
succinate	P3-C02	p3_succinate	p3	GF2.PlateA	Unknown	12.393	2105	12.117	12.708	NA	12.334	12.37	OK	dn11_1802_2	GF2.plateD	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.239648521171417	2.39648521171417
succinate	P1-H01	p1_succinate	p1	GF2.PlateA	Unknown	12.41	5222	12.075	12.658	NA	12.333	12.395	OK	d1_3844	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.362722109127868	3.62722109127868
succinate	P2-E06	p2_succinate	p2	GF2.PlateA	Unknown	12.381	638	12.133	12.667	NA	12.342	12.392	OK	d24_2988	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.181724570728005	1.81724570728005
succinate	P2-A01	p2_succinate	p2	GF2.PlateA	Unknown	12.331	886	11.967	12.583	NA	12.342	12.392	OK	d0_4914	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.191516758669359	1.91516758669359
succinate	P4-G12	p4_succinate	p4	GF2.PlateA	Unknown	12.314	10811	11.917	12.725	NA	12.314	12.395	OK	cecal_d46_2956	GF2.PlateC	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.583401699467492	5.83401699467492
succinate	P2-E10	p2_succinate	p2	GF2.PlateA	Unknown	12.349	7278	11.658	13.3	NA	12.342	12.392	OK	d36_2956	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.443902505931995	4.43902505931995
succinate	P3-F09	p3_succinate	p3	GF2.PlateA	Unknown	12.348	2335	11.908	12.7	NA	12.334	12.37	OK	d36_3797	GF2.PlateC	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.248729985794446	2.48729985794446
succinate	P3-C04	p3_succinate	p3	GF2.PlateA	Unknown	12.411	3911	12.017	12.808	NA	12.334	12.37	Reject	d18_5925	GF2.plateD	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	NA	NA
succinate	P1-E09	p1_succinate	p1	GF2.PlateA	Unknown	12.411	2178	12.083	12.8	NA	12.333	12.395	OK	d29_4914	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.242530899073509	2.42530899073509
succinate	P1-F05	p1_succinate	p1	GF2.PlateA	Unknown	12.398	6585	12	12.817	NA	12.333	12.395	OK	d22_3739	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.416539658176519	4.16539658176519
succinate	P2-F04	p2_succinate	p2	GF2.PlateA	Unknown	12.392	9358	11.983	13.267	NA	12.342	12.392	OK	cecal_d46_2933	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.526030533827221	5.26030533827221
succinate	P3-B01	p3_succinate	p3	GF2.PlateA	Unknown	12.365	6158	11.892	12.75	NA	12.334	12.37	OK	HF8_fyFMT_filtered	GF2.plateD	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.39967972168072	3.9967972168072
succinate	P2-A06	p2_succinate	p2	GF2.PlateA	Unknown	12.379	7386	12.075	12.8	NA	12.342	12.392	OK	d24_3827	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.44816684584194	4.4816684584194
succinate	P4-H01	p4_succinate	p4	GF2.PlateA	Unknown	12.308	3790	12.017	12.608	NA	12.314	12.395	OK	d1_2956	GF2.PlateC	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.306180120692309	3.06180120692309
succinate	P3-F05	p3_succinate	p3	GF2.PlateA	Unknown	12.372	1787	12.025	12.725	NA	12.334	12.37	OK	d24_2904	GF2.PlateC	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.227092409214358	2.27092409214358
succinate	P3-G07	p3_succinate	p3	GF2.PlateA	Unknown	12.352	2467	12.05	12.65	NA	12.334	12.37	OK	d26_3776	GF2.PlateC	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.25394195679549	2.5394195679549
succinate	P1-A09	p1_succinate	p1	GF2.PlateA	Unknown	12.354	25916	11.608	12.758	NA	12.333	12.395	OK	d26_3827	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	1.17981701742777	11.7981701742777
succinate	P2-A12	p2_succinate	p2	GF2.PlateA	Unknown	12.375	3782	11.725	12.767	NA	12.342	12.392	OK	d41_5978	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.305864243661943	3.05864243661943
succinate	P2-G02	p2_succinate	p2	GF2.PlateA	Unknown	12.357	2825	12.033	12.667	NA	12.342	12.392	OK	d4_5925	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.268077453904379	2.68077453904379
succinate	P1-F02	p1_succinate	p1	GF2.PlateA	Unknown	12.408	7559	12.133	12.708	NA	12.333	12.395	OK	d1_5957	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.45499768662361	4.5499768662361
succinate	P1-G03	p1_succinate	p1	GF2.PlateA	Unknown	12.39	23939	11.617	13.192	NA	12.333	12.395	OK	cecal_d46_3844	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	1.10175590629851	11.0175590629851
succinate	P2-E11	p2_succinate	p2	GF2.PlateA	Unknown	12.36	3845	12.075	12.675	NA	12.342	12.392	OK	d38_2966	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.308351775276077	3.08351775276077
succinate	P1-A03	p1_succinate	p1	GF2.PlateA	Unknown	12.363	4510	11.825	12.7	NA	12.333	12.395	OK	d4_4914	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.334609053425272	3.34609053425272
succinate	P3-B12	p3_succinate	p3	GF2.PlateA	Unknown	12.365	2409	12.108	12.583	NA	12.334	12.37	OK	d18_1806_3	GF2.plateD	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.251651848325334	2.51651848325334
succinate	P2-C08	p2_succinate	p2	GF2.PlateA	Unknown	12.376	4071	11.992	12.7	NA	12.342	12.392	OK	d26_3844	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.317275301383923	3.17275301383923
succinate	P4-F05	p4_succinate	p4	GF2.PlateA	Unknown	12.282	290	12.058	12.433	NA	12.314	12.395	OK	d22_3776	GF2.PlateC	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.167983919907073	1.67983919907073
succinate	P4-A04	p4_succinate	p4	GF2.PlateA	Unknown	NA	0	NA	NA	NA	12.314	12.395	Undetected	d0_1806_4	GF2.plateD	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.156533377556296	1.56533377556296
succinate	P2-B10	p2_succinate	p2	GF2.PlateA	Unknown	12.371	10567	12.017	12.625	NA	12.342	12.392	OK	d36_3827	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.573767450041321	5.73767450041321
succinate	P1-C12	p1_succinate	p1	GF2.PlateA	Unknown	12.359	11496	12.075	12.775	NA	12.333	12.395	OK	d38_5964	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.610448670192603	6.10448670192603
succinate	P4-D06	p4_succinate	p4	GF2.PlateA	Unknown	12.307	396	12.117	12.517	NA	12.314	12.395	OK	d11_1800_2	GF2.notExtracted	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.172169290559426	1.72169290559426
succinate	P4-D07	p4_succinate	p4	GF2.PlateA	Unknown	12.334	12168	11.958	12.717	NA	12.314	12.395	OK	HF8_myFMT1_regular	GF2.notExtracted	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.636982340743368	6.36982340743368
succinate	P3-G10	p3_succinate	p3	GF2.PlateA	Unknown	12.366	9435	11.767	12.758	NA	12.334	12.37	OK	d36_3836	GF2.PlateC	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.529070850244497	5.29070850244497
succinate	P1-A11	p1_succinate	p1	GF2.PlateA	Unknown	12.354	4768	11.883	12.65	NA	12.333	12.395	OK	d36_4914	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.344796087654583	3.44796087654583
succinate	P1-C06	p1_succinate	p1	GF2.PlateA	Unknown	12.369	7191	12.067	12.75	NA	12.333	12.395	OK	d24_5925	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.440467343226762	4.40467343226762
succinate	P3-F06	p3_succinate	p3	GF2.PlateA	Unknown	12.374	2111	12.025	12.725	NA	12.334	12.37	OK	d25_2949	GF2.PlateC	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.239885428944191	2.39885428944191
succinate	P3-H12	p3_succinate	p3	GF2.PlateA	Unknown	12.391	9082	12.025	13.2	NA	12.334	12.37	OK	d45_2933	GF2.PlateC	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.515132776279586	5.15132776279586
succinate	P2-H05	p2_succinate	p2	GF2.PlateA	Unknown	12.332	530	12.042	12.633	NA	12.342	12.392	OK	d24_5978	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.17746023081806	1.7746023081806
succinate	P1-A12	p1_succinate	p1	GF2.PlateA	Unknown	12.351	5126	12.008	12.683	NA	12.333	12.395	OK	d38_4914	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.358931584763473	3.58931584763473
succinate	P3-B07	p3_succinate	p3	GF2.PlateA	Unknown	12.375	6981	11.983	12.892	NA	12.334	12.37	OK	d4_1800_2	GF2.plateD	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.432175571179648	4.32175571179648
succinate	P3-G12	p3_succinate	p3	GF2.PlateA	Unknown	12.367	7228	11.917	13.217	NA	12.334	12.37	OK	cecal_d46_5964	GF2.PlateC	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.441928274492206	4.41928274492206
succinate	P3-C11	p3_succinate	p3	GF2.PlateA	Unknown	12.403	21478	12.025	13.2	NA	12.334	12.37	OK	d1_1802_2	GF2.plateD	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	1.0045842348321	10.045842348321
succinate	P1-E08	p1_succinate	p1	GF2.PlateA	Unknown	12.382	17887	11.642	12.775	NA	12.333	12.395	OK	d26_4837	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.862794932826444	8.62794932826444
succinate	P1-H05	p1_succinate	p1	GF2.PlateA	Unknown	12.414	2527	12.067	12.733	NA	12.333	12.395	OK	d22_2966	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.256311034523236	2.56311034523236
succinate	P1-D01	p1_succinate	p1	GF2.PlateA	Unknown	12.306	921	12	12.575	NA	12.333	12.395	OK	d0_3830	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.192898720677211	1.92898720677211
succinate	P3-B08	p3_succinate	p3	GF2.PlateA	Unknown	12.371	6895	12.075	12.633	NA	12.334	12.37	OK	cecal_d21_1806_3	GF2.plateD	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.428779893103211	4.28779893103211
succinate	P3-D09	p3_succinate	p3	GF2.PlateA	Unknown	12.35	92777	11.575	12.75	NA	12.334	12.37	OK	d13_1802_3	GF2.plateD	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	3.81979878334254	38.1979878334254
succinate	P2-D07	p2_succinate	p2	GF2.PlateA	Unknown	12.361	643	12.05	12.65	NA	12.342	12.392	OK	d25_2904	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.181921993871984	1.81921993871984
succinate	P2-F05	p2_succinate	p2	GF2.PlateA	Unknown	12.389	2400	12.017	12.642	NA	12.342	12.392	OK	d22_3830	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.251296486666172	2.51296486666172
succinate	P2-C11	p2_succinate	p2	GF2.PlateA	Unknown	12.38	7070	11.633	12.742	NA	12.342	12.392	OK	d38_3827	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.435689703142473	4.35689703142473
succinate	P3-F07	p3_succinate	p3	GF2.PlateA	Unknown	12.364	12395	12.025	12.675	NA	12.334	12.37	OK	d29_3755	GF2.PlateC	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.64594535148001	6.4594535148001
succinate	P3-D02	p3_succinate	p3	GF2.PlateA	Unknown	12.327	1470	12	12.6	NA	12.334	12.37	OK	d1_1800_1	GF2.plateD	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.214575781886095	2.14575781886095
succinate	P1-C10	p1_succinate	p1	GF2.PlateA	Unknown	12.344	14890	11.675	12.675	NA	12.333	12.395	OK	d34_2956	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.744459500325486	7.44459500325486
succinate	P1-B06	p1_succinate	p1	GF2.PlateA	Unknown	12.372	3766	12.025	12.742	NA	12.333	12.395	OK	d21_2935	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.30523248960121	3.0523248960121
succinate	P3-B10	p3_succinate	p3	GF2.PlateA	Unknown	12.457	3594	11.983	12.6	NA	12.334	12.37	Reject	d18_5957	GF2.plateD	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	NA	NA
succinate	P3-C12	p3_succinate	p3	GF2.PlateA	Unknown	12.375	8112	11.967	13.075	NA	12.334	12.37	OK	cecal_d21_1803_2	GF2.plateD	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.476832686347677	4.76832686347677
succinate	P3-E10	p3_succinate	p3	GF2.PlateA	Unknown	NA	0	NA	NA	NA	12.334	12.37	Undetected	d45_4914	GF2.PlateC	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.156533377556296	1.56533377556296
succinate	P3-D11	p3_succinate	p3	GF2.PlateA	Unknown	12.377	9768	11.992	12.892	NA	12.334	12.37	OK	d18_1802_2	GF2.plateD	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.542219231633492	5.42219231633492
succinate	P3-E08	p3_succinate	p3	GF2.PlateA	Unknown	12.267	4842	11.917	12.683	NA	12.334	12.37	Reject	d34_3797	GF2.PlateC	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	NA	NA
succinate	P2-F10	p2_succinate	p2	GF2.PlateA	Unknown	12.346	4457	11.667	12.708	NA	12.342	12.392	OK	d36_3765	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.332516368099095	3.32516368099095
succinate	P4-B05	p4_succinate	p4	GF2.PlateA	Unknown	12.369	9372	12.017	12.708	NA	12.314	12.395	OK	d18_3797	GF2.plateD	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.526583318630362	5.26583318630362
succinate	P3-F12	p3_succinate	p3	GF2.PlateA	Unknown	12.384	2642	11.908	12.808	NA	12.334	12.37	OK	d45_5969	GF2.PlateC	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.260851766834751	2.60851766834751
succinate	P1-D08	p1_succinate	p1	GF2.PlateA	Unknown	12.371	13260	11.967	12.775	NA	12.333	12.395	OK	d26_5957	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.680099555388362	6.80099555388362
succinate	P2-B02	p2_succinate	p2	GF2.PlateA	Unknown	12.403	2958	12	12.817	NA	12.342	12.392	OK	GF2_hMb2B_input	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.273328909534218	2.73328909534218
succinate	P4-C01	p4_succinate	p4	GF2.PlateA	Unknown	12.326	6833	11.983	12.742	NA	12.314	12.395	OK	dn7_1802_2	GF2.plateD	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.426331846117873	4.26331846117873
succinate	P2-B11	p2_succinate	p2	GF2.PlateA	Unknown	12.38	5164	11.792	12.75	NA	12.342	12.392	OK	d38_3830	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.360432000657713	3.60432000657713
succinate	P3-F11	p3_succinate	p3	GF2.PlateA	Unknown	12.374	3928	12.017	12.842	NA	12.334	12.37	OK	cecal_d46_4914	GF2.PlateC	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.311628999466127	3.11628999466127
succinate	P2-G03	p2_succinate	p2	GF2.PlateA	Unknown	12.364	47693	11.617	13.017	NA	12.342	12.392	OK	cecal_d46_3755	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	2.03967377871351	20.3967377871351
succinate	P2-F09	p2_succinate	p2	GF2.PlateA	Unknown	12.352	1301	11.975	12.633	NA	12.342	12.392	OK	d34_4837	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.207902879619608	2.07902879619608
succinate	P2-D11	p2_succinate	p2	GF2.PlateA	Unknown	12.368	6294	12.083	12.75	NA	12.342	12.392	OK	d38_2956	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.405049631196946	4.05049631196946
succinate	P4-H07	p4_succinate	p4	GF2.PlateA	Unknown	NA	0	NA	NA	NA	12.314	12.395	Undetected	d34_3776	GF2.PlateC	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.156533377556296	1.56533377556296
succinate	P3-B06	p3_succinate	p3	GF2.PlateA	Unknown	12.358	79479	11.683	12.892	NA	12.334	12.37	OK	d4_1800_1	GF2.plateD	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	3.29473218961623	32.9473218961623
succinate	P3-E02	p3_succinate	p3	GF2.PlateA	Unknown	12.372	24201	12.008	12.742	NA	12.334	12.37	OK	GF2_myMb1A_input	GF2.PlateC	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	1.11210087904301	11.1210087904301
succinate	P4-G04	p4_succinate	p4	GF2.PlateA	Unknown	12.323	687	12.008	12.667	NA	12.314	12.395	OK	d18_5969	GF2.PlateC	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.183659317538998	1.83659317538998
succinate	P1-F11	p1_succinate	p1	GF2.PlateA	Unknown	12.484	7779	12.158	12.858	NA	12.333	12.395	Reject	GF2_hFMT1B	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	NA	NA
succinate	P3-A03	p3_succinate	p3	GF2.PlateA	Unknown	12.391	21414	11.967	13.25	NA	12.334	12.37	OK	d18_3827	GF2.plateD	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	1.00205721858917	10.0205721858917
succinate	P1-A07	p1_succinate	p1	GF2.PlateA	Unknown	12.37	1062	12.05	12.633	NA	12.333	12.395	OK	d24_4837	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.198466053337416	1.98466053337416
succinate	P1-B04	p1_succinate	p1	GF2.PlateA	Unknown	12.347	49123	11.5	12.758	NA	12.333	12.395	OK	d41_2966	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	2.09613679789148	20.9613679789148
succinate	P2-C07	p2_succinate	p2	GF2.PlateA	Unknown	12.357	10350	11.983	12.792	NA	12.342	12.392	OK	d25_3844	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.565199285592637	5.65199285592637
succinate	P1-D12	p1_succinate	p1	GF2.PlateA	Unknown	12.374	4091	12.058	12.675	NA	12.333	12.395	OK	d38_5978	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.318064993959839	3.18064993959839
succinate	P1-B12	p1_succinate	p1	GF2.PlateA	Unknown	12.377	2034	12.033	12.617	NA	12.333	12.395	OK	d38_4837	GF2.PlateA	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.236845112526916	2.36845112526916
succinate	P2-A02	p2_succinate	p2	GF2.PlateA	Unknown	12.393	6407	12.025	12.767	NA	12.342	12.392	OK	GF2_hMb2A_input	GF2.PlateB	NA	0.1	0.997440917657368	3.94846287957817e-05	0.156533377556296	0.409511394250869	4.09511394250869
