compound	DataFilename	SampleName	SampleID	SampleType	Level	Ret.Time	Area	Height	ISTDArea	ISTDHeight	AreaRatio	HeightRatio	Conc.	Std.Conc.	Deviation	%Dev	Accuracy	QCCheckResults	Mark	PeakStart	PeakEnd	T.Plate#	HETP	meter	TailingF.	TailingF(10%)	Resolution	k'	SeparationF.	Area%	Height%	USPWidth	Width(5%)	Width(10%)	Width(50%)	RelativeRetentionTime	Statistic
butyrate	2017-10-05_125.lcd	0.25 mM Mix	STD-0118	Unknown	-----	22.855	2985	101	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.333	23.558	13739.11	10.918	91594.067	1.094	1.093	2.598	2.238	1.145	2.2884	1.7196	0.78	0.963	0.867	0.459	1.457	*
butyrate	2017-10-05_126.lcd	0.1 mM Mix	STD-0119	Unknown	-----	22.893	1150	40	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	22.417	23.475	14121.571	10.622	94143.807	1.057	1.05	2.61	2.245	1.146	1.847	1.3372	0.771	0.915	0.846	0.466	1.46	*
lactate	2017-10-05_000.lcd	No injection	BLANK	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
lactate	2017-10-05_001.lcd	40 mM Mix	STD-0111	Unknown	-----	12.957	708489	37326	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.675	13.758	11029.923	13.599	73532.817	--	--	1.271	1.049	1.105	3.6219	4.341	0.494	0	0	0.284	0.826	*
lactate	2017-10-05_002.lcd	20 mM Mix	STD-0112	Unknown	-----	12.961	349167	18280	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.683	13.767	10832.738	13.847	72218.252	--	--	1.25	1.033	1.105	3.6384	4.3284	0.498	0	0	0.286	0.826	*
lactate	2017-10-05_003.lcd	10 mM Mix	STD-0113	Unknown	-----	12.957	176347	9321	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.683	13.767	10982.769	13.658	73218.458	--	--	1.247	1.038	1.104	3.689	4.3672	0.495	0	0	0.284	0.826	*
lactate	2017-10-05_004.lcd	5 mM Mix	STD-0114	Unknown	-----	12.958	88649	4683	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.683	13.733	10954.059	13.694	73027.061	--	--	1.248	1.043	1.104	3.6157	4.2853	0.495	0	0	0.285	0.826	*
lactate	2017-10-05_005.lcd	2.5 mM Mix	STD-0115	Unknown	-----	12.958	43681	2325	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.675	13.667	11062.41	13.559	73749.398	--	--	1.256	0.837	1.118	3.6208	4.2958	0.493	0	0	0.284	0.826	*
lactate	2017-10-05_006.lcd	1 mM Mix	STD-0116	Unknown	-----	12.96	18236	964	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	SV 	12.683	13.625	10811.356	13.874	72075.706	--	--	1.243	0.837	1.118	3.5734	4.1924	0.499	0	0	0.287	0.826	*
lactate	2017-10-05_007.lcd	0.5 mM Mix	STD-0117	Unknown	-----	12.957	8653	465	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.675	13.517	11177.449	13.42	74516.327	--	--	1.262	0.838	1.118	3.6096	4.1325	0.49	0	0	0.282	0.826	*
lactate	2017-10-05_008.lcd	0.25 mM Mix	STD-0118	Unknown	-----	12.96	4389	237	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.675	13.45	11127.706	13.48	74184.707	--	--	1.253	0.837	1.117	3.2323	3.7354	0.491	0	0	0.282	0.825	*
lactate	2017-10-05_009.lcd	0.1 mM Mix	STD-0119	Unknown	-----	12.963	1719	94	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.683	13.417	11540.427	12.998	76936.183	--	--	1.28	0.838	1.118	2.6281	3.0623	0.483	0	0	0.278	0.826	*
lactate	2017-10-05_010.lcd	Water	BLANK	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
lactate	2017-10-05_011.lcd	HPLC_HF5.PlateA	HF5.PlateA-A01	Unknown	-----	12.959	80951	4299	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.508	13.833	11243.576	13.341	74957.172	1.029	1.05	1.22	1.278	1.092	2.5169	1.8416	0.489	0.661	0.554	0.282	0.826	*
lactate	2017-10-05_012.lcd	HPLC_HF5.PlateA	HF5.PlateA-A02	Unknown	-----	12.955	61229	3387	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.517	13.475	11706.04	12.814	78040.265	1.056	1.062	1.545	1.282	1.096	2.0327	1.4904	0.479	0.619	0.532	0.277	0.826	*
lactate	2017-10-05_013.lcd	HPLC_HF5.PlateA	HF5.PlateA-A03	Unknown	-----	12.966	5152	300	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.667	13.367	12480.327	12.019	83202.179	1.031	1.06	1.334	1.686	1.082	0.1515	0.1287	0.464	0.58	0.498	0.269	0.828	*
lactate	2017-10-05_014.lcd	HPLC_HF5.PlateA	HF5.PlateA-A04	Unknown	-----	12.961	24911	1361	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.575	13.458	11431.36	13.122	76209.069	1.043	1.063	1.257	1.69	1.085	0.6996	0.5769	0.485	0.627	0.535	0.281	0.827	*
lactate	2017-10-05_015.lcd	HPLC_HF5.PlateA	HF5.PlateA-A05	Unknown	-----	12.959	55114	3001	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.517	13.483	11325.58	13.244	75503.866	1.064	1.071	4.052	1.719	1.297	1.6323	1.2997	0.487	0.626	0.539	0.282	0.827	*
lactate	2017-10-05_016.lcd	HPLC_HF5.PlateA	HF5.PlateA-A06	Unknown	-----	12.959	23298	1287	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.575	13.442	11536.938	13.002	76912.92	1.072	1.079	1.367	1.714	1.086	0.675	0.5582	0.483	0.61	0.529	0.279	0.827	*
lactate	2017-10-05_017.lcd	HPLC_HF5.PlateA	HF5.PlateA-A07	Unknown	-----	12.968	10319	611	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.675	13.392	12740.222	11.774	84934.815	1.124	1.109	1.365	0.957	1.11	0.3514	0.2688	0.46	0.543	0.483	0.267	0.826	*
lactate	2017-10-05_018.lcd	HPLC_HF5.PlateA	HF5.PlateA-A08	Unknown	-----	12.967	1320	85	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.75	13.308	14444.82	10.384	96298.803	1.212	1.197	1.389	1.325	1.092	0.0421	0.0374	0.432	0.479	0.439	0.256	0.826	*
lactate	2017-10-05_019.lcd	HPLC_HF5.PlateA	HF5.PlateA-A09	Unknown	-----	12.965	1233	79	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.733	13.317	14379.253	10.432	95861.686	1.179	1.154	1.394	0.96	1.109	0.0453	0.0368	0.432	0.485	0.438	0.253	0.827	*
lactate	2017-10-05_020.lcd	HPLC_HF5.PlateA	HF5.PlateA-A10	Unknown	-----	12.965	4727	283	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.75	13.35	12484.933	12.014	83232.884	--	--	1.308	0.96	1.11	0.1546	0.1274	0.464	0	0	0.268	0.826	*
lactate	2017-10-05_021.lcd	HPLC_HF5.PlateA	HF5.PlateA-A11	Unknown	-----	12.959	87753	4703	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.608	13.425	11278.054	13.3	75187.028	--	--	1.25	1.697	1.083	2.5759	1.9846	0.488	0	0.555	0.282	0.826	*
lactate	2017-10-05_022.lcd	HPLC_HF5.PlateA	HF5.PlateA-A12	Unknown	-----	12.957	101230	5397	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	TV 	12.558	13.392	11319.789	13.251	75465.262	1.018	1.049	1.254	1.293	1.094	4.1595	2.6395	0.487	0.685	0.557	0.281	0.827	*
lactate	2017-10-05_023.lcd	HPLC_HF5.PlateA	HF5.PlateA-B01	Unknown	-----	13.026	1638	63	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.742	13.45	5892.689	25.455	39284.596	--	--	2.007	0.969	1.207	0.0511	0.0269	0.679	0	0	0.432	0.831	*
lactate	2017-10-05_024.lcd	HPLC_HF5.PlateA	HF5.PlateA-B02	Unknown	-----	13.171	1108	43	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.775	13.425	5729.506	26.18	38196.708	--	--	2.164	1.374	1.192	0.0347	0.0189	0.696	0	0	0.452	0.839	*
lactate	2017-10-05_025.lcd	HPLC_HF5.PlateA	HF5.PlateA-B03	Unknown	-----	12.964	20951	1139	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	TV 	12.7	13.4	11006.958	13.628	73379.72	--	--	1.257	1.268	1.094	0.8316	0.5424	0.494	0	0	0.284	0.826	*
lactate	2017-10-05_026.lcd	HPLC_HF5.PlateA	HF5.PlateA-B04	Unknown	-----	12.985	424	34	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.825	13.267	21703.861	6.911	144692.407	1.232	1.206	1.531	1.296	1.095	0.0152	0.016	0.353	0.368	0.34	0.215	0.828	*
lactate	2017-10-05_027.lcd	HPLC_HF5.PlateA	HF5.PlateA-B05	Unknown	-----	12.97	5290	306	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.717	13.35	12250.312	12.245	81668.745	--	--	1.291	1.279	1.094	0.1928	0.1399	0.469	0	0	0.273	0.827	*
lactate	2017-10-05_028.lcd	HPLC_HF5.PlateA	HF5.PlateA-B06	Unknown	-----	12.979	2151	101	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.717	13.442	7281.541	20.6	48543.606	--	--	1.695	1.337	1.16	0.0699	0.0445	0.608	0	0.656	0.335	0.828	*
lactate	2017-10-05_029.lcd	HPLC_HF5.PlateA	HF5.PlateA-B07	Unknown	-----	12.964	14264	799	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.608	13.408	11827.901	12.682	78852.671	1.055	1.067	1.349	1.291	1.094	0.4766	0.3575	0.477	0.602	0.521	0.276	0.826	*
lactate	2017-10-05_030.lcd	HPLC_HF5.PlateA	HF5.PlateA-B08	Unknown	-----	13.027	1140	44	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.75	13.425	5684.853	26.386	37899.02	--	--	1.831	0.968	1.2	0.035	0.0195	0.691	0	0	0.442	0.83	*
lactate	2017-10-05_031.lcd	HPLC_HF5.PlateA	HF5.PlateA-B09	Unknown	-----	12.966	3155	185	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	TV 	12.775	13.333	10829.332	13.851	72195.546	--	--	1.247	1.073	1.101	0.128	0.0875	0.498	0	0	0.288	0.826	*
lactate	2017-10-05_032.lcd	HPLC_HF5.PlateA	HF5.PlateA-B10	Unknown	-----	12.994	4116	174	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.7	13.867	6619.961	22.659	44133.076	1.802	1.49	1.124	1.703	1.088	0.1332	0.0776	0.639	0.902	0.677	0.369	0.828	*
lactate	2017-10-05_033.lcd	HPLC_HF5.PlateA	HF5.PlateA-B11	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
lactate	2017-10-05_034.lcd	HPLC_HF5.PlateA	HF5.PlateA-B12	Unknown	-----	12.97	39556	2174	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	TV 	12.617	13.417	11493.967	13.05	76626.445	1.035	1.059	1.299	0.96	1.109	1.4143	1.0141	0.484	0.624	0.533	0.28	0.827	*
lactate	2017-10-05_035.lcd	HPLC_HF5.PlateA	HF5.PlateA-C01	Unknown	-----	12.972	5604	325	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.725	13.358	12181.529	12.314	81210.196	--	--	1.282	1.287	1.093	0.2134	0.1533	0.47	0	0	0.273	0.826	*
lactate	2017-10-05_036.lcd	HPLC_HF5.PlateA	HF5.PlateA-C02	Unknown	-----	12.971	7079	429	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.725	13.3	13286.346	11.29	88575.639	--	--	1.319	1.688	1.083	0.2461	0.2004	0.45	0	0	0.263	0.826	*
lactate	2017-10-05_037.lcd	HPLC_HF5.PlateA	HF5.PlateA-C03	Unknown	-----	12.97	2552	163	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.717	13.342	14557.451	10.304	97049.675	1.125	1.123	1.36	1.3	1.093	0.1013	0.0778	0.43	0.484	0.44	0.254	0.827	*
lactate	2017-10-05_038.lcd	HPLC_HF5.PlateA	HF5.PlateA-C04	Unknown	-----	12.973	25399	1462	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.65	13.4	12140.456	12.355	80936.371	1.111	1.103	1.361	0.96	1.109	0.9312	0.6922	0.471	0.565	0.5	0.274	0.827	*
lactate	2017-10-05_039.lcd	HPLC_HF5.PlateA	HF5.PlateA-C05	Unknown	-----	12.971	22819	1260	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.658	13.425	11506.685	13.036	76711.235	--	--	1.289	0.96	1.108	0.8084	0.5886	0.484	0	0.536	0.28	0.827	*
lactate	2017-10-05_040.lcd	HPLC_HF5.PlateA	HF5.PlateA-C06	Unknown	-----	12.973	13942	751	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	TV 	12.742	13.333	10592.174	14.161	70614.491	--	--	1.234	1.284	1.093	0.5453	0.3548	0.504	0	0	0.29	0.827	*
lactate	2017-10-05_041.lcd	HPLC_HF5.PlateA	HF5.PlateA-C07	Unknown	-----	12.968	18542	1132	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.717	13.375	13427.579	11.171	89517.191	1.187	1.162	1.351	1.287	1.094	0.689	0.5253	0.448	0.519	0.466	0.262	0.827	*
lactate	2017-10-05_042.lcd	HPLC_HF5.PlateA	HF5.PlateA-C08	Unknown	-----	12.961	27441	1479	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.7	13.325	11010.865	13.623	73405.765	--	--	1.236	1.076	1.102	1.0288	0.6928	0.494	0	0	0.285	0.826	*
lactate	2017-10-05_043.lcd	HPLC_HF5.PlateA	HF5.PlateA-C09	Unknown	-----	12.964	5474	333	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.717	13.325	13267.335	11.306	88448.9	--	--	1.33	1.076	1.102	0.2185	0.1592	0.45	0	0.479	0.262	0.826	*
lactate	2017-10-05_044.lcd	HPLC_HF5.PlateA	HF5.PlateA-C10	Unknown	-----	12.958	2658	163	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.808	13.317	8793.422	17.058	58622.814	--	--	1.156	0.958	1.106	0.094	0.0752	0.553	0	0	0	0.826	*
lactate	2017-10-05_045.lcd	HPLC_HF5.PlateA	HF5.PlateA-C11	Unknown	-----	12.966	2104	136	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.733	13.308	14631.012	10.252	97540.078	1.16	1.151	1.347	0.96	1.107	0.0667	0.0612	0.429	0.478	0.437	0.253	0.826	*
lactate	2017-10-05_046.lcd	HPLC_HF5.PlateA	HF5.PlateA-C12	Unknown	-----	12.963	6853	392	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	TV 	12.758	13.342	10862.095	13.809	72413.965	--	--	1.229	1.262	1.093	0.2696	0.1874	0.498	0	0	0.287	0.826	*
lactate	2017-10-05_047.lcd	HPLC_HF5.PlateA	HF5.PlateA-D01	Unknown	-----	12.965	2882	187	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.725	13.308	14881.991	10.079	99213.275	1.136	1.126	1.339	1.25	1.092	0.1056	0.0863	0.425	0.475	0.433	0.25	0.826	*
lactate	2017-10-05_048.lcd	HPLC_HF5.PlateA	HF5.PlateA-D02	Unknown	-----	12.96	8193	467	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.725	13.358	11647.668	12.878	77651.118	--	--	1.26	1.261	1.093	0.3188	0.2234	0.48	0	0	0.278	0.826	*
lactate	2017-10-05_049.lcd	HPLC_HF5.PlateA	HF5.PlateA-D03	Unknown	-----	12.963	7184	393	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.683	13.308	11365.821	13.197	75772.138	--	--	1.219	1.286	1.092	0.2737	0.1849	0.486	0	0	0.28	0.826	*
lactate	2017-10-05_050.lcd	HPLC_HF5.PlateA	HF5.PlateA-D04	Unknown	-----	12.97	6495	369	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.692	13.358	11900.665	12.604	79337.768	--	--	1.232	0.956	1.106	0.2137	0.1628	0.476	0	0	0.276	0.826	*
lactate	2017-10-05_051.lcd	HPLC_HF5.PlateA	HF5.PlateA-D05	Unknown	-----	12.985	1833	93	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.7	13.467	9170.93	16.356	61139.534	1.279	1.276	1.222	1.298	1.096	0.0682	0.0427	0.542	0.633	0.565	0.314	0.828	*
lactate	2017-10-05_052.lcd	HPLC_HF5.PlateA	HF5.PlateA-D06	Unknown	-----	12.966	115894	6090	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.625	13.383	10838.028	13.84	72253.517	--	--	1.206	0.959	1.108	3.5267	2.6386	0.498	0	0.575	0.288	0.826	*
lactate	2017-10-05_053.lcd	HPLC_HF5.PlateA	HF5.PlateA-D07	Unknown	-----	12.984	2816	146	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.708	13.425	9567.504	15.678	63783.357	1.279	1.27	3.357	1.683	1.308	0.087	0.0631	0.531	0.602	0.547	0.311	0.828	*
lactate	2017-10-05_054.lcd	HPLC_HF5.PlateA	HF5.PlateA-D08	Unknown	-----	12.969	14181	781	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.683	13.392	11310.503	13.262	75403.356	--	--	1.238	1.302	1.091	0.4792	0.3636	0.488	0	0	0.282	0.826	*
lactate	2017-10-05_055.lcd	HPLC_HF5.PlateA	HF5.PlateA-D09	Unknown	-----	12.967	1408	88	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.75	13.283	14018.834	10.7	93458.893	--	--	1.272	0.959	1.106	0.0445	0.0399	0.438	0	0	0.259	0.826	*
lactate	2017-10-05_056.lcd	HPLC_HF5.PlateA	HF5.PlateA-D10	Unknown	-----	12.966	2220	136	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.75	13.283	13079.275	11.469	87195.168	--	--	1.237	0.959	1.106	0.075	0.062	0.453	0	0	0.265	0.826	*
lactate	2017-10-05_057.lcd	HPLC_HF5.PlateA	HF5.PlateA-D11	Unknown	-----	12.973	5226	307	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.675	13.367	12346.183	12.15	82307.887	1.109	1.098	1.335	1.08	1.101	0.2079	0.1499	0.467	0.543	0.486	0.272	0.827	*
lactate	2017-10-05_058.lcd	HPLC_HF5.PlateA	HF5.PlateA-D12	Unknown	-----	12.976	7206	400	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.717	13.375	11266.324	13.314	75108.825	--	--	1.236	1.278	1.09	2.7572	2.7333	0.489	0	0	0.284	0.826	*
lactate	2017-10-05_059.lcd	Water	BLANK	Unknown	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	NA	*
lactate	2017-10-05_060.lcd	40 mM Mix	STD-0111	Unknown	-----	12.964	709064	36166	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.683	13.767	10204.64	14.699	68030.934	--	--	1.213	1.029	1.105	3.6448	4.316	0.513	0	0	0.296	0.827	*
lactate	2017-10-05_061.lcd	20 mM Mix	STD-0112	Unknown	-----	12.964	348995	17947	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.692	13.775	10296.577	14.568	68643.846	--	--	1.204	1.029	1.104	3.6581	4.3255	0.511	0	0	0.294	0.826	*
lactate	2017-10-05_062.lcd	10 mM Mix	STD-0113	Unknown	-----	12.967	175758	9014	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.692	13.775	10273.285	14.601	68488.57	--	--	1.196	1.031	1.103	3.7192	4.3465	0.512	0	0	0.295	0.826	*
lactate	2017-10-05_063.lcd	5 mM Mix	STD-0114	Unknown	-----	12.966	87751	4502	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.692	13.75	10241.851	14.646	68279.005	--	--	1.199	1.037	1.103	3.6636	4.291	0.512	0	0	0.295	0.826	*
lactate	2017-10-05_064.lcd	2.5 mM Mix	STD-0115	Unknown	-----	12.964	43053	2244	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.692	13.6	10352.164	14.49	69014.428	--	--	1.203	0.837	1.116	3.584	4.2598	0.51	0	0	0.294	0.826	*
lactate	2017-10-05_065.lcd	1 mM Mix	STD-0116	Unknown	-----	12.964	17853	934	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.692	13.533	10421.88	14.393	69479.197	--	--	1.208	0.838	1.116	3.6102	4.1739	0.508	0	0	0.293	0.826	*
lactate	2017-10-05_066.lcd	0.5 mM Mix	STD-0117	Unknown	-----	12.963	8556	448	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.683	13.517	10473.422	14.322	69822.812	--	--	1.211	0.838	1.116	3.5214	4.0706	0.507	0	0	0.292	0.826	*
lactate	2017-10-05_067.lcd	0.25 mM Mix	STD-0118	Unknown	-----	12.968	4387	229	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.692	13.492	10434.179	14.376	69561.191	--	--	1.207	0.837	1.116	3.1261	3.6733	0.508	0	0	0.293	0.826	*
lactate	2017-10-05_068.lcd	0.1 mM Mix	STD-0119	Unknown	-----	12.965	1705	90	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.683	13.4	10645.877	14.09	70972.512	--	--	1.227	0.837	1.117	2.3912	2.9007	0.503	0	0	0.291	0.826	*
lactate	2017-10-05_069.lcd	HPLC_HF5.PlateA	HF5.PlateA-E01	Unknown	-----	12.965	5145	288	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.742	13.35	11004.945	13.63	73366.3	--	--	1.227	1.274	1.09	2.2183	2.2035	0.494	0	0	0.285	0.826	*
lactate	2017-10-05_070.lcd	HPLC_HF5.PlateA	HF5.PlateA-E02	Unknown	-----	12.972	814	50	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.767	13.275	11992.842	12.507	79952.282	--	--	1.255	1.28	1.091	0.0493	0.0361	0.474	0	0	0.273	0.827	*
lactate	2017-10-05_071.lcd	HPLC_HF5.PlateA	HF5.PlateA-E03	Unknown	-----	12.961	3052	177	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.775	13.333	10507.162	14.276	70047.747	--	--	1.192	1.022	1.099	0.9831	0.9999	0.506	0	0	0.298	0.826	*
lactate	2017-10-05_072.lcd	HPLC_HF5.PlateA	HF5.PlateA-E04	Unknown	-----	12.974	491	31	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.783	13.275	12906.91	11.622	86046.065	--	--	1.198	1.076	1.1	0.0318	0.0241	0.457	0	0	0.267	0.827	*
lactate	2017-10-05_073.lcd	HPLC_HF5.PlateA	HF5.PlateA-E05	Unknown	-----	12.958	866	54	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.792	13.267	11997.829	12.502	79985.529	--	--	1.19	1.017	1.1	0.1205	0.2027	0.473	0	0	0.277	0.826	*
lactate	2017-10-05_074.lcd	HPLC_HF5.PlateA	HF5.PlateA-E06	Unknown	-----	12.978	2478	154	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.725	13.333	13842.713	10.836	92284.751	1.126	1.113	1.344	0.977	1.104	0.2039	0.1874	0.441	0.501	0.452	0.259	0.827	*
lactate	2017-10-05_075.lcd	HPLC_HF5.PlateA	HF5.PlateA-E07	Unknown	-----	12.979	773	51	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.75	13.283	14694.983	10.208	97966.556	1.133	1.119	1.35	1.077	1.099	0.053	0.0428	0.428	0.469	0.423	0.251	0.827	*
lactate	2017-10-05_076.lcd	HPLC_HF5.PlateA	HF5.PlateA-E08	Unknown	-----	12.974	78296	4056	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.667	13.417	10496.323	14.291	69975.489	--	--	1.197	1.082	1.1	2.8567	1.9047	0.507	0	0	0.293	0.827	*
lactate	2017-10-05_077.lcd	HPLC_HF5.PlateA	HF5.PlateA-E09	Unknown	-----	12.975	6249	359	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.775	13.342	10699.959	14.019	71333.06	--	--	1.209	1.419	1.088	0.2333	0.1716	0.502	0	0	0.291	0.827	*
lactate	2017-10-05_078.lcd	HPLC_HF5.PlateA	HF5.PlateA-E10	Unknown	-----	12.959	19301	1036	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.725	13.392	10338.057	14.509	68920.377	--	--	1.187	1.024	1.1	5.8301	5.7478	0.51	0	0	0.294	0.826	*
lactate	2017-10-05_079.lcd	HPLC_HF5.PlateA	HF5.PlateA-E11	Unknown	-----	12.96	7475	407	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.758	13.383	9463.463	15.85	63089.751	--	--	1.15	1.026	1.101	3.2103	3.2125	0.533	0	0	0.311	0.826	*
lactate	2017-10-05_080.lcd	HPLC_HF5.PlateA	HF5.PlateA-E12	Unknown	-----	12.968	25851	1388	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.7	13.425	10692.22	14.029	71281.464	--	--	1.208	1.691	1.081	0.8632	0.639	0.502	0	0	0.29	0.828	*
lactate	2017-10-05_081.lcd	HPLC_HF5.PlateA	HF5.PlateA-F01	Unknown	-----	12.975	5848	324	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	 V 	12.733	13.392	10920.874	13.735	72805.828	--	--	1.243	1.671	1.082	0.1851	0.1464	0.497	0	0	0.288	0.827	*
lactate	2017-10-05_082.lcd	HPLC_HF5.PlateA	HF5.PlateA-F02	Unknown	-----	12.981	767	46	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.75	13.317	13130.063	11.424	87533.754	1.219	1.189	1.282	1.667	1.083	0.029	0.0218	0.453	0.51	0.461	0.27	0.828	*
lactate	2017-10-05_083.lcd	HPLC_HF5.PlateA	HF5.PlateA-F03	Unknown	-----	12.965	10328	579	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	TV 	12.708	13.367	11533.191	13.006	76887.942	--	--	1.243	1.29	1.091	0.3882	0.2741	0.483	0	0	0.28	0.827	*
lactate	2017-10-05_084.lcd	HPLC_HF5.PlateA	HF5.PlateA-F04	Unknown	-----	12.971	4709	286	-----	-----	-----	-----	0	-----	-----	-----	-----	NA	NA	12.708	13.342	13143.625	11.412	87624.168	1.137	1.124	1.346	0.96	1.107	0.1522	0.1272	0.453	0.515	0.466	0.266	0.827	*
