seqID	sampleID	mouse	percent_weight	CageID	Group	CageID_Assigned	BD	ExpStart	sex	Gavaged_fecal_material	Mb_input	FMT	Cdiff_infection	Cdiff_day_infected	ABX	clinda35	FMT_day	Harvest_pi	FMT_input	FMT_type	Model	Experiment	Mouse_genotype	Mouse_status	ExpDay	day	type	CFU	sampleType	simpsoneven	simpson	simpson_lci	simpson_hci	invsimpson	invsimpson_lci	invsimpson_hci	shannon	shannon_lci	shannon_hci	npshannon	sobs	chao	chao_lci	chao_hci	nseqs	propionate	succinate	acetate	butyrate	group
d19_1292_1	d19_1292_1	1292_1	98.125	1292	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	60000000	mouse	0.043165	0.176847	0.173181	0.180512	5.654612	5.539784	5.7743	2.465928	2.447526	2.48433	2.473609	131	144.5	136.219841	165.914857	27891	32.2815994998146	0.364478813545196	62.7792910838594	0.741075965719795	hFMT
d19_1292_2	d19_1292_2	1292_2	92.10526316	1292	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	21000000	mouse	0.063848	0.088488	0.087214	0.089762	11.301015	11.140619	11.466098	2.955303	2.941212	2.969394	2.962233	177	199.037037	186.566657	227.762873	37572	33.0850546945252	0.590970203609201	66.7453652761237	2.43517951604802	hFMT
d19_1292_3	d19_1292_3	1292_3	102.7472527	1292	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	7000000	mouse	0.091694	0.085202	0.082172	0.088232	11.736845	11.333816	12.169594	3.029658	2.995585	3.063731	3.053195	128	137.730769	131.456384	155.395063	6786	27.7449533570127	0.542851153705493	69.4882688391222	1.41792574867804	hFMT
d19_1293_1	d19_1293_1	1293_1	96.08938547	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	33100000	mouse	0.096478	0.138201	0.134813	0.141589	7.235843	7.062714	7.417674	2.502344	2.476176	2.528512	2.511199	75	92	80.335637	129.164103	10676	6.52049053448434	11.8914801818576	44.1542255527395	1.51631494018575	hFMT
d19_1293_2	d19_1293_2	1293_2	98.1595092	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	32500000	mouse	0.065643	0.147903	0.144555	0.15125	6.761207	6.611578	6.9177670000000004	2.552791	2.530472	2.57511	2.563158	103	138.769231	117.603201	190.613524	16985	15.2643836187859	6.90452140649226	45.6560932874077	3.80471182542552	hFMT
d19_1293_3	d19_1293_3	1293_3	100	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	600000	mouse	0.065717	0.163621	0.160528	0.166715	6.111682	5.998275	6.229461	2.427173	2.408606	2.44574	2.433153	93	118.090909	102.241905	161.119476	24055	10.6702233297249	13.6752035834605	45.1415755543572	2.38485401004695	hFMT
d19_1294_1	d19_1294_1	1294_1	100	1294	NA	NA	9/29/2015	11/2/2015	F	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	49000000	mouse	0.049351	0.431131	0.422523	0.43974	2.319479	2.274073	2.366736	1.110166	1.08956	1.130773	1.125486	47	60.571429	51.633668	86.749	9638	2.13198688962258	10.8701948295909	14.5706469156063	0.404064712049694	noFMT
d19_1294_2	d19_1294_2	1294_2	101.0362694	1294	NA	NA	9/29/2015	11/2/2015	F	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	31000000	mouse	0.062011	0.358357	0.352325	0.36439	2.790511	2.744313	2.83829	1.258973	1.241312	1.276633	1.271869	45	79.5	57.417223	140.854767	11585	2.19124388879863	8.70400794513265	13.3796336446561	0.402368346678871	noFMT
d19_1294_3	d19_1294_3	1294_3	107.1856287	1294	NA	NA	9/29/2015	11/2/2015	F	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	19	19	fecal	3000000	mouse	0.062637	0.409356	0.397861	0.420851	2.442859	2.376136	2.513438	1.163089	1.123084	1.203094	1.199867	39	65.25	47.999282	115.56861	3155	1.96205873022066	3.47147608750013	17.6446521679289	0	noFMT
d32_1191_1	d32_1191_1	1191_1	107.8817734	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	32	32	fecal	NA	mouse	0.053571	0.085627	0.084288	0.086967	11.678508	11.49859	11.864146	2.957964	2.944681	2.971248	2.966871	218	250.757576	233.856078	285.674916	38977	12.9241234128158	7.76320200484723	51.419707483936	5.0814064196891	mFMT
d32_1191_2	d32_1191_2	1191_2	107.7669903	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	32	32	fecal	0	mouse	0.055614	0.059738	0.058428	0.061049	16.73968	16.38041	17.115062000000002	3.56548	3.546095	3.584866	3.579252	301	328.717391	314.720689	356.992361	26627	13.6193087492447	2.51862207692158	70.2670334883689	42.9819401752083	mFMT
d32_1192_1	d32_1192_1	1192_1	114.7826087	1192	NA	NA	9/29/2015	11/2/2015	M	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	32	32	fecal	240000000	mouse	0.237651	0.24752	0.241558	0.253483	4.040073	3.945042	4.139795	1.62961	1.608187	1.651033	1.633687	17	18.5	17.180377	29.473897	6293	1.89670174583531	6.69503761165284	18.9678679119547	0.691881369965938	noFMT
d32_1192_2	d32_1192_2	1192_2	120.3539823	1192	NA	NA	9/29/2015	11/2/2015	M	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	32	32	fecal	249000000	mouse	0.175109	0.248293	0.245317	0.251269	4.027502	3.979806	4.076355	1.620608	1.610779	1.630437	1.622108	23	23.857143	23.092143	30.973392	28043	2.95548489287801	5.35060795011907	19.6979590470472	1.18665460312255	noFMT
d32_1192_3	d32_1192_3	1192_3	110.1214575	1192	NA	NA	9/29/2015	11/2/2015	M	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	32	32	fecal	147000000	mouse	0.171554	0.242878	0.239188	0.246568	4.117289	4.055674	4.180805	1.628726	1.615254	1.642198	1.631272	24	29	24.864775	52.909245	15236	2.36988631278526	7.27412548808022	18.3568781039572	0.78857419610283	noFMT
d32_1268_3	d32_1268_3	1268_3	107.2815534	1268	NA	NA	8/2/15	10/5/15	M	NA	NA	mFMT2	CDI	0	cef	yes	11	d42	yWT_spore	mFMT	Rc	HF3	BL6	SPF-Young	32	32	fecal	0	mouse	0.047361	0.061738	0.060727	0.062748	16.197585	15.936746	16.467105	3.456111	3.440434	3.471789	3.468189	342	377.679245	360.833545	409.592616	38969	18.2893083951936	5.41049693828511	91.3830678209553	37.002267904501	mFMT_other
d32_1270_3	d32_1270_3	1270_3	105.2356021	1270	NA	NA	8/9/15	10/5/15	F	NA	NA	mFMT2	CDI	0	cef	yes	11	d42	yWT_spore	mFMT	Rc	HF3	BL6	SPF-Young	32	32	fecal	0	mouse	0.074614	0.081226	0.076815	0.085636	12.311376	11.677288	13.018281	3.231078	3.186367	3.27579	3.280367	165	201.387097	182.738678	239.640331	4748	20.3285758617341	11.5500119535585	81.8715397234695	28.3857893005878	mFMT_other
d32_1275_1	d32_1275_1	1275_1	110.7526882	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	32	32	fecal	0	mouse	0.082167	0.059952	0.058324	0.061581	16.679941	16.238892	17.145617	3.402607	3.37605	3.429164	3.427904	203	234.410256	218.507492	266.621132	11608	16.8157897844399	12.8859066828873	74.1341499568124	30.928879591806002	mFMT
d32_1275_2	d32_1275_2	1275_2	111.7647059	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	32	32	fecal	0	mouse	0.08288	0.067031	0.065806	0.068256	14.918449	14.650752	15.19611	3.18719	3.170889	3.20349	3.19608	180	194.5	185.780232	216.373972	25346	19.4637958520572	7.12518712218132	78.6622614630453	4.88342151286359	mFMT
d32_1292_1	d32_1292_1	1292_1	115.625	1292	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	32	32	fecal	40000000	mouse	0.126997	0.082023	0.07909	0.084956	12.191729	11.770857	12.643814	3.084787	3.052874	3.116699	3.096732	96	104.75	98.57359	125.749305	7126	24.9502887046951	1.27915558111137	59.0359363732628	3.28845129757182	hFMT
d32_1293_1	d32_1293_1	1293_1	101.1173184	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	32	32	fecal	48000000	mouse	0.049651	0.209798	0.206478	0.213118	4.766489	4.692233	4.843132	2.236352	2.218128	2.254576	2.241939	96	115.714286	103.320791	149.088945	29125	13.9971870847894	2.23643996207542	39.5552749233476	2.91267391556728	hFMT
d32_1293_2	d32_1293_2	1293_2	101.8404908	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	32	32	fecal	75000000	mouse	0.044492	0.208113	0.20547	0.210756	4.805085	4.744818	4.866902	2.224482	2.209737	2.239226	2.228516	108	121.588235	112.840993	146.140965	43790	11.019665339572	2.66008934946864	35.4741208340541	2.50642686162257	hFMT
d32_1293_3	d32_1293_3	1293_3	110.3658537	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	32	32	fecal	84000000	mouse	0.041034	0.259257	0.255624	0.262891	3.857171	3.803858	3.912	2.046575	2.029113	2.064037	2.050707	94	103.066667	96.831403	123.033111	34600	11.5721497142428	2.87952880980538	39.5021277164078	2.70094342414357	hFMT
d32_1294_1	d32_1294_1	1294_1	101.5228426	1294	NA	NA	9/29/2015	11/2/2015	F	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	32	32	fecal	170000000	mouse	0.139684	0.32541	0.316879	0.333941	3.073049	2.994543	3.155782	1.513043	1.491007	1.535079	1.516868	22	27	22.864775	50.909245	9497	2.24614375568233	5.05608617915672	16.5084255074424	0.536946666097469	noFMT
d32_1294_2	d32_1294_2	1294_2	108.8082902	1294	NA	NA	9/29/2015	11/2/2015	F	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	32	32	fecal	287000000	mouse	0.285308	0.233666	0.227605	0.239726	4.279618	4.171421	4.393576	1.690748	1.67165	1.709846	1.691969	15	15	15	0	7358	3.06267034726999	11.1377533398314	19.4085428222062	1.67124964405422	noFMT
d32_1294_3	d32_1294_3	1294_3	113.7724551	1294	NA	NA	9/29/2015	11/2/2015	F	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	32	32	fecal	160000000	mouse	0.145995	0.285398	0.280226	0.29057	3.503876	3.441511	3.568543	1.556657	1.541122	1.572191	1.560277	24	33	26.002307	64.453337	15334	1.6962736603869	5.72892323901719	16.3893241803474	0.632508581987145	noFMT
d32_1681_2	d32_1681_2	1681_2	115.3488372	1681	NA	NA	6/18/2017	7/24/2017	M	NA	NA	mFMT1	CDI	0	cef	no	11_25	d42	yWT	mFMT	Rc	HF5-contam	BL6	SPF-Young	32	32	fecal	30500000	mouse	0.094908	0.140487	0.137961	0.143013	7.118098	6.992375	7.248424	2.272023	2.254028	2.290018	2.28417	75	104	86.611018	147.431204	13804	12.6331661744587	21.9238497971759	51.7622727115702	0	mFMT
d32_1681_3	d32_1681_3	1681_3	106.1135371	1681	NA	NA	6/18/2017	7/24/2017	M	NA	NA	mFMT1	CDI	0	cef	no	11_25	d42	yWT	mFMT	Rc	HF5-contam	BL6	SPF-Young	32	32	fecal	19000000	mouse	0.06594	0.129619	0.127965	0.131272	7.714945	7.617757	7.814644	2.37232	2.35961	2.385031	2.382194	117	202	157.48274	295.471123	29692	13.5612524461623	28.7789829228781	56.2837210737542	4.51163292203083	mFMT
d4_1271_3	d4_1271_3	1271_3	96.68508287	1271	NA	NA	8/14/15	10/5/15	F	NA	NA	mFMT3	CDI	0	cef	yes	11	d42	rWT	mFMT	Rc	HF3	BL6	SPF-Young	4	4	fecal	74000000	mouse	0.119314	0.493013	0.486289	0.499738	2.028342	2.001049	2.05639	0.948509	0.936128	0.960891	0.950182	17	17.5	17.040234	23.213644	19590	1.95373878196888	8.22112163305823	14.8331027243957	0.226817312740897	mFMT_other
d4_1273_1	d4_1273_1	1273_1	96.42857143	1273	NA	NA	8/14/15	10/5/15	M	NA	NA	mFMT4	CDI	0	cef	yes	11	d42	yRag	mFMT	Rc	HF3	BL6	SPF-Young	4	4	fecal	60000000	mouse	0.090428	0.394947	0.389798	0.400096	2.531986	2.4994	2.565432	1.188951	1.169909	1.207993	1.191394	28	28.166667	28.007732	31.592504	12536	2.03174354844857	5.99029181638173	19.3336897000509	0.541330312291513	mFMT_other
d4_1275_1	d4_1275_1	1275_1	91.39784946	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	4	4	fecal	53000000	mouse	0.110516	0.502691	0.496511	0.508871	1.989292	1.965134	2.014053	0.813667	0.801437	0.825897	0.819247	18	45.5	24.663101	131.498205	12095	1.88173438214147	11.0435788763639	10.6734533639176	0.483658230705737	mFMT
d4_1681_1	d4_1681_1	1681_1	96.33027523	1681	NA	NA	6/18/2017	7/24/2017	M	NA	NA	mFMT1	CDI	0	cef	no	11_25	d42	yWT	mFMT	Rc	HF5-contam	BL6	SPF-Young	4	4	fecal	73000000	mouse	0.092933	0.290823	0.286098	0.295549	3.438513	3.383533	3.4953090000000002	1.456439	1.440682	1.472197	1.464582	37	57	43.016808	103.480432	12593	6.02782891782232	3.85178405092734	41.9722310786614	5.00733132642802	mFMT
d4_1802_1	d4_1802_1	1802_1	97.48427673	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	4	4	fecal	80000000	mouse	0.029681	0.136957	0.134858	0.139056	7.301554	7.19135	7.415188	2.589001	2.568334	2.609669	2.609483	246	357.5625	309.365933	442.41771	24451	6.62437826510092	8.35945385245312	44.3656499324589	2.42142581535598	mFMT
d4_1802_2	d4_1802_2	1802_2	100.6024096	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	4	4	fecal	1000000	mouse	0.040303	0.096921	0.093949	0.099894	10.317633	10.010644	10.644046	3.276628	3.249921	3.303335	3.301579	256	463.272727	372.47537	624.850372	16840	9.45108938615938	7.08173126462162	82.5831780781623	34.3488910834753	mFMT
d4_1803_2	d4_1803_2	1803_2	92.5	1803	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	4	4	fecal	530000000	mouse	0.060621	0.274931	0.27266	0.277203	3.637273	3.607466	3.667575	1.414497	1.405529	1.423465	1.423803	60	157.5	100.522753	294.590428	26320	NA	1.70155574490841	11.4891995405017	NA	mFMT
d4_1835_1	d4_1835_1	1835_1	89.61937716	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	100000000	mouse	0.069352	0.465134	0.456849	0.473418	2.14992	2.112299	2.188905	1.080514	1.062352	1.098676	1.086321	31	36.625	32.315172	55.05817	13441	10.74874389	0.633430006	20.43323396	NA	hFMT
d4_1835_2	d4_1835_2	1835_2	91.51943463	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	710000000	mouse	0.072376	0.281974	0.278349	0.285599	3.546428	3.501413	3.592616	1.573843	1.558335	1.58935	1.580121	49	64.3	53.963289	96.164293	20021	6.58088621	2.210287306	34.03208085	1.900379079	hFMT
d4_1836_1	d4_1836_1	1836_1	93.18181818	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	720000000	mouse	0.063517	0.212753	0.20904	0.216466	4.70028	4.619653	4.783771	1.938944	1.923345	1.954543	1.948524	74	118	92.224174	180.232525	20913	9.912197968	8.36370263	52.90818986	2.12572722	hFMT
d4_1836_3	d4_1836_3	1836_3	91.15044248	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	410000000	mouse	0.078915	0.158398	0.156502	0.160294	6.313208	6.238526	6.3897	2.095773	2.084103	2.107442	2.103015	80	126.5	98.58119	196.367682	26918	10.40173225	8.569224458	47.50005949	1.732850526	hFMT
d4_1837_1	d4_1837_1	1837_1	93.51145038	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	830000000	mouse	0.044155	0.629091	0.620891	0.63729	1.589596	1.569144	1.610588	0.748331	0.731999	0.764663	0.755255	36	44.272727	38.346846	65.161694	17042	5.776093656	13.36113722	31.62681588	0	hFMT
d4_1837_2	d4_1837_2	1837_2	94.20849421	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	720000000	mouse	0.039664	0.406645	0.399911	0.41338	2.459145	2.419081	2.500558	1.322464	1.305703	1.339224	1.3315109999999999	62	89.083333	72.33343	132.983878	20824	5.680885188	6.606948905	28.31994353	0	hFMT
d4_1837_3	d4_1837_3	1837_3	95.6043956	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	580000000	mouse	0.037604	0.501755	0.493779	0.50973	1.993006	1.961823	2.025196	1.091276	1.072756	1.109797	1.098885	53	63.461538	56.289639	86.269235	17977	5.49752073	5.778696583	29.50873089	0	hFMT
d4_1839_1	d4_1839_1	1839_1	89.62264151	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	1210000000	mouse	0.059114	0.352429	0.345861	0.358996	2.837454	2.785543	2.891336	1.50456	1.487346	1.521775	1.5114	48	94.2	63.339531	187.146367	19559	6.710547141	9.449151384	31.97874884	0	hFMT
d4_1839_2	d4_1839_2	1839_2	90.7079646	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	470000000	mouse	0.074852	0.208744	0.204356	0.213132	4.790557	4.691933	4.893416	2.01982	2.004036	2.035604	2.028203	64	82.75	71.095286	113.54874	20448	6.361525279	14.59157499	22.559843	1.961905051	hFMT
d4_1840_1	d4_1840_1	1840_1	95.47038328	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	420000000	mouse	0.084792	0.184275	0.182214	0.186335	5.426682	5.36668	5.488041	1.875467	1.865416	1.885519	1.882627	64	139.428571	93.363261	257.761497	26678	9.663093183	14.65991228	55.11986326	2.196148514	mFMT
d4_1840_2	d4_1840_2	1840_2	98.21428571	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	4	4	fecal	570000000	mouse	0.086539	0.186379	0.184528	0.18823	5.36541	5.312653	5.419226	1.855061	1.843379	1.866743	1.863286	62	89	72.490264	131.49301	21243	11.89760029	1.999155701	35.93948557	1.414101511	mFMT
d4_1901_1	d4_1901_1	1901_1	96.73913043	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	4	4	fecal	630000000	mouse	0.037135	0.897624	0.892469	0.90278	1.114052	1.10769	1.120488	0.256204	0.245136	0.267272	0.262164	30	68	42.235207	148.020071	24488	5.3951337	0.540021651	4.385917663	NA	mFMT
d4_1901_2	d4_1901_2	1901_2	94.95412844	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	4	4	fecal	690000000	mouse	0.044392	0.662551	0.654525	0.670578	1.509317	1.491251	1.527826	0.675323	0.660465	0.690181	0.681999	34	53.428571	40.057436	96.31504	18440	5.762373638	8.857471364	5.038957035	NA	mFMT
d41_1191_1	d41_1191_1	1191_1	111.8226601	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	41	41	fecal	1000	mouse	0.020514	0.207438	0.203875	0.211002	4.820714	4.739297	4.904977	2.704021	2.682336	2.725705	2.711473	235	268.681818	250.224739	309.51457	36700	17.4749729209551	7.61647840304319	92.1417592423833	17.8518117852178	mFMT
d41_1191_2	d41_1191_2	1191_2	112.6213592	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	41	41	fecal	0	mouse	0.020921	0.202539	0.199884	0.205193	4.937326	4.873452	5.002896	2.583421	2.567086	2.599757	2.589195	236	275.807692	255.087585	319.020054	57194	10.5368346804429	10.6385112982651	54.2850566386494	1.68849317180687	mFMT
d41_1191_3	d41_1191_3	1191_3	109.5238095	1191	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	41	41	fecal	1000	mouse	0.04141	0.090107	0.088468	0.091747	11.097865	10.899506	11.303578	3.312872	3.297089	3.328655	3.320163	268	311.555556	289.325607	356.958143	44967	14.6668013276863	9.39096626464636	121.049901724309	41.9314373171149	mFMT
d41_1192_2	d41_1192_2	1192_2	124.7787611	1192	NA	NA	9/29/2015	11/2/2015	M	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	23000000	mouse	0.130725	0.196145	0.193654	0.198635	5.098278	5.034359	5.163841	1.826046	1.81655	1.835543	1.829287	39	45.111111	40.509868	63.734395	26659	1.63265952891849	11.0829971795961	12.2183957054796	0	noFMT
d41_1192_3A	d41_1192_3	1192_3	112.9554656	1192	NA	NA	9/29/2015	11/2/2015	M	NA	NA	none	CDI	0	cef	yes	11	d42	none	noFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	236000000	mouse	0.209155	0.227673	0.215562	0.239785	4.392263	4.17041	4.639046	1.756093	1.707909	1.804277	1.780242	21	66	34.637414	169.488564	1567	2.80037098327011	10.5433171457623	9.37782905426327	0.331592403763732	noFMT
d41_1275_1	d41_1275_1	1275_1	117.7419355	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	41	41	fecal	0	mouse	0.111727	0.04366	0.042469	0.044851	22.904132	22.295844	23.546542	3.702208	3.675886	3.728531	3.722752	205	226.666667	214.846717	252.675226	11068	26.9571838385546	14.4127524690536	124.993060305216	23.1212243029831	mFMT
d41_1275_2	d41_1275_2	1275_2	113.9037433	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	41	41	fecal	0	mouse	0.069778	0.062039	0.0608	0.063278	16.118826	15.803211	16.447303	3.399549	3.376205	3.422893	3.416174	231	266.636364	248.496843	303.581688	17089	61.4749450695264	11.3653595533632	253.159435144749	66.0115081949366	mFMT
d41_1275_3	d41_1275_3	1275_3	118.9944134	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	41	41	fecal	0	mouse	0.054014	0.062972	0.062025	0.063919	15.880019	15.644679	16.122547	3.372654	3.355151	3.390157	3.38592	294	338.634146	317.51261	378.729302	30492	25.3380734787148	16.5229387350895	89.7962361220948	21.779964749786	mFMT
d41_1292_1	d41_1292_1	1292_1	110.625	1292	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	16000000	mouse	0.044295	0.127548	0.12555	0.129545	7.840216	7.719339	7.964939	2.750745	2.736703	2.764787	2.756378	177	202.5	187.962371	236.316549	45393	18.1187987126945	0.953364954287826	50.596289840535	0.453029031046136	hFMT
d41_1292_2	d41_1292_2	1292_2	102.1052632	1292	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	4000000	mouse	0.074256	0.098298	0.0962	0.100397	10.173113	9.96048	10.395022	2.959676	2.941882	2.97747	2.966671	137	144.037037	139.289575	158.628417	25245	22.4275091074205	1.62013712439454	54.7792549428866	2.2989048312586	hFMT
d41_1292_3	d41_1292_3	1292_3	114.2857143	1292	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT4	CDI	0	cef	yes	11	d42	D4_A	hFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	14000000	mouse	0.067596	0.101328	0.099461	0.103195	9.868978	9.690426	10.054233	2.915997	2.898735	2.933259	2.92261	146	162.25	152.241894	188.304868	28056	17.8202774214824	1.34262294865678	51.4777661558126	1.86689711682243	hFMT
d41_1293_1	d41_1293_1	1293_1	106.1452514	1293	NA	NA	9/28/2015	11/2/2015	F	NA	NA	hFMT5	CDI	0	cef	yes	11	d42	D5_A	hFMT	Rc	HF4	BL6	SPF-Young	41	41	fecal	78000000	mouse	0.053277	0.195519	0.191966	0.199072	5.114588	5.02331	5.209244	2.330186	2.312163	2.348208	2.334996	96	104.5	98.643033	123.33602	28743	8.2223864078789	0.983804171357575	31.8284292116754	1.87028984756408	hFMT
