seqID	sampleID	mouse	percent_weight	CageID	Group	CageID_Assigned	BD	ExpStart	sex	Gavaged_fecal_material	Mb_input	FMT	Cdiff_infection	Cdiff_day_infected	ABX	clinda35	FMT_day	Harvest_pi	FMT_input	FMT_type	Model	Experiment	Mouse_genotype	Mouse_status	ExpDay	day	type	CFU	sampleType	simpsoneven	simpson	simpson_lci	simpson_hci	invsimpson	invsimpson_lci	invsimpson_hci	shannon	shannon_lci	shannon_hci	npshannon	sobs	chao	chao_lci	chao_hci	nseqs	propionate	succinate	acetate	butyrate
d41_5978	d41_5978	5978	95	1125	1	1D	1/20/18	3/12/18	F	AMS001	hFMT6	hFMT6	CDI	25	mix	no	17	d21	AMS001	hFMT	Rc	GF2	BL6	GF	41	16	fecal	35000000	mouse	0.062703	0.110752	0.108836	0.112668	9.029189	8.875647	9.188137	2.726279	2.707228	2.745331	2.739698	144	299.545455	217.416348	473.550419	21293	13.4808644099521	3.05864243661943	24.6828336155861	2.09578525702317
d45_2933	d45_2933	2933	96	1087	4	4	12/25/17	3/12/18	M	jWT	mFMT6	mFMT6	CDI	25	mix	no	17	d21	jWT	mFMT	Rc	GF2	BL6	GF	45	20	fecal	0	mouse	0.037804	0.118619	0.116383	0.120855	8.430362	8.274392	8.592325	2.766108	2.743784	2.788432	2.790301	223	347.090909	294.602852	438.055034	20041	10.5555281315556	5.15132776279586	57.6250608271708	26.5573898296814
d45_2949	d45_2949	2949	96.15384615	1087	4	4	12/25/17	3/12/18	M	jWT	mFMT6	mFMT6	CDI	25	mix	no	17	d21	jWT	mFMT	Rc	GF2	BL6	GF	45	20	fecal	16000	mouse	0.048711	0.103162	0.10115	0.105174	9.693478	9.508058	9.886275	2.893447	2.870426	2.916467	2.912779	199	311.954545	259.068683	411.402349	18350	14.688003732411	3.59207977165044	41.6365098890087	18.3159904360855
d45_2966	d45_2966	2966	88.37209302	1082	2	2C	12/17/17	3/12/18	F	AMS005	hFMT7	none	CDI	25	mix	no	no	d21	none	none	Rc	GF2	BL6	GF	45	20	fecal	40000000	mouse	0.112121	0.114345	0.112727	0.115964	8.745441	8.623361	8.871026	2.50585	2.493214	2.518487	2.511755	78	148.857143	105.367993	261.452788	28115	8.19096960727923	NA	26.8151985136894	1.95010395461112
d45_3755	d45_3755	3755	105.2631579	1086	3	3C	12/25/17	3/12/18	F	yWT	mFMT1	mFMT1	CDI	25	mix	no	no	d21	none	none	Rc	GF2	BL6	GF	45	20	fecal	2000000	mouse	0.047773	0.20522	0.199888	0.210553	4.872811	4.749401	5.002806	2.315561	2.292958	2.338165	2.327722	102	139.058824	118.151828	187.027922	17680	6.09701895272352	12.2613248700523	34.8028963008077	4.23815735131798
d45_3765	d45_3765	3765	90.47619048	1082	2	2D	12/17/17	3/12/18	F	AMS005	hFMT7	hFMT7	CDI	25	mix	no	17	d21	AMS005	hFMT	Rc	GF2	BL6	GF	45	20	fecal	19000000	mouse	0.071295	0.12868	0.126822	0.130538	7.771196	7.660578	7.885056	2.469266	2.452834	2.485697	2.479002	109	175.230769	138.615089	257.117564	23508	10.6435571976094	12.9487522573868	51.939551727012	1.98805454599577
d45_3830	d45_3830	3830	92	1096	2	2B	1/13/18	3/12/18	M	AMS005	hFMT7	hFMT7	CDI	25	mix	no	17	d21	AMS005	hFMT	Rc	GF2	BL6	GF	45	20	fecal	13000000	mouse	0.100609	0.102469	0.101401	0.103536	9.759089	9.658462	9.861834	2.5329	2.520951	2.544849	2.539431	97	153.1	120.034649	233.629387	28995	8.56590822195249	10.5532198283468	64.9059567888381	1.77442944287895
d45_3836	d45_3836	3836	96	1087	4	4	12/25/17	3/12/18	M	jWT	mFMT6	mFMT6	CDI	25	mix	no	17	d21	jWT	mFMT	Rc	GF2	BL6	GF	45	20	fecal	36000	mouse	0.052958	0.07523	0.073631	0.07683	13.292513	13.015812	13.581235	3.298526	3.277013	3.32004	3.318698	251	445	361.225357	592.445933	21513	12.3756105806109	1.80816424265702	55.0932512426028	33.8365580997825
d45_4837	d45_4837	4837	102.5641026	1125	1	1C	1/19/18	3/12/18	F	AMS001	hFMT6	none	CDI	25	mix	no	no	d21	none	none	Rc	GF2	BL6	GF	45	20	fecal	33000000	mouse	0.092898	0.132894	0.130682	0.135107	7.524766	7.401516	7.652191	2.471621	2.453433	2.489809	2.478638	81	102.083333	88.661173	139.020744	19398	13.8688443677444	NA	40.4178448126389	2.19861911754932
d45_4914	d45_4914	4914	100	1125	1	1C	1/19/18	3/12/18	F	AMS001	hFMT6	none	CDI	25	mix	no	no	d21	none	none	Rc	GF2	BL6	GF	45	20	fecal	28000000	mouse	0.077443	0.133121	0.131177	0.135066	7.511935	7.403765	7.623312	2.439401	2.422805	2.455998	2.448452	97	155.583333	122.292845	232.690822	22721	10.3175236196326	NA	25.9804308755088	1.67955296441732
d45_5957	d45_5957	5957	104.3478261	1126	1	1B	1/13/18	3/12/18	M	AMS001	hFMT6	hFMT6	CDI	25	mix	no	17	d21	AMS001	hFMT	Rc	GF2	BL6	GF	45	20	fecal	0	mouse	0.066957	0.101598	0.099519	0.103676	9.84275	9.645427	10.048315	2.872884	2.853937	2.891831	2.886607	147	257.625	202.015608	369.443977	21174	13.2510107374784	NA	47.6114369955281	1.85522747614949
d45_5964	d45_5964	5964	100	1125	1	1D	1/13/18	3/12/18	F	AMS001	hFMT6	hFMT6	CDI	25	mix	no	17	d21	AMS001	hFMT	Rc	GF2	BL6	GF	45	20	fecal	18000000	mouse	0.069824	0.106087	0.103758	0.108417	9.4262	9.223668	9.637827	2.837661	2.816338	2.858983	2.852394	135	237.214286	183.94619	348.454003	17297	16.1641207567007	4.84650642849242	38.4361686285912	2.82602808802137
d45_5969	d45_5969	5969	101.2145749	1126	1	1B	1/19/18	3/12/18	M	AMS001	hFMT6	hFMT6	CDI	25	mix	no	17	d21	AMS001	hFMT	Rc	GF2	BL6	GF	45	20	fecal	0	mouse	0.06092	0.113206	0.110944	0.115469	8.833418	8.660336	9.01356	2.784704	2.765703	2.803705	2.798128	145	233.666667	189.122435	323.180961	22050	12.430221204922	2.60851766834751	44.3716296433341	1.82768269207999
d45_5978	d45_5978	5978	100	1125	1	1D	1/20/18	3/12/18	F	AMS001	hFMT6	hFMT6	CDI	25	mix	no	17	d21	AMS001	hFMT	Rc	GF2	BL6	GF	45	20	fecal	1000000	mouse	0.061688	0.110276	0.107939	0.112614	9.068121	8.879873	9.264524	2.816505	2.795871	2.83714	2.83299	147	388.5	262.50663	651.925563	19022	13.8655840319646	NA	37.3466653071262	2.5744523935199
d9_1835_1	d9_1835_1	1835_1	99.30795848	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	9	9	fecal	0	mouse	0.060774	0.967906	0.964537	0.971275	1.033158	1.029574	1.036766	0.090053	0.081828	0.098278	0.094042	17	44.5	23.663101	130.498205	20191	5.36822528	1.270287369	4.083601938	NA
d9_1835_2	d9_1835_2	1835_2	100.7067138	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	9	9	fecal	0	mouse	0.045735	0.950652	0.946525	0.95478	1.051909	1.047362	1.056496	0.131656	0.121962	0.14135	0.136422	23	49	29.815969	122.178856	19995	5.635044074	1.232500272	3.780323306	NA
d9_1835_3	d9_1835_3	1835_3	98.93992933	1835	NA	NA	6/5/2018	8/20/2018	M	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	9	9	fecal	0	mouse	0.041379	0.966675	0.963395	0.969955	1.034474	1.030976	1.037996	0.096805	0.088335	0.105276	0.101496	25	30.5	26.348412	47.433801	22104	5.523379821	1.404074119	4.214968618	NA
d9_1836_1	d9_1836_1	1836_1	97.27272727	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	9	9	fecal	0	mouse	0.059836	0.506439	0.50477	0.508107	1.974572	1.968089	1.981099	0.703513	0.698496	0.708529	0.709928	33	102	55.800962	241.806977	25240	6.611869392	1.220926645	10.17807083	NA
d9_1836_2	d9_1836_2	1836_2	98.63636364	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	9	9	fecal	0	mouse	0.082889	0.502678	0.501311	0.504044	1.989346	1.983953	1.994769	0.708034	0.70316	0.712909	0.712293	24	50.25	31.446642	116.533319	24498	6.391269134	1.163808917	11.62416497	NA
d9_1836_3	d9_1836_3	1836_3	97.78761062	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	9	9	fecal	0	mouse	0.070457	0.506894	0.504788	0.509	1.972798	1.964635	1.981029	0.715766	0.709138	0.722394	0.720633	28	49	34.067775	100.679028	21670	6.575928901	1.162278977	12.34066864	NA
d9_1836_4	d9_1836_4	1836_4	99.53917051	1836	NA	NA	6/5/2018	8/20/2018	F	NA	NA	hFMT6	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF9	BL6	SPF-Young	9	9	fecal	0	mouse	0.066946	0.49791	0.497134	0.498686	2.008394	2.005269	2.011529	0.716673	0.711272	0.722074	0.721856	30	45	34.577411	79.154422	23556	6.676314411	1.424918534	11.55055158	NA
d9_1837_1	d9_1837_1	1837_1	100	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	9	9	fecal	0	mouse	0.029239	0.950029	0.945976	0.954082	1.052599	1.048128	1.057109	0.136428	0.126496	0.146359	0.14464	36	61.666667	45.032714	108.932429	20998	6.207848695	1.180638247	11.99223192	NA
d9_1837_2	d9_1837_2	1837_2	99.61389961	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	9	9	fecal	0	mouse	0.042461	0.942045	0.937768	0.946322	1.06152	1.056723	1.066361	0.150231	0.140463	0.16	0.15501499999999999	25	55.333333	33.183501	137.434904	21485	6.16447224	0.868530658	9.62188077	NA
d9_1837_3	d9_1837_3	1837_3	99.26739927	1837	NA	NA	6/11/2018	8/20/2018	M	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	9	9	fecal	0	mouse	0.044295	0.981558	0.978638	0.984479	1.018788	1.015766	1.021828	0.064699	0.05543	0.073968	0.070494	23	32.166667	25.29218	59.658448	15935	5.705921142	0.891479745	13.03590621	NA
d9_1839_1	d9_1839_1	1839_1	92.9245283	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	9	9	fecal	0	mouse	0.041092	0.935983	0.93057	0.941395	1.068396	1.062253	1.07461	0.159598	0.147758	0.171438	0.168569	26	51.5	34.049017	106.786266	14593	5.99964171	1.078642303	9.824726555	NA
d9_1839_2	d9_1839_2	1839_2	98.2300885	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	9	9	fecal	0	mouse	0.036432	0.91495	0.909689	0.920211	1.092956	1.086708	1.099277	0.198055	0.187357	0.208753	0.205695	30	82.5	46.708093	194.964963	19553	6.109941839	0.757865058	11.17921293	NA
d9_1839_3	d9_1839_3	1839_3	127.8301887	1839	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT7	CDI	0	cef	no	11	d21	AMS005	hFMT	Rc	HF9	BL6	SPF-Young	9	9	fecal	0	mouse	0.020157	0.902013	0.897214	0.906812	1.108631	1.102764	1.114561	0.269796	0.257591	0.282	0.276038	55	72.1	60.687443	106.413259	27167	5.478714119	1.147223985	3.61976403	NA
d9_1840_1	d9_1840_1	1840_1	101.7421603	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	9	9	fecal	0	mouse	0.124523	0.334609	0.333744	0.335474	2.988562	2.98086	2.996304	1.113892	1.109274	1.11851	1.117411	24	43.5	29.215203	96.911837	24891	5.772567417	1.022118055	11.31525659	NA
d9_1840_2	d9_1840_2	1840_2	101.4285714	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	9	9	fecal	0	mouse	0.123588	0.337141	0.336149	0.338133	2.966118	2.957414	2.974873	1.10875	1.104543	1.112958	1.111791	24	35	26.884791	65.944117	29309	6.076999432	0.998118142	10.87736766	NA
d9_1840_3	d9_1840_3	1840_3	98.15498155	1840	NA	NA	6/13/2018	8/20/2018	M	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF9	BL6	SPF-Young	9	9	fecal	0	mouse	0.117133	0.341491	0.340343	0.342638	2.928335	2.918528	2.938209	1.100527	1.096569	1.104485	1.103396	25	43.2	30.104415	89.892841	34219	5.853670927	0.997096869	9.978884437	NA
d9_1841_1	d9_1841_1	1841_1	94.93087558	1841	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT6	noCDI	NA	cef	no	11	d21	AMS001	hFMT	FMT	HF9	BL6	SPF-Young	9	9	fecal	0	mouse	0.032608	0.98927	0.987147	0.991392	1.010847	1.008682	1.013021	0.047284	0.038771	0.055797	0.054211	31	40.1	33.591034	62.960209	17837	6.047614103	1.714541081	6.386573368	NA
d9_1841_2	d9_1841_2	1841_2	100	1841	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT6	noCDI	NA	cef	no	11	d21	AMS001	hFMT	FMT	HF9	BL6	SPF-Young	9	9	fecal	0	mouse	0.028876	0.989438	0.987767	0.991109	1.010675	1.008971	1.012385	0.04411	0.037721	0.050499	0.049517	35	54.125	41.156594	94.410389	28304	5.455205856	1.890200019	7.649964033	NA
d9_1841_3	d9_1841_3	1841_3	102.8846154	1841	NA	NA	6/12/2018	8/20/2018	F	NA	NA	hFMT6	noCDI	NA	cef	no	11	d21	AMS001	hFMT	FMT	HF9	BL6	SPF-Young	9	9	fecal	0	mouse	0.083484	0.998195	0.997409	0.998982	1.001808	1.00102	1.002597	0.009262	0.005588	0.012935	0.011526	12	17	12.864775	40.909245	22156	5.290648009	1.509265228	8.585748903	NA
d9_1901_1	d9_1901_1	1901_1	NA	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	9	9	fecal	0	mouse	0.023431	0.992507	0.991298	0.993715	1.00755	1.006324	1.008778	0.035744	0.030497	0.040991	0.040812	43	89	59.048496	174.850362	38622	NA	0	18.67721211	NA
d9_1901_3	d9_1901_3	1901_3	97.73755656	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	9	9	fecal	0	mouse	0.027117	0.996694	0.995834	0.997554	1.003317	1.002452	1.004183	0.017785	0.01356	0.022011	0.024023	37	112.6	63.862005	249.76744	33853	NA	0	15.53791165	NA
d9_1901_4	d9_1901_4	1901_4	97.86324786	1901	NA	NA	9/28/2018	11/26/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF10	BL6	SPF-Young	9	9	fecal	0	mouse	0.030381	0.997431	0.996756	0.998105	1.002576	1.001898	1.003255	0.014088	0.01073	0.017446	0.017939	33	54.375	40.040648	97.893264	42784	8.175099794	0	15.0429391	NA
d9_1903_2	d9_1903_2	1903_2	98.91304348	1903	NA	NA	10/1/2018	11/26/2018	M	NA	NA	tri	noCDI	NA	cef	no	11	d21	tributyrin	NA	tri	HF10	BL6	SPF-Young	9	9	fecal	0	mouse	0.038633	0.995554	0.994331	0.996778	1.004465	1.003233	1.005701	0.022441	0.016819	0.028063	0.02758	26	39	29.703423	71.633456	22469	6.974648348	1.353459704	17.90089698	NA
d9_1904_1	d9_1904_1	1904_1	97.22222222	1904	NA	NA	10/1/2018	11/26/2018	F	NA	NA	tri	CDI	0	cef	no	11	d21	tributyrin	NA	Rc	HF10	BL6	SPF-Young	9	9	fecal	0	mouse	0.037179	0.996174	0.995038	0.997309	1.003841	1.002698	1.004987	0.019721	0.01438	0.025063	0.025826000000000002	27	65.25	38.592645	153.206098	22454	8.23098549	0.624398148	27.4910792	NA
d9_1904_2	d9_1904_2	1904_2	100	1904	NA	NA	10/1/2018	11/26/2018	F	NA	NA	tri	CDI	0	cef	no	11	d21	tributyrin	NA	Rc	HF10	BL6	SPF-Young	9	9	fecal	0	mouse	0.034646	0.995291	0.994155	0.996427	1.004731	1.003586	1.005879	0.023597	0.018408	0.028785	0.028382	29	63	39.103432	143.416565	27574	8.050288404	0.282765919	22.82827002	NA
d9_1904_3	d9_1904_3	1904_3	102.955665	1904	NA	NA	10/1/2018	11/26/2018	F	NA	NA	tri	CDI	0	cef	no	11	d21	tributyrin	NA	Rc	HF10	BL6	SPF-Young	9	9	fecal	6000	mouse	0.035838	0.996541	0.995558	0.997523	1.003471	1.002483	1.004461	0.018112	0.013414	0.022809	0.023083	28	43	32.577411	77.154422	27148	8.448939708	0	18.70405808	NA
d9_1905_1	d9_1905_1	1905_1	95.19230769	1905	NA	NA	10/9/2018	11/26/2018	F	NA	NA	hFMT6_tri	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF10	BL6	SPF-Young	9	9	fecal	0	mouse	0.05579	0.543161	0.540072	0.54625	1.841075	1.830665	1.851604	0.6618	0.656933	0.666667	0.666711	33	66	44.377979	128.711195	32932	8.467568274	NA	15.4103933	NA
d9_1905_2	d9_1905_2	1905_2	98.0952381	1905	NA	NA	10/9/2018	11/26/2018	F	NA	NA	hFMT6_tri	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF10	BL6	SPF-Young	9	9	fecal	0	mouse	0.049571	0.530867	0.52812	0.533613	1.883712	1.874016	1.893508	0.682116	0.676744	0.687488	0.686849	38	65.142857	47.03814	119.513973	32509	8.325059747	NA	6.984114881	NA
d9_1905_3	d9_1905_3	1905_3	97	1905	NA	NA	10/9/2018	11/26/2018	F	NA	NA	hFMT6_tri	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF10	BL6	SPF-Young	9	9	fecal	0	mouse	0.067508	0.59252	0.58839	0.59665	1.687707	1.676025	1.699552	0.607395	0.601914	0.612876	0.61069	25	36.375	28.247369	64.844757	34229	8.471293987	NA	20.68898189	NA
d9_1906_1	d9_1906_1	1906_1	98.83268482	1906	NA	NA	10/9/2018	11/26/2018	M	NA	NA	tri	CDI	0	cef	no	11	d21	tributyrin	NA	Rc	HF10	BL6	SPF-Young	9	9	fecal	0	mouse	0.089835	0.556576	0.552603	0.560549	1.796699	1.783964	1.809617	0.64579	0.640181	0.6514	0.64927	20	36.5	24.257273	83.94939	24948	7.53728314	NA	10.16463954	NA
d9_1906_2	d9_1906_2	1906_2	100.4	1906	NA	NA	10/9/2018	11/26/2018	M	NA	NA	tri	CDI	0	cef	no	11	d21	tributyrin	NA	Rc	HF10	BL6	SPF-Young	9	9	fecal	0	mouse	0.073816	0.589006	0.584358	0.593654	1.697777	1.684484	1.711281	0.613231	0.606863	0.619599	0.616948	23	31.25	25.162057	54.480432	26365	7.283950197	1.241557561	12.60709101	NA
d9_1906_3	d9_1906_3	1906_3	100.4098361	1906	NA	NA	10/9/2018	11/26/2018	M	NA	NA	tri	CDI	0	cef	no	11	d21	tributyrin	NA	Rc	HF10	BL6	SPF-Young	9	9	fecal	0	mouse	0.07436	0.5847	0.580397	0.589003	1.710279	1.697784	1.722959	0.616775	0.610931	0.622619	0.619964	23	29.875	24.709308	50.651911	29536	NA	1.185366356	15.92061561	NA
d9_1907_1	d9_1907_1	1907_1	97.69230769	1907	NA	NA	10/9/2018	11/26/2018	M	NA	NA	hFMT6_tri	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF10	BL6	SPF-Young	9	9	fecal	0	mouse	0.029529	0.996034	0.995091	0.996977	1.003982	1.003032	1.004933	0.020732	0.01624	0.025223	0.025434	34	47.909091	38.516622	76.833519	33754	8.031659838	0	22.65712697	NA
d9_1907_2	d9_1907_2	1907_2	102.5862069	1907	NA	NA	10/9/2018	11/26/2018	M	NA	NA	hFMT6_tri	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF10	BL6	SPF-Young	9	9	fecal	0	mouse	0.037165	0.996559	0.995663	0.997454	1.003453	1.002553	1.004356	0.017713	0.013507	0.021919	0.021802	27	103.5	48.99289	293.097361	32515	8.028865553	0	20.25776852	NA
d9_1907_3	d9_1907_3	1907_3	99.6031746	1907	NA	NA	10/9/2018	11/26/2018	M	NA	NA	hFMT6_tri	CDI	0	cef	no	11	d21	AMS001	hFMT	Rc	HF10	BL6	SPF-Young	9	9	fecal	2000	mouse	0.032398	0.995693	0.994774	0.996613	1.004325	1.003399	1.005254	0.021661	0.017451	0.025871	0.025062	31	48.5	36.118074	90.836961	38500	8.005579846	0	17.04799739	NA
GF2_hFMT1B	GF2_hFMT1B	NA	NA	NA	NA	NA	NA	NA	NA	AMS001	hFMT6	hFMT6	NA	NA	NA	NA	NA	NA	AMS001	hFMT	NA	GF2	NA	NA	NA	NA	fecal	NA	FMTinput	0.084028	0.044241	0.043466	0.045016	22.603471	22.214086000000002	23.006749	3.533327	3.514023	3.552631	3.563731	269	471.783784	393.450516	599.422598	17187	47.5016531878814	NA	256.556886281801	34.1334296614205
dn0_1903_2	d0_1903_2	1903_2	100	1903	NA	NA	10/1/2018	11/26/2018	M	NA	NA	tri	noCDI	NA	cef	no	11	d21	tributyrin	NA	tri	HF10	BL6	SPF-Young	0	0	fecal	0	mouse	0.140561	0.284574	0.193663	0.375484	3.51403	2.663231	5.163601	2.055557	1.752785	2.358329	2.377303	25	40.166667	29.296923	78.533138	109	5.584111281	0	NA	NA
dn11_1800_1	dn11_1800_1	1800_1	NA	1800	NA	NA	8/17/2018	5/14/2018	M	NA	NA	mFMT5	CDI	0	cef	no	11	d21	yWT_filtrate	mFMT	Rc	HF8	BL6	SPF-Young	-11	-11	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.97638652887212	2.3550263514786	24.0477883206378	NA
dn11_1800_2	dn11_1800_2	1800_2	NA	1800	NA	NA	8/17/2018	5/14/2018	M	NA	NA	mFMT5	CDI	0	cef	no	11	d21	yWT_filtrate	mFMT	Rc	HF8	BL6	SPF-Young	-11	-11	fecal	NA	mouse	0.078078	0.044939	0.043975	0.045904	22.252188	21.784521	22.740376	3.591547	3.568784	3.614309	3.626725	285	481.216216	405.104488	605.560906	14325	6.57384306051452	3.28883782249883	27.6176757131439	NA
dn11_1800_3	dn11_1800_3	1800_3	NA	1800	NA	NA	8/17/2018	5/14/2018	M	NA	NA	mFMT5	CDI	0	cef	no	11	d21	yWT_filtrate	mFMT	Rc	HF8	BL6	SPF-Young	-11	-11	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.82081349583192	5.97576681205178	33.9872637374278	NA
dn11_1802_1	dn11_1802_1	1802_1	NA	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	-11	-11	fecal	NA	mouse	0.081755	0.048156	0.046976	0.049336	20.76576	20.269218	21.287241	3.605617	3.584325	3.626909	3.630708	254	468.625	376.931361	628.712281	16465	6.07745693804492	2.79409542368769	23.9054712018076	0.95971594073426
dn11_1802_2	dn11_1802_2	1802_2	NA	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	-11	-11	fecal	NA	mouse	0.071198	0.051261	0.050102	0.052419	19.508191	19.076991	19.959333	3.580349	3.562168	3.598529	3.60027	274	393.384615	344.468348	476.256571	23064	6.29834468712417	2.39648521171417	30.8742262557885	1.19966161529528
dn11_1802_3	dn11_1802_3	1802_3	NA	1802	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	-11	-11	fecal	NA	mouse	0.059253	0.058397	0.057038	0.059755	17.124191	16.734885	17.532042	3.48777	3.468195	3.507346	3.511707	289	447.809524	386.352492	548.063373	22247	8.0776729389323	5.28636519327743	21.1045746278547	1.03439291087825
dn11_1803_2	dn11_1803_2	1803_2	NA	1803	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT1	CDI	0	cef	no	11	d21	yWT	mFMT	Rc	HF8	BL6	SPF-Young	-11	-11	NA	NA	mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.4269192888401	NA
dn11_1806_3	dn11_1806_3	1806_3	NA	1806	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT5	CDI	0	cef	no	11	d21	yWT_filtrate	mFMT	Rc	HF8	BL6	SPF-Young	-11	-11	fecal	NA	mouse	0.074577	0.040881	0.040039	0.041722	24.461349	23.967891	24.975554	3.742643	3.723664	3.761623	3.768092	328	479.590909	421.179373	574.618999	21057	NA	1.87963142077738	15.5661664152264	NA
dn11_1806_4	dn11_1806_4	1806_4	NA	1806	NA	NA	4/17/2018	5/14/2018	F	NA	NA	mFMT5	CDI	0	cef	no	11	d21	yWT_filtrate	mFMT	Rc	HF8	BL6	SPF-Young	-11	-11	fecal	NA	mouse	0.075862	0.039115	0.038256	0.039975	25.565479	25.015848	26.139805	3.854065	3.836759	3.871372	3.875071	337	489.630435	431.478225	583.575861	25570	7.75245444490049	1.74735791431151	NA	NA
dn7_1273_1	dn7_1273_1	1273_1	94.44444444	1273	NA	NA	8/14/15	10/5/15	M	NA	NA	mFMT4	CDI	0	cef	yes	11	d42	yRag	mFMT	Rc	HF3	BL6	SPF-Young	-7	-7	fecal	NA	mouse	0.111811	0.033372	0.032423	0.034321	29.965409	29.137094	30.842196	4.014695	3.992752	4.036638	4.034526	268	289.196078	278.109218	312.441988	15341	8.28926877154458	0.830906237890686	74.1951819990354	2.04716556287005
dn7_1275_1	dn7_1275_1	1275_1	95.69892473	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	-7	-7	fecal	NA	mouse	0.153123	0.074212	0.071358	0.077066	13.474841	12.975822	14.013778	3.04953	3.016581	3.08248	3.066895	88	98.461538	91.289639	121.269235	5282	8.05268288639738	6.47582072450209	35.2725232095782	0
dn7_1275_2	dn7_1275_2	1275_2	93.04812834	1275	NA	NA	8/21/15	10/5/15	F	NA	NA	mFMT1	CDI	0	cef	yes	11	d42	yWT	mFMT	Rc	HF3	BL6	SPF-Young	-7	-7	fecal	NA	mouse	0.065381	0.078036	0.07535	0.080721	12.814637	12.388332	13.271327	3.32652	3.297015	3.356024	3.345047	196	214.7	203.992419	239.752712	11665	9.25532780256228	2.73042469565484	63.9428511821525	1.99270231333788
