compound	run	Data_Filename	Sample_ID	Sample_Type	Level	Ret_Time	Area	Height	ISTD_Area	ISTD_Height	Area_Ratio	Height_Ratio	Conc	Std_Conc	Deviation	percDev	Accuracy	QC_Check_Results	Mark	Peak_Start	Peak_End	TPlatenum	HETP	meter	Tailing_F	Tailing_F10perc	Resolution	k	Separation_F	Areaperc	Heightperc	USP_Width	Width5perc	Width10perc	Width50perc	Relative_Retention_Time
fructose_mannitol_sorbitol	1	2016-02-29_028.lcd	STD-0010	Unknown	NA	10.738	1031884	37568	NA	NA	NA	NA	10.15704	NA	NA	NA	NA	NA	V	10.375	12.75	4240.045	35.377	28266.965	NA	NA	1.359	0.418	1.391	20.1131	19.4727	0.66	0	0.832	0.381	0.638
fructose_mannitol_sorbitol	1	2016-02-29_029.lcd	STD-0016	Unknown	NA	10.691	9467	371	NA	NA	NA	NA	0.09318	NA	NA	NA	NA	NA	V	10.325	11.825	4355.206	34.442	29034.704	NA	NA	1.379	0.41	1.398	11.8339	13.4149	0.648	0	0.782	0.374	0.637
fructose_mannitol_sorbitol	1	2016-02-29_030.lcd	S_B06	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fructose_mannitol_sorbitol	1	2016-02-29_031.lcd	S_B07	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fructose_mannitol_sorbitol	1	2016-02-29_032.lcd	S_B08	Unknown	NA	10.575	16067	634	NA	NA	NA	NA	0.15815	NA	NA	NA	NA	Quant.Range(Low)	V	10.3	11.175	3296.591	45.502	21977.274	NA	NA	1.161	0.191	1.857	3.7072	3.6809	0.737	0	0	0.437	0.632
fructose_mannitol_sorbitol	1	2016-02-29_033.lcd	S_B09	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fructose_mannitol_sorbitol	1	2016-02-29_034.lcd	S_B10	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fructose_mannitol_sorbitol	1	2016-02-29_035.lcd	S_B11	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fructose_mannitol_sorbitol	1	2016-02-29_036.lcd	S_B12	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fructose_mannitol_sorbitol	1	2016-02-29_037.lcd	S_C01	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fructose_mannitol_sorbitol	1	2016-02-29_038.lcd	S_C02	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fructose_mannitol_sorbitol	1	2016-02-29_039.lcd	S_C03	Unknown	NA	10.564	12674	581	NA	NA	NA	NA	0.12475	NA	NA	NA	NA	Quant.Range(Low)	V	10.25	11.225	5255.062	28.544	35033.748	1.341	1.283	1.232	0.182	1.802	3.4841	4.0071	0.583	0.749	0.626	0.342	0.627
fructose_mannitol_sorbitol	1	2016-02-29_040.lcd	S_C04	Unknown	NA	10.616	10834	483	NA	NA	NA	NA	0.10664	NA	NA	NA	NA	Quant.Range(Low)	NA	10.325	11.275	4850.93	30.922	32339.531	1.423	1.347	1.224	0.182	1.834	3.4615	3.5422	0.61	0.735	0.641	0.359	0.627
fructose_mannitol_sorbitol	1	2016-02-29_041.lcd	S_C05	Unknown	NA	10.645	2891	170	NA	NA	NA	NA	0.02845	NA	NA	NA	NA	Quant.Range(Low)	NA	10.425	11.05	7563.948	19.831	50426.321	1.254	1.235	1.438	0.178	1.803	0.5808	0.8149	0.49	0.512	0.474	0.29	0.627
fructose_mannitol_sorbitol	1	2016-02-29_042.lcd	S_C06	Unknown	NA	10.681	4252	223	NA	NA	NA	NA	0.04185	NA	NA	NA	NA	Quant.Range(Low)	NA	10.425	11.1	6518.96	23.01	43459.735	1.248	1.238	1.283	0.179	1.827	0.8441	1.078	0.529	0.563	0.519	0.317	0.627
fructose_mannitol_sorbitol	1	2016-02-29_043.lcd	S_C07	Unknown	NA	10.688	13814	638	NA	NA	NA	NA	0.13597	NA	NA	NA	NA	Quant.Range(Low)	NA	10.375	11.375	5543.369	27.059	36955.793	1.396	1.289	1.124	10.944	1.083	5.4518	5.763	0.574	0.748	0.629	0.335	0.626
fructose_mannitol_sorbitol	1	2016-02-29_044.lcd	S_C08	Unknown	NA	10.713	7355	366	NA	NA	NA	NA	0.07239	NA	NA	NA	NA	Quant.Range(Low)	V	10.475	11.375	5868.282	25.561	39121.881	NA	NA	1.239	0.177	1.816	1.347	1.6222	0.559	0	0	0.327	0.626
fructose_mannitol_sorbitol	1	2016-02-29_045.lcd	S_C09	Unknown	NA	10.725	7954	357	NA	NA	NA	NA	0.07829	NA	NA	NA	NA	Quant.Range(Low)	V	10.45	11.4	5314.633	28.224	35430.884	NA	NA	1.193	0.177	1.812	1.4369	1.5971	0.588	0	0	0.347	0.626
fructose_mannitol_sorbitol	1	2016-02-29_046.lcd	S_C10	Unknown	NA	10.741	7467	372	NA	NA	NA	NA	0.0735	NA	NA	NA	NA	Quant.Range(Low)	NA	10.475	11.275	5947.937	25.219	39652.916	1.299	1.27	1.324	23.124	1.077	1.6711	2.0686	0.557	0.627	0.567	0.327	0.627
fructose_mannitol_sorbitol	1	2016-02-29_047.lcd	S_C11	Unknown	NA	10.762	16529	720	NA	NA	NA	NA	0.1627	NA	NA	NA	NA	Quant.Range(Low)	NA	10.45	11.425	4849.722	30.93	32331.482	1.467	1.392	1.26	7.519	1.085	4.5737	4.6675	0.618	0.778	0.675	0.359	0.627
fructose_mannitol_sorbitol	1	2016-02-29_048.lcd	S_C12	Unknown	NA	10.768	5717	273	NA	NA	NA	NA	0.05627	NA	NA	NA	NA	Quant.Range(Low)	V	10.45	11.4	5598.211	26.794	37321.406	NA	NA	1.248	0.179	1.83	0.9898	1.2051	0.576	0	0.596	0.338	0.627
succinate	1	2016-02-29_053.lcd	STD-0015	Standard	2	13.675	5500	204	NA	NA	NA	NA	0.24014	0.25	-0.00986	-3.94	96.1	NA	NA	13.125	14.075	5434.861	27.6	36232.409	NA	NA	3.755	0.817	1.769	4.3618	4.3784	0.742	0	0	0.43	0.793
succinate	1	2016-02-29_052.lcd	STD-0014	Standard	3	13.675	11285	417	NA	NA	NA	NA	0.49274	0.5	-0.00726	-1.45	98.5	NA	NA	13.075	14.075	5319.715	28.197	35464.767	NA	NA	3.73	0.761	1.828	4.432	4.4278	0.75	0	0	0.434	0.792
succinate	1	2016-02-29_051.lcd	STD-0013	Standard	4	13.657	21445	797	NA	NA	NA	NA	0.93634	1	-0.06366	-6.37	93.6	NA	V	13.075	14.05	5442.003	27.563	36280.022	NA	NA	3.739	0.762	1.825	4.3339	4.3706	0.741	0	0	0.432	0.792
succinate	1	2016-02-29_050.lcd	STD-0012	Standard	5	13.64	59446	2126	NA	NA	NA	NA	2.59556	2.5	0.09556	3.82	103.8	NA	V	13.05	14.025	5048.752	29.71	33658.345	NA	NA	3.655	0.762	1.824	4.4516	4.4111	0.768	0	0	0.448	0.792
succinate	1	2016-02-29_049.lcd	STD-0011	Standard	6	13.638	122252	4289	NA	NA	NA	NA	5.33786	5	0.33786	6.76	106.8	NA	V	13.05	14.05	5031.053	29.815	33540.355	NA	NA	3.646	31.835	1.252	4.7378	4.6342	0.769	0	0	0.449	0.792
succinate	1	2016-02-29_001.lcd	BLANK	Control	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
succinate	1	2016-02-29_002.lcd	STD-0009	Unknown	NA	13.564	524808	19131	NA	NA	NA	NA	22.91454	NA	NA	NA	NA	NA	V	12.9	13.975	5202.509	28.832	34683.391	NA	NA	3.698	0.76	1.82	4.6328	4.5488	0.752	0	0	0.436	0.791
succinate	1	2016-02-29_003.lcd	STD-0010	Unknown	NA	13.579	308836	11437	NA	NA	NA	NA	13.48459	NA	NA	NA	NA	NA	NA	12.9	13.975	5281.443	28.401	35209.618	NA	NA	3.734	0.76	1.822	4.4836	4.395	0.747	0	0	0.434	0.792
succinate	1	2016-02-29_004.lcd	STD-0011	Unknown	NA	13.6	147154	5425	NA	NA	NA	NA	6.42514	NA	NA	NA	NA	NA	NA	12.925	14	5315.618	28.219	35437.455	NA	NA	3.759	0.761	1.823	4.4881	4.396	0.746	0	0	0.434	0.792
succinate	1	2016-02-29_005.lcd	STD-0012	Unknown	NA	13.596	86060	3197	NA	NA	NA	NA	3.75759	NA	NA	NA	NA	NA	NA	12.975	14	5441.067	27.568	36273.783	NA	NA	3.78	0.761	1.823	4.305	4.205	0.737	0	0	0.429	0.792
succinate	1	2016-02-29_006.lcd	STD-0013	Unknown	NA	13.587	36048	1333	NA	NA	NA	NA	1.57396	NA	NA	NA	NA	NA	NA	12.975	14	5472.408	27.41	36482.72	NA	NA	3.779	0.761	1.824	4.3526	4.2075	0.735	0	0	0.427	0.792
succinate	1	2016-02-29_007.lcd	STD-0014	Unknown	NA	13.6	15403	569	NA	NA	NA	NA	0.67252	NA	NA	NA	NA	NA	NA	12.925	14	5402.882	27.763	36019.215	NA	NA	3.773	0.76	1.824	4.5146	4.3237	0.74	0	0	0.432	0.792
succinate	1	2016-02-29_008.lcd	STD-0015	Unknown	NA	13.611	6858	258	NA	NA	NA	NA	0.29946	NA	NA	NA	NA	NA	NA	13.025	14	5507.24	27.237	36714.935	NA	NA	3.796	0.759	1.826	4.3229	4.2293	0.734	0	0	0.426	0.792
succinate	1	2016-02-29_009.lcd	STD-0016	Unknown	NA	13.614	3142	115	NA	NA	NA	NA	0.13719	NA	NA	NA	NA	NA	NA	13.05	14.025	5468.259	27.431	36455.058	NA	NA	3.791	0.757	1.83	4.1226	4.0309	0.736	0	0	0.432	0.791
succinate	1	2016-02-29_010.lcd	S_A01	Unknown	NA	13.677	721	38	NA	NA	NA	NA	0.03149	NA	NA	NA	NA	Quant.Range(Low)	NA	13.3	13.775	803.15	186.765	5354.331	NA	NA	1.101	0.602	1.378	0.2871	0.3448	1.93	0	0	0	0.797
succinate	1	2016-02-29_011.lcd	S_A02	Unknown	NA	13.637	1065	51	NA	NA	NA	NA	0.04648	NA	NA	NA	NA	Quant.Range(Low)	NA	13.3	13.85	5796.484	25.878	38643.228	NA	NA	2.027	0.596	1.357	0.4243	0.454	0.716	0	0	0	0.794
succinate	1	2016-02-29_012.lcd	S_A03	Unknown	NA	13.618	887	42	NA	NA	NA	NA	0.03873	NA	NA	NA	NA	Quant.Range(Low)	NA	13.25	13.825	3270.99	45.858	21806.603	NA	NA	1.626	0.595	1.355	0.3836	0.4088	0.952	0	0	0	0.794
succinate	1	2016-02-29_013.lcd	S_A04	Unknown	NA	13.645	20114	776	NA	NA	NA	NA	0.87823	NA	NA	NA	NA	NA	NA	13.125	14	5299.358	28.305	35329.056	NA	NA	2.417	0.498	1.666	6.6334	5.9489	0.75	0	0	0.455	0.793
succinate	1	2016-02-29_014.lcd	S_A05	Unknown	NA	13.648	10618	369	NA	NA	NA	NA	0.46361	NA	NA	NA	NA	NA	V	13.25	14.575	5166.08	29.036	34440.533	NA	NA	0.619	0.497	1.139	2.6902	2.2189	0.76	0	0.874	0.433	0.793
succinate	1	2016-02-29_015.lcd	S_A06	Unknown	NA	13.639	5802	214	NA	NA	NA	NA	0.25335	NA	NA	NA	NA	NA	V	13.275	14.15	5384.452	27.858	35896.346	NA	NA	0.769	8.268	1.047	1.5935	1.3713	0.743	0	0	0.421	0.793
succinate	1	2016-02-29_016.lcd	S_A07	Unknown	NA	13.629	1192	55	NA	NA	NA	NA	0.05205	NA	NA	NA	NA	Quant.Range(Low)	NA	13.3	13.875	6475.116	23.166	43167.439	NA	NA	3.578	7.318	1.233	0.4447	0.4542	0.677	0	0	0	0.792
succinate	1	2016-02-29_017.lcd	S_A08	Unknown	NA	13.623	1535	72	NA	NA	NA	NA	0.06701	NA	NA	NA	NA	Quant.Range(Low)	NA	13.3	13.925	8192.197	18.31	54614.645	NA	NA	3.822	0.599	1.796	0.6161	0.6174	0.602	0	0	0.348	0.792
succinate	1	2016-02-29_018.lcd	S_A09	Unknown	NA	13.627	2084	96	NA	NA	NA	NA	0.09099	NA	NA	NA	NA	Quant.Range(Low)	NA	13.3	13.875	6894.518	21.756	45963.451	NA	NA	3.707	0.597	1.807	0.7198	0.7537	0.656	0	0	0	0.794
succinate	1	2016-02-29_019.lcd	S_A10	Unknown	NA	13.63	18883	774	NA	NA	NA	NA	0.82449	NA	NA	NA	NA	NA	NA	13.15	13.925	5410.083	27.726	36067.221	NA	NA	4.684	0.499	2.514	6.5393	6.377	0.741	0	0	0	0.792
succinate	1	2016-02-29_020.lcd	S_A11	Unknown	NA	13.641	31695	1325	NA	NA	NA	NA	1.38388	NA	NA	NA	NA	NA	NA	13.125	13.925	5490.541	27.32	36603.604	NA	NA	2.132	0.499	1.436	8.5369	8.5019	0.736	0	0	0	0.794
succinate	1	2016-02-29_021.lcd	S_A12	Unknown	NA	13.648	24539	1030	NA	NA	NA	NA	1.07146	NA	NA	NA	NA	NA	NA	13.125	13.925	5376.438	27.9	35842.922	NA	NA	2.163	0.501	1.444	7.0348	7.0786	0.745	0	0	0	0.794
succinate	1	2016-02-29_022.lcd	S_B01	Unknown	NA	13.562	1561	96	NA	NA	NA	NA	0.06814	NA	NA	NA	NA	Quant.Range(Low)	V	13.5	14	415.838	360.717	2772.256	NA	NA	0.22	0.49	1.092	0.766	1.0247	2.66	0	0	0	0.788
succinate	1	2016-02-29_023.lcd	S_B02	Unknown	NA	13.626	1645	72	NA	NA	NA	NA	0.07183	NA	NA	NA	NA	Quant.Range(Low)	NA	13.3	14.05	7641.199	19.63	50941.328	1.068	1.051	3.428	0.496	2.022	0.6781	0.6522	0.624	0.651	0.604	0.381	0.793
succinate	1	2016-02-29_024.lcd	S_B03	Unknown	NA	13.516	3561	176	NA	NA	NA	NA	0.15546	NA	NA	NA	NA	Quant.Range(Low)	V	13.4	14	860.95	174.226	5739.665	NA	NA	0.263	0.488	1.087	0	0	1.843	0	0	0	0.788
succinate	1	2016-02-29_025.lcd	S_B04	Unknown	NA	13.469	9414	337	NA	NA	NA	NA	0.41103	NA	NA	NA	NA	NA	V	13.05	13.975	5485.411	27.345	36569.404	NA	NA	0.369	0.494	1.126	1.9164	1.779	0.727	0	0	0.421	0.792
succinate	1	2016-02-29_026.lcd	S_B05	Unknown	NA	13.402	17873	634	NA	NA	NA	NA	0.78039	NA	NA	NA	NA	NA	NA	12.675	13.875	5523.526	27.157	36823.504	NA	NA	1.505	16.096	1.134	5.6481	5.1653	0.721	0	0	0.424	0.793
succinate	1	2016-02-29_027.lcd	STD-0009	Unknown	NA	13.343	463464	17059	NA	NA	NA	NA	20.23607	NA	NA	NA	NA	NA	V	12.8	13.75	5304.443	28.278	35362.951	NA	NA	3.686	33.857	1.248	4.7044	4.6387	0.733	0	0	0.426	0.791
succinate	1	2016-02-29_028.lcd	STD-0010	Unknown	NA	13.314	240779	8880	NA	NA	NA	NA	10.51307	NA	NA	NA	NA	NA	V	12.75	13.725	5358.589	27.992	35723.925	NA	NA	3.714	0.758	1.814	4.6932	4.6027	0.728	0	0	0.423	0.791
succinate	1	2016-02-29_029.lcd	STD-0016	Unknown	NA	13.274	1989	86	NA	NA	NA	NA	0.08683	NA	NA	NA	NA	NA	NA	12.725	13.5	1438.876	104.248	9592.504	NA	NA	2.523	0.751	1.83	2.4859	3.112	1.4	0	0	0	0.791
succinate	1	2016-02-29_030.lcd	S_B06	Unknown	NA	13.287	12952	458	NA	NA	NA	NA	0.56553	NA	NA	NA	NA	NA	NA	12.825	13.9	5056.09	29.667	33707.264	NA	NA	1.924	0.493	1.501	2.4995	2.3086	0.747	0	0	0.428	0.793
succinate	1	2016-02-29_031.lcd	S_B07	Unknown	NA	13.288	7836	319	NA	NA	NA	NA	0.34214	NA	NA	NA	NA	NA	V	12.925	13.625	5756.475	26.058	38376.5	NA	NA	0.782	0.495	1.128	1.9755	2.0374	0.701	0	0	0.412	0.793
succinate	1	2016-02-29_032.lcd	S_B08	Unknown	NA	13.275	22978	931	NA	NA	NA	NA	1.00327	NA	NA	NA	NA	NA	NA	12.8	13.6	5518.005	27.184	36786.701	NA	NA	1.954	0.495	1.652	5.3019	5.4085	0.715	0	0	0.425	0.793
succinate	1	2016-02-29_033.lcd	S_B09	Unknown	NA	13.25	10615	427	NA	NA	NA	NA	0.4635	NA	NA	NA	NA	NA	NA	12.85	13.6	5755.176	26.063	38367.842	NA	NA	1.888	0.494	1.648	2.7426	2.7926	0.699	0	0	0.414	0.792
succinate	1	2016-02-29_034.lcd	S_B10	Unknown	NA	13.263	13500	480	NA	NA	NA	NA	0.58945	NA	NA	NA	NA	NA	V	12.95	14.15	5318.993	28.201	35459.951	NA	NA	0.588	0.493	1.134	3.7903	3.2896	0.727	0	0	0.42	0.793
succinate	1	2016-02-29_035.lcd	S_B11	Unknown	NA	13.254	39193	1465	NA	NA	NA	NA	1.71125	NA	NA	NA	NA	NA	V	12.85	13.775	6023.887	24.901	40159.246	NA	NA	0.142	0.495	1.123	12.5807	11.03	0.683	0	0	0.395	0.793
succinate	1	2016-02-29_036.lcd	S_B12	Unknown	NA	13.237	20373	750	NA	NA	NA	NA	0.88952	NA	NA	NA	NA	NA	V	12.875	13.8	5714.005	26.251	38093.363	NA	NA	0.509	0.494	1.13	6.1991	5.5819	0.7	0	0	0.404	0.793
succinate	1	2016-02-29_037.lcd	S_C01	Unknown	NA	13.243	26731	996	NA	NA	NA	NA	1.16715	NA	NA	NA	NA	NA	V	12.825	13.825	5961.427	25.162	39742.85	NA	NA	NA	0.495	1.112	8.283	7.442	0.686	0	0	0.397	0.793
succinate	1	2016-02-29_038.lcd	S_C02	Unknown	NA	13.285	17282	674	NA	NA	NA	NA	0.75457	NA	NA	NA	NA	NA	V	12.95	13.75	6078.409	24.678	40522.727	NA	NA	0.628	0.494	1.132	5.5745	5.1433	0.682	0	0	0.392	0.792
succinate	1	2016-02-29_039.lcd	S_C03	Unknown	NA	13.364	22752	849	NA	NA	NA	NA	0.9934	NA	NA	NA	NA	NA	V	12.95	13.85	5921.343	25.332	39475.622	NA	NA	0.515	0.496	1.135	6.2544	5.8518	0.695	0	0	0.403	0.793
succinate	1	2016-02-29_040.lcd	S_C04	Unknown	NA	13.413	23378	865	NA	NA	NA	NA	1.02076	NA	NA	NA	NA	NA	V	13.025	13.925	5860.84	25.594	39072.27	NA	NA	0.202	0.494	1.124	7.4693	6.3445	0.701	0	0	0.406	0.792
succinate	1	2016-02-29_041.lcd	S_C05	Unknown	NA	13.485	10081	378	NA	NA	NA	NA	0.44018	NA	NA	NA	NA	NA	V	13.125	14.4	6039.542	24.836	40263.615	NA	NA	0.858	0.492	1.152	2.0256	1.8132	0.694	0	0.794	0.404	0.794
succinate	1	2016-02-29_042.lcd	S_C06	Unknown	NA	13.53	36366	1277	NA	NA	NA	NA	1.58783	NA	NA	NA	NA	NA	V	13.075	14.125	5570.563	26.927	37137.087	NA	NA	NA	0.494	1.12	7.2193	6.188	0.725	0	0	0.42	0.794
succinate	1	2016-02-29_043.lcd	S_C07	Unknown	NA	13.532	9711	358	NA	NA	NA	NA	0.42402	NA	NA	NA	NA	NA	V	13.15	13.925	5235.033	28.653	34900.218	NA	NA	NA	14.122	1.033	3.8328	3.2282	0.748	0	0	0.438	0.793
succinate	1	2016-02-29_044.lcd	S_C08	Unknown	NA	13.572	32979	1174	NA	NA	NA	NA	1.43996	NA	NA	NA	NA	NA	V	13.175	14.525	6014.372	24.94	40095.812	NA	NA	0.661	0.492	1.145	6.0403	5.2075	0.7	0	0.872	0.405	0.794
succinate	1	2016-02-29_045.lcd	S_C09	Unknown	NA	13.594	17413	612	NA	NA	NA	NA	0.76029	NA	NA	NA	NA	NA	V	13.225	14.5	5959.038	25.172	39726.918	NA	NA	0.753	0.492	1.148	3.1458	2.7379	0.704	0	0.915	0.407	0.794
succinate	1	2016-02-29_046.lcd	S_C10	Unknown	NA	13.591	23006	736	NA	NA	NA	NA	1.00452	NA	NA	NA	NA	NA	V	13.175	14.525	5184.738	28.931	34564.917	NA	NA	0.13	29.525	1.041	5.1486	4.0867000000000004	0.755	0	0	0.434	0.793
succinate	1	2016-02-29_047.lcd	S_C11	Unknown	NA	13.619	30668	1152	NA	NA	NA	NA	1.33907	NA	NA	NA	NA	NA	NA	12.875	14	5610.434	26.736	37402.895	NA	NA	0.6	9.78	1.133	8.4861	7.4726	0.727	0	0	0.425	0.793
succinate	1	2016-02-29_048.lcd	S_C12	Unknown	NA	13.634	27505	898	NA	NA	NA	NA	1.20095	NA	NA	NA	NA	NA	NA	12.925	14.575	5445.216	27.547	36301.443	NA	NA	2.027	0.493	1.499	4.7618	3.956	0.739	0	1.023	0.428	0.793
lactate	1	2016-02-29_053.lcd	STD-0015	Standard	2	14.329	3987	135	NA	NA	NA	NA	0.22845	0.25	-0.02155	-8.62	91.4	NA	V	14.075	15.325	4443.893	33.754	29625.954	NA	NA	0.816	0.904	1.106	3.1616	2.9107	0.86	0	0	0	0.83
lactate	1	2016-02-29_052.lcd	STD-0014	Standard	3	14.333	8474	281	NA	NA	NA	NA	0.48558	0.5	-0.01442	-2.88	97.1	NA	V	14.075	15.375	4510.552	33.255	30070.344	NA	NA	0.821	0.846	1.111	3.3279	2.9867	0.854	0	0	0	0.83
lactate	1	2016-02-29_051.lcd	STD-0013	Standard	4	14.318	15878	529	NA	NA	NA	NA	0.90987	1	-0.09013	-9.01	91	NA	NA	14.05	15.425	4589.723	32.682	30598.15	NA	NA	0.834	0.847	1.112	3.2088	2.9019	0.845	0	0	0	0.83
lactate	1	2016-02-29_050.lcd	STD-0012	Standard	5	14.3	47554	1433	NA	NA	NA	NA	2.72505	2.5	0.22505	9	109	NA	V	14.025	15.5	4138.87	36.242	27592.468	NA	NA	0.797	0.848	1.112	3.561	2.9746	0.889	0	0	0	0.831
lactate	1	2016-02-29_049.lcd	STD-0011	Standard	6	14.298	94553	2936	NA	NA	NA	NA	5.41833	5	0.41833	8.37	108.4	NA	V	14.05	15.4	4117.387	36.431	27449.247	NA	NA	0.795	33.425	1.05	3.6644	3.1719	0.891	0	0	0	0.831
lactate	1	2016-02-29_001.lcd	BLANK	Control	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lactate	1	2016-02-29_002.lcd	STD-0009	Unknown	NA	14.234	402503	12584	NA	NA	NA	NA	23.06531	NA	NA	NA	NA	NA	V	13.975	15.35	4358.623	34.415	29057.486	NA	NA	0.829	0.846	1.114	3.5531	2.9921	0.862	0	0	0	0.83
lactate	1	2016-02-29_003.lcd	STD-0010	Unknown	NA	14.246	223559	7349	NA	NA	NA	NA	12.81096	NA	NA	NA	NA	NA	NA	13.975	15.35	4529.62	33.115	30197.469	NA	NA	0.837	0.847	1.114	3.2456	2.8241	0.847	0	0	0	0.83
lactate	1	2016-02-29_004.lcd	STD-0011	Unknown	NA	14.268	113004	3552	NA	NA	NA	NA	6.47566	NA	NA	NA	NA	NA	V	14	15.375	4465.194	33.593	29767.959	NA	NA	0.834	0.848	1.114	3.4466	2.8778	0.854	0	0	0	0.83
lactate	1	2016-02-29_005.lcd	STD-0012	Unknown	NA	14.263	60380	2031	NA	NA	NA	NA	3.46003	NA	NA	NA	NA	NA	NA	14	15.375	4694.223	31.954	31294.821	NA	NA	0.849	0.847	1.113	3.0204	2.6713	0.833	0	0	0.497	0.83
lactate	1	2016-02-29_006.lcd	STD-0013	Unknown	NA	14.253	24536	844	NA	NA	NA	NA	1.40601	NA	NA	NA	NA	NA	NA	14	15.375	4770.219	31.445	31801.457	NA	NA	0.855	0.847	1.114	2.9625	2.6622	0.825	0	0	0.493	0.83
lactate	1	2016-02-29_007.lcd	STD-0014	Unknown	NA	14.265	11050	367	NA	NA	NA	NA	0.63323	NA	NA	NA	NA	NA	V	14	15.35	4605.718	32.568	30704.789	NA	NA	0.841	0.846	1.113	3.2389	2.7895	0.841	0	0	0.516	0.83
lactate	1	2016-02-29_008.lcd	STD-0015	Unknown	NA	14.272	4659	163	NA	NA	NA	NA	0.267	NA	NA	NA	NA	NA	V	14	15.425	4743.565	31.622	31623.768	NA	NA	0.847	0.845	1.113	2.9367	2.6654	0.829	0	0	0.5	0.83
lactate	1	2016-02-29_009.lcd	STD-0016	Unknown	NA	14.281	2379	75	NA	NA	NA	NA	0.13632	NA	NA	NA	NA	NA	V	14.025	15.325	4466.76	33.581	29778.397	NA	NA	0.838	0.843	1.114	3.1212	2.6473	0.855	0	0	0	0.83
lactate	1	2016-02-29_010.lcd	S_A01	Unknown	NA	14.294	68092	2360	NA	NA	NA	NA	3.90197	NA	NA	NA	NA	NA	V	13.775	15.475	6257.475	23.971	41716.5	1.416	1.375	0.465	0.674	1.12	27.0991	21.305	0.723	1.054	0.869	0.418	0.833
lactate	1	2016-02-29_011.lcd	S_A02	Unknown	NA	14.303	35540	1269	NA	NA	NA	NA	2.0366	NA	NA	NA	NA	NA	V	13.85	15.55	6412.502	23.392	42750.014	1.376	1.366	0.932	0.674	1.131	14.167	11.3587	0.714	1.01	0.85	0.414	0.833
lactate	1	2016-02-29_012.lcd	S_A03	Unknown	NA	14.302	41157	1449	NA	NA	NA	NA	2.35848	NA	NA	NA	NA	NA	V	13.825	15.5	6361.659	23.579	42411.061	1.396	1.377	0.819	0.675	1.135	17.7976	14.1069	0.717	1.031	0.864	0.416	0.834
lactate	1	2016-02-29_013.lcd	S_A04	Unknown	NA	14.299	31894	1030	NA	NA	NA	NA	1.82767	NA	NA	NA	NA	NA	V	14	15.775	5390.659	27.826	35937.727	NA	NA	0.855	0.57	1.144	10.5182	7.894	0.779	0	0	0.449	0.831
lactate	1	2016-02-29_014.lcd	S_A05	Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lactate	1	2016-02-29_015.lcd	S_A06	Unknown	NA	14.301	622	29	NA	NA	NA	NA	0.03566	NA	NA	NA	NA	Quant.Range(Low)	V	14.15	14.6	1991.544	75.318	13276.963	NA	NA	0.653	8.718	1.054	0.1709	0.1883	1.282	0	0	0	0.831
lactate	1	2016-02-29_016.lcd	S_A07	Unknown	NA	14.306	24883	884	NA	NA	NA	NA	1.42592	NA	NA	NA	NA	NA	V	13.875	15.4	6711.96	22.348	44746.403	1.465	1.44	0.984	7.731	1.056	9.2814	7.2906	0.698	1.074	0.891	0.406	0.832
