seqID	SRA_ID	BioProjectID	BioSampleID	sampleID	mouse	percent_weight	sex	FMT_input	FMT_type	Experiment	day	type	CFU	sampleType	group	shannon	nseqs	propionate	succinate	acetate	butyrate	DCA	HDCA_UDCA	CDCA	aMCA	bMCA	CA	HCA	wMCA	GLCA	GCDCA	GDCA	GHDCA	GUDCA	GCA	GHCA	TLCA	TCDCA	TDCA	THDCA_TUDCA	THCA	TaMCA_TbMCA	TCA	Acetate_nmol	Propionate_nmol	Butyrate_nmol	Isovalerate_nmol	Valerate_nmol	Hexanoate_nmol	Heptanoate_nmol	Octanoate_nmol
d1_1203_2	d1_1203_2	PRJNA1168499	SAMN44423417	d1_1203_2	1203_2	103.9548023	F	none	noFMT	HF1	1	fecal	24000000	mouse	noFMT	0.548467	12856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d1_1207_1	d1_1207_1	PRJNA1168499	SAMN44423418	d1_1207_1	1207_1	106.9651741	M	none	noFMT	HF1	1	fecal	104000000	mouse	noFMT	0.32713	13718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d1_1207_2	d1_1207_2	PRJNA1168499	SAMN44423419	d1_1207_2	1207_2	101.2987013	M	none	noFMT	HF1	1	fecal	3200000	mouse	noFMT	0.745611	11026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d1_1216_1	d1_1216_1	PRJNA1168499	SAMN44423420	d1_1216_1	1216_1	91.45728643	F	none	noFMT	HF2	1	fecal	33000000	mouse	noFMT	0.412235	11743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d1_1216_4	d1_1216_4	PRJNA1168499	SAMN44423421	d1_1216_4	1216_4	99.45054945	F	none	noFMT	HF2	1	fecal	7000000	mouse	noFMT	0.540231	15362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d1_1217_1	d1_1217_1	PRJNA1168499	SAMN44423422	d1_1217_1	1217_1	99.45355191	F	none	noFMT	HF2	1	fecal	14000000	mouse	noFMT	0.500382	17857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d1_1217_3	d1_1217_3	PRJNA1168499	SAMN44423423	d1_1217_3	1217_3	99.50738916	F	none	noFMT	HF2	1	fecal	29000000	mouse	noFMT	0.552898	19697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d1_1294_1	d1_1294_1	PRJNA1168499	SAMN44423424	d1_1294_1	1294_1	100.5076142	F	none	noFMT	HF4	1	fecal	23600000	mouse	noFMT	0.318808	19230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d1_1294_2	d1_1294_2	PRJNA1168499	SAMN44423425	d1_1294_2	1294_2	97.92746114	F	none	noFMT	HF4	1	fecal	7200000	mouse	noFMT	0.433945	17066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d4_1192_2	d4_1192_2	PRJNA1168499	SAMN44423426	d4_1192_2	1192_2	94.24778761	M	none	noFMT	HF4	4	fecal	1000000	mouse	noFMT	0.686169	31231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d4_1192_3	d4_1192_3	PRJNA1168499	SAMN44423427	d4_1192_3	1192_3	90.68825911	M	none	noFMT	HF4	4	fecal	15000000	mouse	noFMT	0.749703	42584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d4_1203_2	d4_1203_2	PRJNA1168499	SAMN44423428	d4_1203_2	1203_2	91.52542373	F	none	noFMT	HF1	4	fecal	6400000	mouse	noFMT	2.078904	16727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d4_1203_3	d4_1203_3	PRJNA1168499	SAMN44423429	d4_1203_3	1203_3	95.6043956	F	none	noFMT	HF1	4	fecal	500000	mouse	noFMT	1.962065	18682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d4_1203_4	d4_1203_4	PRJNA1168499	SAMN44423430	d4_1203_4	1203_4	92.47311828	F	none	noFMT	HF1	4	fecal	5600000	mouse	noFMT	2.149686	19140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d4_1207_1	d4_1207_1	PRJNA1168499	SAMN44423431	d4_1207_1	1207_1	93.53233831	M	none	noFMT	HF1	4	fecal	1800000	mouse	noFMT	1.753323	15917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d4_1207_2	d4_1207_2	PRJNA1168499	SAMN44423432	d4_1207_2	1207_2	93.93939394	M	none	noFMT	HF1	4	fecal	500000	mouse	noFMT	2.239037	20050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d4_1207_3	d4_1207_3	PRJNA1168499	SAMN44423433	d4_1207_3	1207_3	101.3636364	M	none	noFMT	HF1	4	fecal	100	mouse	noFMT	3.260573	21101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d4_1216_1	d4_1216_1	PRJNA1168499	SAMN44423434	d4_1216_1	1216_1	89.44723618	F	none	noFMT	HF2	4	fecal	44000000	mouse	noFMT	1.687875	16585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d4_1216_2	d4_1216_2	PRJNA1168499	SAMN44423435	d4_1216_2	1216_2	93.22033898	F	none	noFMT	HF2	4	fecal	50000000	mouse	noFMT	1.780597	21410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d4_1217_1	d4_1217_1	PRJNA1168499	SAMN44423436	d4_1217_1	1217_1	86.33879781	F	none	noFMT	HF2	4	fecal	46000000	mouse	noFMT	2.370671	18306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d4_1217_2	d4_1217_2	PRJNA1168499	SAMN44423437	d4_1217_2	1217_2	88.11881188	F	none	noFMT	HF2	4	fecal	31000000	mouse	noFMT	2.068828	15329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d4_1294_2	d4_1294_2	PRJNA1168499	SAMN44423438	d4_1294_2	1294_2	90.67357513	F	none	noFMT	HF4	4	fecal	9000000	mouse	noFMT	1.0585	8630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d4_1294_3	d4_1294_3	PRJNA1168499	SAMN44423439	d4_1294_3	1294_3	91.01796407	F	none	noFMT	HF4	4	fecal	5000000	mouse	noFMT	1.04347	30168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d7_1203_1	d7_1203_1	PRJNA1168499	SAMN44423440	d7_1203_1	1203_1	98.63945578	F	none	noFMT	HF1	7	fecal	NA	mouse	noFMT	1.283883	15877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d7_1207_3	d7_1207_3	PRJNA1168499	SAMN44423441	d7_1207_3	1207_3	104.0909091	M	none	noFMT	HF1	7	fecal	NA	mouse	noFMT	1.68674	21634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d9_1203_1	d9_1203_1	PRJNA1168499	SAMN44423442	d9_1203_1	1203_1	98.63945578	F	none	noFMT	HF1	9	fecal	100	mouse	noFMT	1.452603	17214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d9_1203_2	d9_1203_2	PRJNA1168499	SAMN44423443	d9_1203_2	1203_2	95.48022599	F	none	noFMT	HF1	9	fecal	100	mouse	noFMT	1.450453	23839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d9_1203_3	d9_1203_3	PRJNA1168499	SAMN44423444	d9_1203_3	1203_3	97.8021978	F	none	noFMT	HF1	9	fecal	100	mouse	noFMT	1.470483	22288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d9_1207_1	d9_1207_1	PRJNA1168499	SAMN44423445	d9_1207_1	1207_1	103.4825871	M	none	noFMT	HF1	9	fecal	100	mouse	noFMT	1.429263	19592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d9_1207_2	d9_1207_2	PRJNA1168499	SAMN44423446	d9_1207_2	1207_2	106.4935065	M	none	noFMT	HF1	9	fecal	100	mouse	noFMT	1.42217	24351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d9_1207_3	d9_1207_3	PRJNA1168499	SAMN44423447	d9_1207_3	1207_3	102.7272727	M	none	noFMT	HF1	9	fecal	100	mouse	noFMT	1.697019	20322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d9_1216_1	d9_1216_1	PRJNA1168499	SAMN44423448	d9_1216_1	1216_1	96.98492462	F	none	noFMT	HF2	9	fecal	0	mouse	noFMT	1.030752	18539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d9_1216_4	d9_1216_4	PRJNA1168499	SAMN44423449	d9_1216_4	1216_4	97.25274725	F	none	noFMT	HF2	9	fecal	0	mouse	noFMT	1.027253	13794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d9_1217_1	d9_1217_1	PRJNA1168499	SAMN44423450	d9_1217_1	1217_1	95.6284153	F	none	noFMT	HF2	9	fecal	0	mouse	noFMT	1.055417	16227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d9_1217_2	d9_1217_2	PRJNA1168499	SAMN44423451	d9_1217_2	1217_2	96.03960396	F	none	noFMT	HF2	9	fecal	0	mouse	noFMT	1.103373	16253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d11_1192_1	d11_1192_1	PRJNA1168499	SAMN44423452	d11_1192_1	1192_1	105.6521739	M	none	noFMT	HF4	11	fecal	0	mouse	noFMT	0.650367	15134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d11_1192_2	d11_1192_2	PRJNA1168499	SAMN44423453	d11_1192_2	1192_2	107.079646	M	none	noFMT	HF4	11	fecal	0	mouse	noFMT	0.838275	15917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d11_1203_1	d11_1203_1	PRJNA1168499	SAMN44423454	d11_1203_1	1203_1	100	F	none	noFMT	HF1	11	fecal	100	mouse	noFMT	1.3851	22928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d11_1203_2	d11_1203_2	PRJNA1168499	SAMN44423455	d11_1203_2	1203_2	100	F	none	noFMT	HF1	11	fecal	100	mouse	noFMT	1.529689	18349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d11_1203_3	d11_1203_3	PRJNA1168499	SAMN44423456	d11_1203_3	1203_3	95.6043956	F	none	noFMT	HF1	11	fecal	100	mouse	noFMT	1.6531	14632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d11_1203_4	d11_1203_4	PRJNA1168499	SAMN44423457	d11_1203_4	1203_4	102.688172	F	none	noFMT	HF1	11	fecal	100	mouse	noFMT	1.558417	20249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d11_1207_1	d11_1207_1	PRJNA1168499	SAMN44423458	d11_1207_1	1207_1	102.9850746	M	none	noFMT	HF1	11	fecal	100	mouse	noFMT	1.728904	18331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d11_1207_2	d11_1207_2	PRJNA1168499	SAMN44423459	d11_1207_2	1207_2	106.9264069	M	none	noFMT	HF1	11	fecal	100	mouse	noFMT	1.598324	19541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d11_1207_3	d11_1207_3	PRJNA1168499	SAMN44423460	d11_1207_3	1207_3	104.0909091	M	none	noFMT	HF1	11	fecal	100	mouse	noFMT	1.682508	26543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d11_1207_4	d11_1207_4	PRJNA1168499	SAMN44423461	d11_1207_4	1207_4	112.2727273	M	none	noFMT	HF1	11	fecal	100	mouse	noFMT	1.559977	20920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d11_1216_1	d11_1216_1	PRJNA1168499	SAMN44423462	d11_1216_1	1216_1	99.49748744	F	none	noFMT	HF2	11	fecal	0	mouse	noFMT	1.0654	17504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d11_1216_2	d11_1216_2	PRJNA1168499	SAMN44423463	d11_1216_2	1216_2	97.74011299	F	none	noFMT	HF2	11	fecal	0	mouse	noFMT	1.064456	14123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d11_1217_2	d11_1217_2	PRJNA1168499	SAMN44423464	d11_1217_2	1217_2	100	F	none	noFMT	HF2	11	fecal	0	mouse	noFMT	1.084789	16903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d11_1217_3	d11_1217_3	PRJNA1168499	SAMN44423465	d11_1217_3	1217_3	97.04433498	F	none	noFMT	HF2	11	fecal	0	mouse	noFMT	0.992902	17512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d11_1294_1	d11_1294_1	PRJNA1168499	SAMN44423466	d11_1294_1	1294_1	98.47715736	F	none	noFMT	HF4	11	fecal	0	mouse	noFMT	0.312609	13109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d11_1294_2	d11_1294_2	PRJNA1168499	SAMN44423467	d11_1294_2	1294_2	98.96373057	F	none	noFMT	HF4	11	fecal	0	mouse	noFMT	0.792095	16828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d12_1203_1	d12_1203_1	PRJNA1168499	SAMN44423468	d12_1203_1	1203_1	101.3605442	F	none	noFMT	HF1	12	fecal	8000	mouse	noFMT	1.380875	18184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d12_1203_2	d12_1203_2	PRJNA1168499	SAMN44423469	d12_1203_2	1203_2	102.259887	F	none	noFMT	HF1	12	fecal	52000	mouse	noFMT	1.39823	22079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d12_1203_3	d12_1203_3	PRJNA1168499	SAMN44423470	d12_1203_3	1203_3	98.9010989	F	none	noFMT	HF1	12	fecal	32000	mouse	noFMT	1.557826	14158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d12_1203_4	d12_1203_4	PRJNA1168499	SAMN44423471	d12_1203_4	1203_4	102.688172	F	none	noFMT	HF1	12	fecal	44000	mouse	noFMT	1.580557	19135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d12_1207_1	d12_1207_1	PRJNA1168499	SAMN44423472	d12_1207_1	1207_1	103.9800995	M	none	noFMT	HF1	12	fecal	6600000	mouse	noFMT	1.783226	20111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d12_1207_2	d12_1207_2	PRJNA1168499	SAMN44423473	d12_1207_2	1207_2	106.0606061	M	none	noFMT	HF1	12	fecal	156000	mouse	noFMT	1.795756	23934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d12_1207_3	d12_1207_3	PRJNA1168499	SAMN44423474	d12_1207_3	1207_3	103.1818182	M	none	noFMT	HF1	12	fecal	NA	mouse	noFMT	1.408539	18425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d12_1207_4	d12_1207_4	PRJNA1168499	SAMN44423475	d12_1207_4	1207_4	114.0909091	M	none	noFMT	HF1	12	fecal	7900000	mouse	noFMT	1.417091	17744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1203_1	d13_1203_1	PRJNA1168499	SAMN44423476	d13_1203_1	1203_1	102.7210884	F	none	noFMT	HF1	13	fecal	43000000	mouse	noFMT	1.471962	19699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1203_2	d13_1203_2	PRJNA1168499	SAMN44423477	d13_1203_2	1203_2	101.6949153	F	none	noFMT	HF1	13	fecal	34000000	mouse	noFMT	1.468341	18964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1203_3	d13_1203_3	PRJNA1168499	SAMN44423478	d13_1203_3	1203_3	99.45054945	F	none	noFMT	HF1	13	fecal	20000000	mouse	noFMT	1.622515	25395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1203_4	d13_1203_4	PRJNA1168499	SAMN44423479	d13_1203_4	1203_4	98.92473118	F	none	noFMT	HF1	13	fecal	11000000	mouse	noFMT	1.621503	18575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1207_1	d13_1207_1	PRJNA1168499	SAMN44423480	d13_1207_1	1207_1	105.4726368	M	none	noFMT	HF1	13	fecal	26500000	mouse	noFMT	1.591601	22626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1207_2	d13_1207_2	PRJNA1168499	SAMN44423481	d13_1207_2	1207_2	101.7316017	M	none	noFMT	HF1	13	fecal	6400000	mouse	noFMT	1.623137	17608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1207_3	d13_1207_3	PRJNA1168499	SAMN44423482	d13_1207_3	1207_3	106.3636364	M	none	noFMT	HF1	13	fecal	38700000	mouse	noFMT	1.827687	20841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1207_4	d13_1207_4	PRJNA1168499	SAMN44423483	d13_1207_4	1207_4	114.0909091	M	none	noFMT	HF1	13	fecal	NA	mouse	noFMT	1.62203	21465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1216_1	d13_1216_1	PRJNA1168499	SAMN44423484	d13_1216_1	1216_1	95.47738693	F	none	noFMT	HF2	13	fecal	72000000	mouse	noFMT	1.184635	35676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1216_2	d13_1216_2	PRJNA1168499	SAMN44423485	d13_1216_2	1216_2	96.04519774	F	none	noFMT	HF2	13	fecal	45000000	mouse	noFMT	1.253314	27173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1216_4	d13_1216_4	PRJNA1168499	SAMN44423486	d13_1216_4	1216_4	98.35164835	F	none	noFMT	HF2	13	fecal	108000000	mouse	noFMT	1.296737	37154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d13_1217_2	d13_1217_2	PRJNA1168499	SAMN44423487	d13_1217_2	1217_2	91.58415842	F	none	noFMT	HF2	13	fecal	NA	mouse	noFMT	1.075851	31010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
