seqID	BioProjectID	BioSampleID	sampleID	mouse	percent_weight	sex	FMT_input	FMT_type	Experiment	day	type	CFU	sampleType	group	shannon	nseqs
d11_1209_1	PRJNA1168499	SAMN44423144	d11_1209_1	1209_1	103.9473684	F	yWT	mFMT	HF1	11	fecal	100	mouse	mFMT	1.877862	21154
d11_1209_2	PRJNA1168499	SAMN44423145	d11_1209_2	1209_2	98.20359281	F	yWT	mFMT	HF1	11	fecal	100	mouse	mFMT	1.899022	19357
d11_1209_3	PRJNA1168499	SAMN44423146	d11_1209_3	1209_3	101.25	F	yWT	mFMT	HF1	11	fecal	100	mouse	mFMT	1.897344	21916
d11_1209_4	PRJNA1168499	SAMN44423147	d11_1209_4	1209_4	101.8987342	F	yWT	mFMT	HF1	11	fecal	100	mouse	mFMT	1.607628	23762
d11_1275_1	PRJNA1168499	SAMN44423148	d11_1275_1	1275_1	102.1505376	F	yWT	mFMT	HF3	11	fecal	0	mouse	mFMT	0.223574	8376
d11_1275_2	PRJNA1168499	SAMN44423149	d11_1275_2	1275_2	101.0695187	F	yWT	mFMT	HF3	11	fecal	0	mouse	mFMT	0.231228	32037
d11_1802_1	PRJNA1168499	SAMN44423150	d11_1802_1	1802_1	103.7735849	F	yWT	mFMT	HF8	11	fecal	0	mouse	mFMT	1.090409	25433
d11_1802_2	PRJNA1168499	SAMN44423151	d11_1802_2	1802_2	98.19277108	F	yWT	mFMT	HF8	11	fecal	0	mouse	mFMT	1.055058	33981
d11_1803_2	PRJNA1168499	SAMN44423152	d11_1803_2	1803_2	103.75	F	yWT	mFMT	HF8	11	fecal	20000	mouse	mFMT	1.142565	21956
d11_1840_1	PRJNA1168499	SAMN44423153	d11_1840_1	1840_1	102.0905923	M	yWT	mFMT	HF9	11	fecal	0	mouse	mFMT	1.106202	25116
d11_1840_2	PRJNA1168499	SAMN44423154	d11_1840_2	1840_2	102.1428571	M	yWT	mFMT	HF9	11	fecal	0	mouse	mFMT	1.110968	24828
d11_1840_3	PRJNA1168499	SAMN44423155	d11_1840_3	1840_3	98.15498155	M	yWT	mFMT	HF9	11	fecal	0	mouse	mFMT	1.094541	27584
d11_1901_1	PRJNA1168499	SAMN44423156	d11_1901_1	1901_1	97.82608696	F	yWT	mFMT	HF10	11	fecal	0	mouse	mFMT	0.027285	34212
d11_1901_3	PRJNA1168499	SAMN44423157	d11_1901_3	1901_3	94.57013575	F	yWT	mFMT	HF10	11	fecal	0	mouse	mFMT	0.013457	25774
d11_1901_4	PRJNA1168499	SAMN44423158	d11_1901_4	1901_4	102.1367521	F	yWT	mFMT	HF10	11	fecal	0	mouse	mFMT	0.047339	35542
d12_1205_2	PRJNA1168499	SAMN44423159	d12_1205_2	1205_2	98.2832618	M	yWT	mFMT	HF1	12	fecal	13300000	mouse	mFMT	2.305953	16929
d12_1205_3	PRJNA1168499	SAMN44423160	d12_1205_3	1205_3	95.74468085	M	yWT	mFMT	HF1	12	fecal	30100000	mouse	mFMT	2.233102	16733
d12_1205_4	PRJNA1168499	SAMN44423161	d12_1205_4	1205_4	105.2401747	M	yWT	mFMT	HF1	12	fecal	2000000	mouse	mFMT	1.891049	21736
d12_1209_1	PRJNA1168499	SAMN44423162	d12_1209_1	1209_1	100.6578947	F	yWT	mFMT	HF1	12	fecal	100	mouse	mFMT	2.783348	18702
d12_1209_2	PRJNA1168499	SAMN44423163	d12_1209_2	1209_2	96.40718563	F	yWT	mFMT	HF1	12	fecal	6000	mouse	mFMT	2.789626	21936
d12_1209_3	PRJNA1168499	SAMN44423164	d12_1209_3	1209_3	98.75	F	yWT	mFMT	HF1	12	fecal	4000	mouse	mFMT	2.670098	19520
d12_1209_4	PRJNA1168499	SAMN44423165	d12_1209_4	1209_4	101.8987342	F	yWT	mFMT	HF1	12	fecal	2500000	mouse	mFMT	2.737459	17914
d13_1205_2	PRJNA1168499	SAMN44423166	d13_1205_2	1205_2	100.8583691	M	yWT	mFMT	HF1	13	fecal	43000000	mouse	mFMT	2.095808	17516
d13_1205_3	PRJNA1168499	SAMN44423167	d13_1205_3	1205_3	96.59574468	M	yWT	mFMT	HF1	13	fecal	13900000	mouse	mFMT	2.295721	14146
d13_1209_1	PRJNA1168499	SAMN44423168	d13_1209_1	1209_1	99.34210526	F	yWT	mFMT	HF1	13	fecal	41000000	mouse	mFMT	2.439485	14233
d13_1209_2	PRJNA1168499	SAMN44423169	d13_1209_2	1209_2	94.61077844	F	yWT	mFMT	HF1	13	fecal	19000000	mouse	mFMT	2.456064	13000
d13_1209_3	PRJNA1168499	SAMN44423170	d13_1209_3	1209_3	101.25	F	yWT	mFMT	HF1	13	fecal	12000000	mouse	mFMT	2.572554	11362
d13_1802_1	PRJNA1168499	SAMN44423171	d13_1802_1	1802_1	101.8867925	F	yWT	mFMT	HF8	13	fecal	150000	mouse	mFMT	2.634475	10512
d13_1802_2	PRJNA1168499	SAMN44423172	d13_1802_2	1802_2	100.6024096	F	yWT	mFMT	HF8	13	fecal	200000	mouse	mFMT	2.776127	21831
d13_1802_3	PRJNA1168499	SAMN44423173	d13_1802_3	1802_3	97.09302326	F	yWT	mFMT	HF8	13	fecal	190000	mouse	mFMT	2.440094	21038
d13_1803_2	PRJNA1168499	SAMN44423174	d13_1803_2	1803_2	102.5	F	yWT	mFMT	HF8	13	fecal	150000	mouse	mFMT	2.180038	12982
d13_1840_1	PRJNA1168499	SAMN44423175	d13_1840_1	1840_1	100	M	yWT	mFMT	HF9	13	fecal	170000000	mouse	mFMT	2.380685	18262
d13_1840_2	PRJNA1168499	SAMN44423176	d13_1840_2	1840_2	97.85714286	M	yWT	mFMT	HF9	13	fecal	300000000	mouse	mFMT	2.392968	18402
d13_1840_3	PRJNA1168499	SAMN44423177	d13_1840_3	1840_3	100.7380074	M	yWT	mFMT	HF9	13	fecal	360000000	mouse	mFMT	2.370487	20885
d13_1901_1	PRJNA1168499	SAMN44423178	d13_1901_1	1901_1	94.56521739	F	yWT	mFMT	HF10	13	fecal	320000000	mouse	mFMT	2.645854	28011
d13_1901_3	PRJNA1168499	SAMN44423179	d13_1901_3	1901_3	93.21266968	F	yWT	mFMT	HF10	13	fecal	284000000	mouse	mFMT	2.649655	27514
d13_1901_4	PRJNA1168499	SAMN44423180	d13_1901_4	1901_4	97.43589744	F	yWT	mFMT	HF10	13	fecal	472000000	mouse	mFMT	2.78051	28812
d16_1191_1	PRJNA1168499	SAMN44423181	d16_1191_1	1191_1	97.04433498	F	yWT	mFMT	HF3	16	fecal	6000	mouse	mFMT	2.742573	4126
d16_1191_3	PRJNA1168499	SAMN44423182	d16_1191_3	1191_3	96.82539683	F	yWT	mFMT	HF3	16	fecal	158000	mouse	mFMT	2.983914	21222
d16_1205_2	PRJNA1168499	SAMN44423183	d16_1205_2	1205_2	98.2832618	M	yWT	mFMT	HF1	16	fecal	44000	mouse	mFMT	3.013672	13827
d16_1205_3	PRJNA1168499	SAMN44423184	d16_1205_3	1205_3	102.5531915	M	yWT	mFMT	HF1	16	fecal	52000	mouse	mFMT	3.254781	14424
d16_1205_4	PRJNA1168499	SAMN44423185	d16_1205_4	1205_4	103.0567686	M	yWT	mFMT	HF1	16	fecal	10000	mouse	mFMT	2.919782	13227
d16_1209_1	PRJNA1168499	SAMN44423186	d16_1209_1	1209_1	105.2631579	F	yWT	mFMT	HF1	16	fecal	6000	mouse	mFMT	2.77545	14442
d16_1209_2	PRJNA1168499	SAMN44423187	d16_1209_2	1209_2	101.1976048	F	yWT	mFMT	HF1	16	fecal	10000	mouse	mFMT	2.766948	11089
d16_1209_3	PRJNA1168499	SAMN44423188	d16_1209_3	1209_3	103.75	F	yWT	mFMT	HF1	16	fecal	8000	mouse	mFMT	2.97217	12485
d16_1209_4	PRJNA1168499	SAMN44423189	d16_1209_4	1209_4	106.9620253	F	yWT	mFMT	HF1	16	fecal	100	mouse	mFMT	3.395175	14569
d16_1275_1	PRJNA1168499	SAMN44423190	d16_1275_1	1275_1	109.1397849	F	yWT	mFMT	HF3	16	fecal	0	mouse	mFMT	2.755927	5518
d16_1275_2	PRJNA1168499	SAMN44423191	d16_1275_2	1275_2	104.2780749	F	yWT	mFMT	HF3	16	fecal	8000	mouse	mFMT	2.819371	9564
d16_1275_3	PRJNA1168499	SAMN44423192	d16_1275_3	1275_3	108.3798883	F	yWT	mFMT	HF3	16	fecal	2000	mouse	mFMT	2.831036	23612
d16_1840_1	PRJNA1168499	SAMN44423193	d16_1840_1	1840_1	101.7421603	M	yWT	mFMT	HF9	16	fecal	5200000	mouse	mFMT	3.419735	25014
d16_1840_2	PRJNA1168499	SAMN44423194	d16_1840_2	1840_2	105	M	yWT	mFMT	HF9	16	fecal	200000	mouse	mFMT	3.497384	19240
d16_1840_3	PRJNA1168499	SAMN44423195	d16_1840_3	1840_3	99.63099631	M	yWT	mFMT	HF9	16	fecal	200000	mouse	mFMT	3.872269	18100
d16_1901_1	PRJNA1168499	SAMN44423196	d16_1901_1	1901_1	94.02173913	F	yWT	mFMT	HF10	16	fecal	3200000	mouse	mFMT	3.720921	23875
d16_1901_3	PRJNA1168499	SAMN44423197	d16_1901_3	1901_3	94.11764706	F	yWT	mFMT	HF10	16	fecal	360000	mouse	mFMT	3.388475	22775
d16_1901_4	PRJNA1168499	SAMN44423198	d16_1901_4	1901_4	100.4273504	F	yWT	mFMT	HF10	16	fecal	1960000	mouse	mFMT	3.411223	20327
d18_1802_1	PRJNA1168499	SAMN44423199	d18_1802_1	1802_1	108.8050314	F	yWT	mFMT	HF8	18	fecal	2000000	mouse	mFMT	2.662394	19629
d18_1802_2	PRJNA1168499	SAMN44423200	d18_1802_2	1802_2	101.2048193	F	yWT	mFMT	HF8	18	fecal	60000	mouse	mFMT	3.164434	12662
d18_1802_3	PRJNA1168499	SAMN44423201	d18_1802_3	1802_3	102.3255814	F	yWT	mFMT	HF8	18	fecal	360000	mouse	mFMT	3.522974	18854
d18_1840_1	PRJNA1168499	SAMN44423202	d18_1840_1	1840_1	98.60627178	M	yWT	mFMT	HF9	18	fecal	300000	mouse	mFMT	4.085083	14320
d18_1840_2	PRJNA1168499	SAMN44423203	d18_1840_2	1840_2	102.5	M	yWT	mFMT	HF9	18	fecal	40000	mouse	mFMT	3.704947	16045
d18_1840_3	PRJNA1168499	SAMN44423204	d18_1840_3	1840_3	97.78597786	M	yWT	mFMT	HF9	18	fecal	100000	mouse	mFMT	4.166099	20501
d18_1901_1	PRJNA1168499	SAMN44423205	d18_1901_1	1901_1	95.65217391	F	yWT	mFMT	HF10	18	fecal	80000	mouse	mFMT	3.514224	26285
d18_1901_3	PRJNA1168499	SAMN44423206	d18_1901_3	1901_3	92.760181	F	yWT	mFMT	HF10	18	fecal	0	mouse	mFMT	3.933163	18357
d18_1901_4	PRJNA1168499	SAMN44423207	d18_1901_4	1901_4	100	F	yWT	mFMT	HF10	18	fecal	20000	mouse	mFMT	3.650643	20978
d19_1191_1	PRJNA1168499	SAMN44423208	d19_1191_1	1191_1	100.4926108	F	yWT	mFMT	HF3	19	fecal	0	mouse	mFMT	2.063696	22503
d19_1191_2	PRJNA1168499	SAMN44423209	d19_1191_2	1191_2	100	F	yWT	mFMT	HF3	19	fecal	0	mouse	mFMT	2.892377	8191
d19_1191_3	PRJNA1168499	SAMN44423210	d19_1191_3	1191_3	98.94179894	F	yWT	mFMT	HF3	19	fecal	0	mouse	mFMT	2.578575	27086
d19_1205_2	PRJNA1168499	SAMN44423211	d19_1205_2	1205_2	107.2961373	M	yWT	mFMT	HF1	19	fecal	100	mouse	mFMT	2.729703	13280
d19_1205_3	PRJNA1168499	SAMN44423212	d19_1205_3	1205_3	102.5531915	M	yWT	mFMT	HF1	19	fecal	100	mouse	mFMT	2.8387	17918
d19_1205_4	PRJNA1168499	SAMN44423213	d19_1205_4	1205_4	109.1703057	M	yWT	mFMT	HF1	19	fecal	100	mouse	mFMT	2.76303	13398
d19_1209_1	PRJNA1168499	SAMN44423214	d19_1209_1	1209_1	108.5526316	F	yWT	mFMT	HF1	19	fecal	100	mouse	mFMT	3.123868	14275
d19_1209_2	PRJNA1168499	SAMN44423215	d19_1209_2	1209_2	102.3952096	F	yWT	mFMT	HF1	19	fecal	100	mouse	mFMT	2.854171	17506
d19_1209_3	PRJNA1168499	SAMN44423216	d19_1209_3	1209_3	103.125	F	yWT	mFMT	HF1	19	fecal	100	mouse	mFMT	2.634389	15815
d19_1209_4	PRJNA1168499	SAMN44423217	d19_1209_4	1209_4	106.3291139	F	yWT	mFMT	HF1	19	fecal	100	mouse	mFMT	3.157492	16108
d19_1275_1	PRJNA1168499	SAMN44423218	d19_1275_1	1275_1	104.8387097	F	yWT	mFMT	HF3	19	fecal	0	mouse	mFMT	2.89139	20204
d19_1275_2	PRJNA1168499	SAMN44423219	d19_1275_2	1275_2	102.1390374	F	yWT	mFMT	HF3	19	fecal	0	mouse	mFMT	2.962046	27652
d19_1275_3	PRJNA1168499	SAMN44423220	d19_1275_3	1275_3	105.027933	F	yWT	mFMT	HF3	19	fecal	0	mouse	mFMT	2.871885	3250
c21_1840_1	PRJNA1168499	SAMN44423221	d21_1840_1	1840_1	102.0905923	M	yWT	mFMT	HF9	21	cecal	0	mouse	mFMT	3.596986	19748
c21_1840_2	PRJNA1168499	SAMN44423222	d21_1840_2	1840_2	104.6428571	M	yWT	mFMT	HF9	21	cecal	0	mouse	mFMT	3.753374	13754
c21_1840_3	PRJNA1168499	SAMN44423223	d21_1840_3	1840_3	99.26199262	M	yWT	mFMT	HF9	21	cecal	0	mouse	mFMT	4.105383	13207
c21_1901_1	PRJNA1168499	SAMN44423224	d21_1901_1	1901_1	94.02173913	F	yWT	mFMT	HF10	21	cecal	20000	mouse	mFMT	3.924648	20098
c21_1901_3	PRJNA1168499	SAMN44423225	d21_1901_3	1901_3	91.40271493	F	yWT	mFMT	HF10	21	cecal	0	mouse	mFMT	4.018842	19531
c21_1901_4	PRJNA1168499	SAMN44423226	d21_1901_4	1901_4	100.4273504	F	yWT	mFMT	HF10	21	cecal	20000	mouse	mFMT	3.914597	18483
cecal_d21_1205_2	PRJNA1168499	SAMN44423227	d21_1205_2	1205_2	107.2961373	M	yWT	mFMT	HF1	21	cecal	100	mouse	mFMT	3.79438	21172
cecal_d21_1205_3	PRJNA1168499	SAMN44423228	d21_1205_3	1205_3	102.9787234	M	yWT	mFMT	HF1	21	cecal	100	mouse	mFMT	3.791789	20527
cecal_d21_1205_4	PRJNA1168499	SAMN44423229	d21_1205_4	1205_4	110.0436681	M	yWT	mFMT	HF1	21	cecal	100	mouse	mFMT	3.816773	21935
cecal_d21_1209_1	PRJNA1168499	SAMN44423230	d21_1209_1	1209_1	105.2631579	F	yWT	mFMT	HF1	21	cecal	13000	mouse	mFMT	3.695077	22363
cecal_d21_1209_2	PRJNA1168499	SAMN44423231	d21_1209_2	1209_2	99.4011976	F	yWT	mFMT	HF1	21	cecal	100	mouse	mFMT	3.906008	20384
cecal_d21_1209_3	PRJNA1168499	SAMN44423232	d21_1209_3	1209_3	105	F	yWT	mFMT	HF1	21	cecal	100	mouse	mFMT	3.35424	24835
cecal_d21_1209_4	PRJNA1168499	SAMN44423233	d21_1209_4	1209_4	105.0632911	F	yWT	mFMT	HF1	21	cecal	100	mouse	mFMT	3.782791	21212
cecal_d21_1802_1	PRJNA1168499	SAMN44423234	d21_1802_1	1802_1	106.2893082	F	yWT	mFMT	HF8	21	cecal	0	mouse	mFMT	3.594055	22893
cecal_d21_1802_2	PRJNA1168499	SAMN44423235	d21_1802_2	1802_2	100	F	yWT	mFMT	HF8	21	cecal	0	mouse	mFMT	3.680341	12820
cecal_d21_1802_3	PRJNA1168499	SAMN44423236	d21_1802_3	1802_3	102.3255814	F	yWT	mFMT	HF8	21	cecal	0	mouse	mFMT	3.603749	17148
cecal_d21_1803_2	PRJNA1168499	SAMN44423237	d21_1803_1	1803_1	NA	F	yWT	mFMT	HF8	21	cecal	NA	mouse	mFMT	3.778572	20109
d32_1191_1	PRJNA1168499	SAMN44423238	d32_1191_1	1191_1	107.8817734	F	yWT	mFMT	HF3	32	fecal	NA	mouse	mFMT	2.957964	38977
d32_1191_2	PRJNA1168499	SAMN44423239	d32_1191_2	1191_2	107.7669903	F	yWT	mFMT	HF3	32	fecal	0	mouse	mFMT	3.56548	26627
d32_1275_1	PRJNA1168499	SAMN44423240	d32_1275_1	1275_1	110.7526882	F	yWT	mFMT	HF3	32	fecal	0	mouse	mFMT	3.402607	11608
d32_1275_2	PRJNA1168499	SAMN44423241	d32_1275_2	1275_2	111.7647059	F	yWT	mFMT	HF3	32	fecal	0	mouse	mFMT	3.18719	25346
d32_1275_3	PRJNA1168499	SAMN44423242	d32_1275_3	1275_3	115.0837989	F	yWT	mFMT	HF3	32	fecal	0	mouse	mFMT	3.259573	36976
d41_1191_1	PRJNA1168499	SAMN44423243	d41_1191_1	1191_1	111.8226601	F	yWT	mFMT	HF3	41	fecal	1000	mouse	mFMT	2.704021	36700
d41_1191_2	PRJNA1168499	SAMN44423244	d41_1191_2	1191_2	112.6213592	F	yWT	mFMT	HF3	41	fecal	0	mouse	mFMT	2.583421	57194
d41_1191_3	PRJNA1168499	SAMN44423245	d41_1191_3	1191_3	109.5238095	F	yWT	mFMT	HF3	41	fecal	1000	mouse	mFMT	3.312872	44967
d41_1275_1	PRJNA1168499	SAMN44423246	d41_1275_1	1275_1	117.7419355	F	yWT	mFMT	HF3	41	fecal	0	mouse	mFMT	3.702208	11068
d41_1275_2	PRJNA1168499	SAMN44423247	d41_1275_2	1275_2	113.9037433	F	yWT	mFMT	HF3	41	fecal	0	mouse	mFMT	3.399549	17089
d41_1275_3	PRJNA1168499	SAMN44423248	d41_1275_3	1275_3	118.9944134	F	yWT	mFMT	HF3	41	fecal	0	mouse	mFMT	3.372654	30492
cecal_1191_2	PRJNA1168499	SAMN44423249	d42_1191_2	1191_2	NA	F	yWT	mFMT	HF3	42	cecal	0	mouse	mFMT	2.847035	16044
cecal_1191_3	PRJNA1168499	SAMN44423250	d42_1191_3	1191_3	NA	F	yWT	mFMT	HF3	42	cecal	0	mouse	mFMT	2.95873	13406
cecal_1275_1	PRJNA1168499	SAMN44423251	d42_1275_1	1275_1	NA	F	yWT	mFMT	HF3	42	cecal	0	mouse	mFMT	3.224041	12304
cecal_1275_2	PRJNA1168499	SAMN44423252	d42_1275_2	1275_2	NA	F	yWT	mFMT	HF3	42	cecal	0	mouse	mFMT	3.491384	11770
cecal_1275_4	PRJNA1168499	SAMN44423253	d42_1275_4	1275_4	NA	F	yWT	mFMT	HF3	42	cecal	0	mouse	mFMT	3.73277	14662
FMT_untreatedWT1	PRJNA1168499	SAMN44423254	FMT_untreatedWT1	NA	NA	NA	yWT	mFMT	HF3	NA	fecal	NA	FMTinput	mFMT	3.5058	24172
FMT_untreatedWT2	PRJNA1168499	SAMN44423255	FMT_untreatedWT2	NA	NA	NA	yWT	mFMT	HF3	NA	fecal	NA	FMTinput	mFMT	3.638046	23467
FMT4_1	PRJNA1168499	SAMN44423256	FMT4_1	NA	NA	NA	yWT	mFMT	HF3	NA	fecal	NA	FMTinput	mFMT	3.531654	67925
HF10_mFMT	PRJNA1168499	SAMN44423257	HF10_mFMT	NA	NA	NA	yWT	mFMT	HF10	NA	fecal	NA	FMTinput	mFMT	4.320436	21406
HF8_myFMT_regular	PRJNA1168499	SAMN44423258	HF8_myFMT_regular	NA	NA	NA	yWT	mFMT	HF8	NA	fecal	NA	FMTinput	mFMT	3.738848	16139
HF9_mFMT	PRJNA1168499	SAMN44423259	HF9_mFMT	NA	NA	NA	yWT	mFMT	HF9	NA	fecal	NA	FMTinput	mFMT	4.098489	17384
mouseFMT_exp1	PRJNA1168499	SAMN44423260	mouseFMT_exp1	NA	NA	NA	yWT	mFMT	HF1	NA	fecal	NA	FMTinput	mFMT	3.811297	17931
dn7_1268_1	PRJNA1168499	SAMN44423261	dn7_1268_1	1268_1	96.04743083	M	yWT_spore	mFMT	HF3	-7	fecal	NA	mouse	mFMT_other	3.752294	27698
dn7_1269_1	PRJNA1168499	SAMN44423262	dn7_1269_1	1269_1	101.5873016	M	rWT	mFMT	HF3	-7	fecal	NA	mouse	mFMT_other	3.701947	18258
dn7_1269_2	PRJNA1168499	SAMN44423263	dn7_1269_2	1269_2	98.12734082	M	rWT	mFMT	HF3	-7	fecal	NA	mouse	mFMT_other	3.83675	20519
dn7_1270_1	PRJNA1168499	SAMN44423264	dn7_1270_1	1270_1	93.08510638	F	yWT_spore	mFMT	HF3	-7	fecal	NA	mouse	mFMT_other	3.53779	20074
dn7_1270_2	PRJNA1168499	SAMN44423265	dn7_1270_2	1270_2	91.05263158	F	yWT_spore	mFMT	HF3	-7	fecal	NA	mouse	mFMT_other	3.442992	18840
dn7_1271_1	PRJNA1168499	SAMN44423266	dn7_1271_1	1271_1	96.23655914	F	rWT	mFMT	HF3	-7	fecal	NA	mouse	mFMT_other	3.518014	22690
dn7_1271_2	PRJNA1168499	SAMN44423267	dn7_1271_2	1271_2	95.13513514	F	rWT	mFMT	HF3	-7	fecal	NA	mouse	mFMT_other	3.455477	33353
dn7_1271_3	PRJNA1168499	SAMN44423268	dn7_1271_3	1271_3	95.02762431	F	rWT	mFMT	HF3	-7	fecal	NA	mouse	mFMT_other	3.525487	19033
dn7_1272_2	PRJNA1168499	SAMN44423269	dn7_1272_2	1272_2	93.75	F	yRag	mFMT	HF3	-7	fecal	NA	mouse	mFMT_other	3.276397	26838
dn7_1273_1	PRJNA1168499	SAMN44423270	dn7_1273_1	1273_1	94.44444444	M	yRag	mFMT	HF3	-7	fecal	NA	mouse	mFMT_other	4.014695	15341
dn7_1273_2	PRJNA1168499	SAMN44423271	dn7_1273_2	1273_2	96.34146341	M	yRag	mFMT	HF3	-7	fecal	NA	mouse	mFMT_other	3.462824	26410
d0_1268_1	PRJNA1168499	SAMN44423272	d0_1268_1	1268_1	100	M	yWT_spore	mFMT	HF3	0	fecal	NA	mouse	mFMT_other	0.016686	10694
d0_1269_3	PRJNA1168499	SAMN44423273	d0_1269_3	1269_3	100	M	rWT	mFMT	HF3	0	fecal	NA	mouse	mFMT_other	0.13661	17622
d0_1270_1	PRJNA1168499	SAMN44423274	d0_1270_1	1270_1	100	F	yWT_spore	mFMT	HF3	0	fecal	NA	mouse	mFMT_other	0.034294	18796
d0_1271_1	PRJNA1168499	SAMN44423275	d0_1271_1	1271_1	100	F	rWT	mFMT	HF3	0	fecal	NA	mouse	mFMT_other	0.027824	21962
d0_1272_2	PRJNA1168499	SAMN44423276	d0_1272_2	1272_2	100	F	yRag	mFMT	HF3	0	fecal	NA	mouse	mFMT_other	0.02946	18765
d0_1273_1	PRJNA1168499	SAMN44423277	d0_1273_1	1273_1	100	M	yRag	mFMT	HF3	0	fecal	NA	mouse	mFMT_other	0.054819	6709
d1_1268_1	PRJNA1168499	SAMN44423278	d1_1268_1	1268_1	101.5810277	M	yWT_spore	mFMT	HF3	1	fecal	17900000	mouse	mFMT_other	0.100498	13181
d1_1268_2	PRJNA1168499	SAMN44423279	d1_1268_2	1268_2	104.3290043	M	yWT_spore	mFMT	HF3	1	fecal	11800000	mouse	mFMT_other	0.065678	24550
d1_1269_2	PRJNA1168499	SAMN44423280	d1_1269_2	1269_2	100	M	rWT	mFMT	HF3	1	fecal	NA	mouse	mFMT_other	3.253264	11066
d1_1269_3	PRJNA1168499	SAMN44423281	d1_1269_3	1269_3	103.9473684	M	rWT	mFMT	HF3	1	fecal	30300000	mouse	mFMT_other	2.396129	15718
d1_1270_1	PRJNA1168499	SAMN44423282	d1_1270_1	1270_1	102.6595745	F	yWT_spore	mFMT	HF3	1	fecal	18900000	mouse	mFMT_other	0.06244	23542
d1_1270_2	PRJNA1168499	SAMN44423283	d1_1270_2	1270_2	100.5263158	F	yWT_spore	mFMT	HF3	1	fecal	26900000	mouse	mFMT_other	0.331514	18218
d1_1271_1	PRJNA1168499	SAMN44423284	d1_1271_1	1271_1	99.46236559	F	rWT	mFMT	HF3	1	fecal	34800000	mouse	mFMT_other	0.170442	25443
d1_1271_2	PRJNA1168499	SAMN44423285	d1_1271_2	1271_2	101.0810811	F	rWT	mFMT	HF3	1	fecal	38700000	mouse	mFMT_other	0.403188	15678
d1_1272_1	PRJNA1168499	SAMN44423286	d1_1272_1	1272_1	102.6315789	F	yRag	mFMT	HF3	1	fecal	4500000	mouse	mFMT_other	0.483072	16714
d1_1272_2	PRJNA1168499	SAMN44423287	d1_1272_2	1272_2	103.4090909	F	yRag	mFMT	HF3	1	fecal	5800000	mouse	mFMT_other	0.685628	19652
d1_1273_1	PRJNA1168499	SAMN44423288	d1_1273_1	1273_1	101.984127	M	yRag	mFMT	HF3	1	fecal	6300000	mouse	mFMT_other	0.354198	7350
d1_1273_2	PRJNA1168499	SAMN44423289	d1_1273_2	1273_2	102.0325203	M	yRag	mFMT	HF3	1	fecal	6900000	mouse	mFMT_other	0.461246	25612
d4_1268_3	PRJNA1168499	SAMN44423290	d4_1268_3	1268_3	97.08737864	M	yWT_spore	mFMT	HF3	4	fecal	36000000	mouse	mFMT_other	0.99513	6877
d4_1269_1	PRJNA1168499	SAMN44423291	d4_1269_1	1269_1	99.20634921	M	rWT	mFMT	HF3	4	fecal	222000	mouse	mFMT_other	3.195833	19556
d4_1269_2	PRJNA1168499	SAMN44423292	d4_1269_2	1269_2	98.87640449	M	rWT	mFMT	HF3	4	fecal	31000	mouse	mFMT_other	3.104774	19411
d4_1270_1	PRJNA1168499	SAMN44423293	d4_1270_1	1270_1	94.14893617	F	yWT_spore	mFMT	HF3	4	fecal	83000000	mouse	mFMT_other	1.172302	17380
d4_1270_2	PRJNA1168499	SAMN44423294	d4_1270_2	1270_2	93.15789474	F	yWT_spore	mFMT	HF3	4	fecal	39000000	mouse	mFMT_other	1.045745	10410
d4_1271_1	PRJNA1168499	SAMN44423295	d4_1271_1	1271_1	91.39784946	F	rWT	mFMT	HF3	4	fecal	152000000	mouse	mFMT_other	1.275834	21151
d4_1271_3	PRJNA1168499	SAMN44423296	d4_1271_3	1271_3	96.68508287	F	rWT	mFMT	HF3	4	fecal	74000000	mouse	mFMT_other	0.948509	19590
d4_1272_2	PRJNA1168499	SAMN44423297	d4_1272_2	1272_2	94.31818182	F	yRag	mFMT	HF3	4	fecal	152000000	mouse	mFMT_other	1.471311	7281
d4_1273_1	PRJNA1168499	SAMN44423298	d4_1273_1	1273_1	96.42857143	M	yRag	mFMT	HF3	4	fecal	60000000	mouse	mFMT_other	1.188951	12536
d4_1273_3	PRJNA1168499	SAMN44423299	d4_1273_3	1273_3	91.15384615	M	yRag	mFMT	HF3	4	fecal	21000000	mouse	mFMT_other	0.948158	19656
d11_1268_1	PRJNA1168499	SAMN44423300	d11_1268_1	1268_1	100.7905138	M	yWT_spore	mFMT	HF3	11	fecal	0	mouse	mFMT_other	0.026609	22971
d11_1268_2	PRJNA1168499	SAMN44423301	d11_1268_2	1268_2	104.3290043	M	yWT_spore	mFMT	HF3	11	fecal	0	mouse	mFMT_other	0.03154	33089
d11_1269_1	PRJNA1168499	SAMN44423302	d11_1269_1	1269_1	97.61904762	M	rWT	mFMT	HF3	11	fecal	0	mouse	mFMT_other	1.158044	42553
d11_1269_2	PRJNA1168499	SAMN44423303	d11_1269_2	1269_2	101.1235955	M	rWT	mFMT	HF3	11	fecal	0	mouse	mFMT_other	1.333797	32538
d11_1270_1	PRJNA1168499	SAMN44423304	d11_1270_1	1270_1	99.46808511	F	yWT_spore	mFMT	HF3	11	fecal	0	mouse	mFMT_other	0.768498	50174
d11_1270_2	PRJNA1168499	SAMN44423305	d11_1270_2	1270_2	97.36842105	F	yWT_spore	mFMT	HF3	11	fecal	0	mouse	mFMT_other	0.68704	16521
