"COMP_ID","PATHWAY.SORTORDER","BIOCHEMICAL","SUPERPATHWAY","SUBPATHWAY","PLATFORM","CHEMICAL_ID","RI","MASS","PUBCHEM","CAS","KEGG","HMDB","dir","dir_noFMT","dir_hFMT","dir_healthy"
53118,NA,"X - 24690","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
53125,NA,"X - 24697","","","LC/MS Pos Early",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
53132,NA,"X - 24704","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
53138,NA,"X - 24710","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
53140,NA,"X - 24712","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
53141,NA,"X - 24713","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
53142,NA,"X - 24714","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
53143,NA,"X - 24715","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
53150,NA,"X - 24721","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Up in mFMT","Down in mFMT","Up in mFMT"
53158,NA,"X - 24729","","","LC/MS Pos Early",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
53176,2360,"1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*","Lipid","Phosphatidylcholine (PC)","LC/MS Pos Late",100009343,1939,780.5538,"52922731","","","HMDB0008141","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
53195,2266,"1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*","Lipid","Phosphatidylcholine (PC)","LC/MS Pos Late",100009139,1950,754.5381,"24778634","","","HMDB0007883","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
53220,2863,"1-eicosapentaenoylglycerol (20:5)*","Lipid","Monoacylglycerol","LC/MS Neg",100009403,6088,301.2173,"53480988","","","HMDB11580","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
53223,1885,"palmitoleoylcarnitine (C16:1)*","Lipid","""Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)""","LC/MS Pos Late",100009406,1357,398.3265,"71464547","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
53224,1914,"pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)","Lipid","""Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)""","LC/MS Pos Early",100009407,2773,304.1755,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
53230,1979,"3-hydroxyhexanoate","Lipid","""Fatty Acid, Monohydroxy""","LC/MS Polar",100006367,1082,131.0714,"151492","10191-24-9","","""HMDB0061652,HMDB0010718""","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
53231,6236,"thioproline","Xenobiotics","Chemical","LC/MS Pos Early",100009232,1250,134.027,"93176","34592-47-4","","","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
53237,1287,"sedoheptulose","Carbohydrate","Pentose Metabolism","LC/MS Polar",100002619,2255,209.0667,"5459879","3019-74-7","C02076","HMDB0003219","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
53254,5200,"caffeic acid sulfate","Xenobiotics","Food Component/Plant","LC/MS Polar",100009337,1307,258.9918,"21668705","","","HMDB0041708","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54671,1264,"ribulose/xylulose","Carbohydrate","Pentose Metabolism","LC/MS Polar",100006122,1400,195.051,"151261;5289590","","","""HMDB0000621,HMDB0000751,HMDB0001644,HMDB0003371""","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
54689,NA,"X - 20512","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
54724,1444,"isocitric lactone","Energy","TCA Cycle","LC/MS Polar",100009239,2970,173.0092,"98259","4702-32-3","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54730,318,"indoleacetylglycine","Amino Acid","Tryptophan Metabolism","LC/MS Neg",100006730,2610,231.0775,"446640","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54865,NA,"X - 24837","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54870,NA,"X - 24842","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54881,NA,"X - 24853","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54882,NA,"X - 24854","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
54885,2715,"1-linoleoyl-GPG (18:2)*","Lipid","Lysophospholipid","LC/MS Neg",100009227,5516,507.2728,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
54887,2971,"1-palmitoyl-2-linoleoyl-digalactosylglycerol (16:0/18:2)*","Lipid","Galactosyl Glycerolipids","LC/MS Pos Late",100010874,2498,934.6462,"","","","","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54897,2979,"""1,2-dilinoleoyl-digalactosylglycerol (18:2/18:2)*""","Lipid","Galactosyl Glycerolipids","LC/MS Pos Late",100010873,2256,958.6462,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
54899,2980,"""1,2-dilinoleoyl-galactosylglycerol (18:2/18:2)*""","Lipid","Galactosyl Glycerolipids","LC/MS Pos Late",100010879,2415,796.5933,"6535011","","","","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54901,2972,"1-palmitoyl-2-linoleoyl-galactosylglycerol (16:0/18:2)*","Lipid","Galactosyl Glycerolipids","LC/MS Pos Late",100010893,2731,772.5933,"","","","","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54910,201,"vanillactate","Amino Acid","Tyrosine Metabolism","LC/MS Neg",100006129,1625,211.0612,"160637","2475-56-1","","HMDB0000913","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54923,56,"beta-citrylglutamate","Amino Acid","Glutamate Metabolism","LC/MS Neg",100003271,530,320.0623,"189741","73590-26-8","C20775","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54925,5057,"soyasaponin III","Xenobiotics","Food Component/Plant","LC/MS Neg",100004483,5176,795.4536,"21607811","55304-02-4","C19865","HMDB0034651","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
54929,4859,"coumaroylquinate (4)","Xenobiotics","Food Component/Plant","LC/MS Neg",100010909,1982,337.0929,"40466964","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54930,4860,"coumaroylquinate (5)","Xenobiotics","Food Component/Plant","LC/MS Neg",100010910,1934,337.0929,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54936,4899,"ferulylglycine (1)","Xenobiotics","Food Component/Plant","LC/MS Neg",100010912,2239,250.0721,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54937,4900,"ferulylglycine (2)","Xenobiotics","Food Component/Plant","LC/MS Neg",100010913,2172,250.0721,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54942,2905,"palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*","Lipid","Diacylglycerol","LC/MS Pos Late",100010917,3695,612.5562,"5282283","","C13861","HMDB0007102","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54943,2904,"palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*","Lipid","Diacylglycerol","LC/MS Pos Late",100010916,3562,612.5562,"5282283","","C13861","HMDB0007102","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
54945,2923,"oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*","Lipid","Diacylglycerol","LC/MS Pos Late",100010918,3571,638.5718,"9543716","","","HMDB0007218","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
54946,2924,"oleoyl-oleoyl-glycerol (18:1/18:1) [2]*","Lipid","Diacylglycerol","LC/MS Pos Late",100010919,3695,638.5718,"9543716","","","HMDB0007218","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54947,2920,"stearoyl-linoleoyl-glycerol (18:0/18:2) [2]*","Lipid","Diacylglycerol","LC/MS Pos Late",100010921,3762,638.5718,"","","","","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54949,2945,"linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*","Lipid","Diacylglycerol","LC/MS Pos Late",100010928,2450,682.5405,"9543899","","","HMDB0007266","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
54950,2946,"linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2]*","Lipid","Diacylglycerol","LC/MS Pos Late",100010929,2500,682.5405,"9543899","","","HMDB0007266","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54951,2935,"linolenoyl-linolenoyl-glycerol (18:3/18:3) [1]*","Lipid","Diacylglycerol","LC/MS Pos Late",100010932,2229,630.5092,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
54952,2936,"linolenoyl-linolenoyl-glycerol (18:3/18:3) [2]*","Lipid","Diacylglycerol","LC/MS Pos Late",100010933,2268,630.5092,"14275411","","","HMDB0007278","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54953,2887,"""diacylglycerol (14:0/18:1, 16:0/16:1) [1]*""","Lipid","Diacylglycerol","LC/MS Pos Late",100010934,3057,584.5249,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
54954,2888,"""diacylglycerol (14:0/18:1, 16:0/16:1) [2]*""","Lipid","Diacylglycerol","LC/MS Pos Late",100010935,3183,584.5249,"","","","","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54955,2941,"linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*","Lipid","Diacylglycerol","LC/MS Pos Late",100010922,2590,658.5405,"9543796","","","HMDB0007257","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54956,2942,"linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*","Lipid","Diacylglycerol","LC/MS Pos Late",100010923,2650,658.5405,"9543796","","","HMDB0007257","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54957,2913,"palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*","Lipid","Diacylglycerol","LC/MS Pos Late",100010924,2916,634.5405,"9543736","","","HMDB0007112","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
54958,2914,"palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*","Lipid","Diacylglycerol","LC/MS Pos Late",100010925,3015,634.5405,"9543736","","","HMDB0007112","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54961,2940,"oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*","Lipid","Diacylglycerol","LC/MS Pos Late",100010937,2990,660.5562,"9543786","","","HMDB0007228","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54963,2933,"linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*","Lipid","Diacylglycerol","LC/MS Pos Late",100010926,2426,632.5249,"14275409","","","HMDB0007249","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
54964,2934,"linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*","Lipid","Diacylglycerol","LC/MS Pos Late",100010927,2478,632.5249,"9543737","","","HMDB0007250","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54965,2908,"palmitoyl-linolenoyl-glycerol (16:0/18:3) [2]*","Lipid","Diacylglycerol","LC/MS Pos Late",100010939,2834,608.5249,"348277338;348277337","","","""HMDB0007104,HMDB0007105""","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54966,2889,"""diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*""","Lipid","Diacylglycerol","LC/MS Pos Late",100010940,2733,608.5249,"","","","","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54967,2911,"palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*","Lipid","Diacylglycerol","LC/MS Pos Late",100010930,2664,608.5249,"9543699","","","HMDB0007132","Up in cleared","Down in mFMT","Up in mFMT","Down in mFMT"
54968,2931,"linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","Lipid","Diacylglycerol","LC/MS Pos Late",100010941,2720,634.5405,"9543729","","","HMDB0007248","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
54969,2932,"linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*","Lipid","Diacylglycerol","LC/MS Pos Late",100010942,2790,634.5405,"9543729","","","HMDB0007248","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
54970,2929,"oleoyl-linolenoyl-glycerol (18:1/18:3) [2]*","Lipid","Diacylglycerol","LC/MS Pos Late",100010944,2819,634.5405,"14275403","","","HMDB0007220","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
54979,3025,"N-stearoyl-sphingosine (d18:1/18:0)*","Lipid","Ceramides","LC/MS Pos Late",1547,3392,566.5507,"5283565","104404-17-3","","HMDB0004950","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
57330,3108,"lignoceroyl sphingomyelin (d18:1/24:0)","Lipid","Sphingomyelins","LC/MS Pos Late",100006298,3437,815.7001,"","60037-60-7","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
57341,2404,"""1,2-dipalmitoyl-GPE (16:0/16:0)*""","Lipid","Phosphatidylethanolamine (PE)","LC/MS Pos Late",100009204,2498,692.5225,"445468","","","HMDB0008923","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
57373,2916,"palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*","Lipid","Diacylglycerol","LC/MS Pos Late",100015618,2749,658.5405,"9543827","","","HMDB0007121","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
57416,3031,"N-palmitoyl-sphingadienine (d18:2/16:0)*","Lipid","Ceramides","LC/MS Pos Late",100015609,2490,536.5037,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
57426,3002,"sphingadienine","Lipid","Sphingolipid Synthesis","LC/MS Pos Late",100015643,1350,298.2741,"6449795","25696-03-1","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
57427,3168,"heptadecasphingosine (d17:1)","Lipid","Sphingosines","LC/MS Pos Late",100015724,1377,286.2741,"5283557","6918-48-5","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
57432,3047,"""ceramide (d18:1/14:0, d16:1/16:0)*""","Lipid","Ceramides","LC/MS Pos Late",100015735,2477,510.4881,"","","","","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
57434,3048,"""ceramide (d18:1/17:0, d17:1/18:0)*""","Lipid","Ceramides","LC/MS Pos Late",100015737,3055,552.5351,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
57437,3051,"""ceramide (d16:1/24:1, d18:1/22:1)*""","Lipid","Ceramides","LC/MS Pos Late",100015727,3850,620.5976,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
57443,3052,"""ceramide (d18:2/24:1, d18:1/24:2)*""","Lipid","Ceramides","LC/MS Pos Late",100015744,3858,646.6133,"","","","","Up in cleared","Down in mFMT","Up in mFMT","Down in mFMT"
57461,522,"argininate*","Amino Acid","Urea cycle; Arginine and Proline Metabolism","LC/MS Pos Early",100002769,2150,176.103,"160437","157-07-3","","HMDB0003148","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
57473,3101,"""sphingomyelin (d18:0/18:0, d19:0/17:0)*""","Lipid","Dihydrosphingomyelins","LC/MS Pos Late",100009027,2500,733.6218,"44260130","","","HMDB0012087","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
57512,1865,"margaroylcarnitine (C17)*","Lipid","""Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)""","LC/MS Pos Late",100004054,1424,414.3578,"53477803","106182-29-0","","HMDB0006210","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
57513,1867,"arachidoylcarnitine (C20)*","Lipid","""Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)""","LC/MS Pos Late",100015833,1512,456.4047,"53477833","","","HMDB0006460","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
57518,1894,"arachidonoylcarnitine (C20:4)","Lipid","""Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)""","LC/MS Pos Late",100015837,1353,448.3422,"136212424","","","HMDB0006455","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
57519,1887,"eicosenoylcarnitine (C20:1)*","Lipid","""Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)""","LC/MS Pos Late",100015838,1484,454.3891,"","","","","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
57520,1893,"dihomo-linoleoylcarnitine (C20:2)*","Lipid","""Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)""","LC/MS Pos Late",100015839,1436,452.3734,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
57534,2186,"behenoyl ethanolamide (22:0)*","Lipid","Endocannabinoid","LC/MS Pos Late",100015854,2164,384.3836,"3023585","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
57535,2189,"lignoceroyl ethanolamide (24:0)*","Lipid","Endocannabinoid","LC/MS Pos Late",100015855,2445,412.4149,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
57542,2195,"margaroyl ethanolamide*","Lipid","Endocannabinoid","LC/MS Pos Late",100015863,1714,314.3054,"14455158","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
57544,3006,"hexadecasphinganine (d16:0)*","Lipid","Sphingolipid Synthesis","LC/MS Pos Late",100015865,1300,274.2741,"656816","","C13915","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
57554,4262,"2'-O-methylcytidine","Nucleotide","""Pyrimidine Metabolism, Cytidine containing""","LC/MS Pos Early",100010895,2411,258.1085,"150971","2140-72-9","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
57555,4335,"pantetheine","Cofactors and Vitamins","Pantothenate and CoA Metabolism","LC/MS Pos Early",100001495,2056,279.1373,"439322","496-65-1","C00831","HMDB0003426","Up in cleared","Up in mFMT","Down in mFMT","Up in mFMT"
57573,3544,"ursocholate","Lipid","Secondary Bile Acid Metabolism","LC/MS Neg",100002913,4648,407.2803,"122340","2955-27-3","C17644","HMDB0000917","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
57591,4432,"beta-cryptoxanthin","Cofactors and Vitamins","Vitamin A Metabolism","LC/MS Pos Late",100001977,2560,552.4326,"5281235","472-70-8","C08591","HMDB0033844","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
57597,3169,"eicosanoylsphingosine (d20:1)*","Lipid","Sphingosines","LC/MS Pos Late",100015870,1443,328.321,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
57635,4428,"carotene diol (1)","Cofactors and Vitamins","Vitamin A Metabolism","LC/MS Pos Late",100015966,1720,568.4276,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
57636,4429,"carotene diol (2)","Cofactors and Vitamins","Vitamin A Metabolism","LC/MS Pos Late",100015967,1904,568.4279,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
57637,4430,"carotene diol (3)","Cofactors and Vitamins","Vitamin A Metabolism","LC/MS Pos Late",100015968,1948,568.4279,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
57651,1551,"hexadecatrienoate (16:3n3)","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","LC/MS Neg",100009393,5330,249.186,"91820460","7561-64-0","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
57652,1566,"hexadecadienoate (16:2n6)","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","LC/MS Neg",100009394,5398,251.2017,"13932172","28290-73-5","","HMDB0000477","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
57655,4221,"2'-O-methyluridine","Nucleotide","""Pyrimidine Metabolism, Uracil containing""","LC/MS Neg",100010896,1831,257.0779,"102212","2140-76-3","","","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
57658,1561,"heneicosapentaenoate (21:5n3)","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","LC/MS Neg",100015797,5514,315.233,"11998573","24257-10-1","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
57663,1974,"2-hydroxybehenate","Lipid","""Fatty Acid, Monohydroxy""","LC/MS Neg",100015637,6384,355.3218,"193484","","","HMDB0061660","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
57679,4726,"apigenin 7-O(6-malonyl-beta-D-glucoside)","Xenobiotics","Food Component/Plant","LC/MS Neg",100002893,3342,269.0458,"5281602","51011-05-3","C10020","HMDB0037346","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
57687,138,"""N,N,N-trimethyl-5-aminovalerate""","Amino Acid","Lysine Metabolism","LC/MS Pos Early",100015962,2186,160.1332,"14274897","","","","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
57697,3023,"N-(2-hydroxypalmitoyl)-sphingosine (d18:1/16:0(2OH))","Lipid","Ceramides","LC/MS Pos Late",100015642,2692,554.5143,"72715801","34839-02-6","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
57745,155,"phenylacetate","Amino Acid","Phenylalanine Metabolism","LC/MS Neg",100000011,2150,91.0554,"999","103-82-2","C07086","HMDB0000209","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
57746,275,"anthranilate","Amino Acid","Tryptophan Metabolism","LC/MS Pos Early",1258,2606,120.0444,"227","118-92-3","C00108","HMDB0001123","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
57747,367,"3-methylglutaconate","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","LC/MS Polar",100002458,2700,99.0452,"1551553","5746-90-7","","HMDB0000522","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
57771,4134,"1-methylhypoxanthine","Nucleotide","""Purine Metabolism, (Hypo)Xanthine/Inosine containing""","LC/MS Pos Early",100004644,1530,151.0614,"70765","1125-39-9","","HMDB0013141","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
57774,3545,"isohyodeoxycholate","Lipid","Secondary Bile Acid Metabolism","LC/MS Neg",100015988,4980,391.2854,"5283822","570-84-3","","HMDB0000664","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
57786,5184,"DIMBOA","Xenobiotics","Food Component/Plant","LC/MS Neg",100003884,2165,210.0408,"2358","15893-52-4","C04720","HMDB0034864","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
57814,550,"(N(1) + N(8))-acetylspermidine","Amino Acid","Polyamine Metabolism","LC/MS Pos Early",100016038,3080,188.1757,"123689;496","","""C00612,C01029""","""HMDB0001276,HMDB0002189""","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
57821,NA,"X - 24980","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
57858,NA,"X - 24989","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Down in mFMT","Up in mFMT"
61518,NA,"X - 24996","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
61532,NA,"X - 25010","","","LC/MS Neg",NA,NA,NA,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
61596,NA,"X - 25032","","","LC/MS Pos Late",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
61621,NA,"X - 25057","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
61640,NA,"X - 25076","","","LC/MS Neg",NA,NA,NA,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
61698,1976,"2-hydroxynervonate*","Lipid","""Fatty Acid, Monohydroxy""","LC/MS Neg",100015638,6345,381.3374,"5312783","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
61699,1975,"2-hydroxylignocerate*","Lipid","""Fatty Acid, Monohydroxy""","LC/MS Polar",100019894,710,383.3531,"102430","","C17873","HMDB0039540","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
61700,1973,"2-hydroxyarachidate*","Lipid","""Fatty Acid, Monohydroxy""","LC/MS Neg",100019892,5990,327.2905,"5225199","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
61811,1790,"isocaproylglutamine","Lipid","Fatty Acid Metabolism (Acyl Glutamine)","LC/MS Neg",100019815,2720,243.135,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
61826,2177,"N-linoleoyltaurine*","Lipid","Endocannabinoid","LC/MS Neg",100005814,5505,386.2371,"52922081","","","","Up in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
61833,4220,"""5,6-dihydrouridine""","Nucleotide","""Pyrimidine Metabolism, Uracil containing""","LC/MS Neg",100001425,1119,245.0779,"94312","5/4/27","","HMDB0000497","Up in cleared","Up in mFMT","Down in mFMT","Down in mFMT"
61840,1929,"3-hydroxyoleoylcarnitine","Lipid","""Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)""","LC/MS Pos Late",100019801,1406,442.3527,"129637446","","","","Down in cleared","Down in mFMT","Down in mFMT","Up in mFMT"
61843,1990,"3-hydroxyoleate*","Lipid","""Fatty Acid, Monohydroxy""","LC/MS Neg",100019966,5508,297.2435,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
61857,4993,"pheophytin A","Xenobiotics","Food Component/Plant","LC/MS Pos Late",100001827,3176,871.5732,"135398712","603-17-8","C05797","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
61858,1289,"lyxonate","Carbohydrate","Pentose Metabolism","LC/MS Polar",100019968,2350,165.0405,"","","","","Down in cleared","Down in mFMT","Down in mFMT","Down in mFMT"
61860,1700,"octadecadienedioate (C18:2-DC)*","Lipid","""Fatty Acid, Dicarboxylate""","LC/MS Neg",100019982,4676,309.2071,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
61861,1699,"octadecenedioate (C18:1-DC)","Lipid","""Fatty Acid, Dicarboxylate""","LC/MS Neg",100019978,4875,311.2228,"9543674","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
61862,1696,"hexadecenedioate (C16:1-DC)*","Lipid","""Fatty Acid, Dicarboxylate""","LC/MS Neg",100019975,4380,283.1915,"","","","","Up in cleared","Up in mFMT","Up in mFMT","Down in mFMT"
61864,1688,"dodecenedioate (C12:1-DC)*","Lipid","""Fatty Acid, Dicarboxylate""","LC/MS Neg",100019972,2700,227.1289,"5283028","","","HMDB0000933","Up in cleared","Up in mFMT","Down in mFMT","Up in mFMT"
