Gene	UnirefID	definition	GF2_hFMT2A_S44	GF2_mjMb2B_input_S53	GF2_myFMT1_S56	GF3_AMS001_inoc1_S36	HF10_hFMT1_S68	HF9_hFMT2_S42	Healthy_cecalSeekatz26_S2	c21_1835_3_S30	c21_1836_2_S31	c21_1836_3_S110	c21_1837_1_S114	c21_1837_2_S143	c21_1837_3_S138	c21_1839_1_S139	c21_1839_2_S115	c21_1841_1_S137	c21_1901_3_S29	c21_1907_1_S69	cecal_1191_2_S134	cecal_1275_1_S135	cecal_1275_2_S136	cecal_19_1210_1_S77	cecal_19_1210_3_S80	cecal_19_1212_3_S84	cecal_d21_1199_2_S99	cecal_d21_1199_3_S100	cecal_d21_1200_1_S90	cecal_d21_1200_3_S94	cecal_d21_1200_4_S133	cecal_d21_1203_1_S89	cecal_d21_1203_4_S103	cecal_d21_1205_2_S88	cecal_d21_1205_4_S93	cecal_d21_1207_2_S97	cecal_d21_1207_3_S95	cecal_d21_1207_4_S102	cecal_d21_1209_3_S96	cecal_d25_2935_S59	cecal_d25_3739_S45	cecal_d25_5925_S43	cecal_d25_5942_S46	cecal_d28_429_S66	cecal_d28_448_S65	cecal_d28_5505_S67	cecal_d28_5520_S64	cecal_d42_1216_1_S92	cecal_d42_1216_2_S87	cecal_d42_1217_2_S91	cecal_d42_1223_5_S101	cecal_d42_1225_1_S98	cecal_d42_1225_2_S132	cecal_d46_2933_S48	cecal_d46_2949_S47	cecal_d46_2956_S58	cecal_d46_2966_S38	cecal_d46_3755_S49	cecal_d46_3765_S39	cecal_d46_3827_S57	cecal_d46_3_C18_C23836_S51	cecal_d46_4837_S52	cecal_d46_4914_S54	cecal_d46_5957_S50	cecal_d46_5964_S55	d0_1840_2_S112	d11_1203_1_S72	d11_1205_2_S75	d11_1840_1_S21	d11_1840_2_S24	d11_1840_3_S27	d11_1901Seekatz24_S1	d18_1835_1_S25	d18_1835_3_S22	d18_1836_2_S111	d18_1836_3_S105	d18_1836_4_S116	d18_1837_1_S142	d18_1837_2_S113	d18_1839_1_S108	d18_1839_2_S34	d18_1839_3_S109	d18_1840Seekatz18_S3	d18_1901_3_S26	d18_1907_1_S71	d19_1199_2_S79	d19_1199_3_S81	d19_1200_1_S83	d19_1200_2_S78	d19_1203Seekatz34_S6	d19_1203_1_S35	d19_1203_3_S32	d19_1205_2_S82	d19_1207_1_S85	d19_1207_4_S33	d21_2935_S37	d21_3739_S36	d21_429_S63	d21_448_S62	d21_5220_S61	d21_5505_S60	d21_5925_S40	d21_5942_S41	d4_1203_2_S131	d4_1205_2_S73	d4_1840_1_S140	d4_1840_2_S141	dGF2_hFMT1B_S117	dn7_1203_1_S74	dn7_1205_1_S76	dn7_1835_1_S23	dn7_1840_2_S106	dn7_1840_3_S107	healthy_cecal_1913_1_S28	healthy_cecal_1913_2_S70	humanDonor_exp2_S86	mouseFMT_exp1_S130
baiF	UniRef90_A0A0S2W0R3	caib/baif family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02447	0.698756	0	0	0	0	0	0.157234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.260729	0	0	0	0	0	0	0	0	0	0	0	0	0.235381	0	0	0	0	0	0	0	0.183796
baiF	UniRef90_A0A0S2W0X2	caib/baif family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.529793	0	0	0	0	0	0.581985	0.265308	0.128446	0.28888200000000003	0	0.411314	0.57999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.972837	0.340502	0.779573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.894042	0.431296	0	0.315431	0.186062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.415289	0	0	0
baiF	UniRef90_A0A0S2W3D5	caib/baif family protein	0	0	0	0	0	0	0	0	0.0539705	0	0	0	0	0	0	0	0	0	0	0	0	0	0.649684	0.266082	0.234951	0.210647	0	0.261511	0.427637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.954988	0.246371	0.701182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167053	0.133544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiF	UniRef90_B3X0G3	caib/baif family protein	0	0.114909	0	0	0	0	0	0	0	0.0189063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0200162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0395104	0	0	0	0	0	0	0	0.0272473	0	0	0	0	0	0	0	0.0205418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiF	UniRef90_A0A2P2F9D4	l-carnitine dehydratase/bile acid-inducible protein	0	0	0	0	0	0	0	0	0.629789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiF	UniRef90_A0A0S2W5Y8	l-carnitine dehydratase/bile acid-inducible protein f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139006	0.472371	0.21657	0.143356	0.457662	0.08644	0.487954	0.933737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3974	0.349217	0.867045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102398	0	0	0	0	0	0	0	0	0	0	0.169861	0.258202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiF	UniRef90_A0A174PSY3	l-carnitine dehydratase/bile acid-inducible protein f	0	0	0	0	0	0	0.068772	0	0	0	0	0	0	0	0	0	0.723091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.896711	0.75592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14585	0	0	0.398583	0	0	0
baiF	UniRef90_A0A174PWN9	l-carnitine dehydratase/bile acid-inducible protein f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43873	0.781425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112962	0	0	0.417406	0	0	0
baiF	UniRef90_A5VIT9	l-carnitine dehydratase/bile acid-inducible protein f	0	0	5.58657	0	0	0	0	0	0	0	0	0	0	0.184329	0	0	0.582992	0	0.411974	0.167817	0.151887	0	0	0	0	0	0	0	0	0	0.0891979	0	0	0	0	0	0.761329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46103	0	0.321172	0	0	0	0	0	0	0	0	0.50614	0.323019	0	0	0	0	0.171673	0.172078	0	0	0	0.495478	0.46436500000000003	0.218461	0.286889	0.958773	0.219187	0.431152	0	0	0	0	0.212554	0.195601	0.280762	0.172828	0	0.115536	0.252932	0	0	0	0	0	0	0	0	0	0	0	0	0	0.925793	0.217504	0	0.275704	0	0.218089	0.326519	0.209288	0.26525
baiF	UniRef90_C8WI73	l-carnitine dehydratase/bile acid-inducible protein f	0	0	0	0.158099	0	0	0	0	0.146082	0	0	0	0	0.273643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135963	0	0	0	0	0	0.151364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221115	0.212762	0	0	0	0	0	0	0	0.174402	0.136248	0	0	0	0	0	0.143068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0524208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiF	UniRef90_G2SXA1	l-carnitine dehydratase/bile acid-inducible protein f	0	0	0	1.01425	0.216291	0.85312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiF	UniRef90_G2SXA2	l-carnitine dehydratase/bile acid-inducible protein f	0	0	0	1.07348	0.321071	0.72022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiF	UniRef90_R0AHJ1	l-carnitine dehydratase/bile acid-inducible protein f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133567	0	0	0	0	0	0	0	0	0	0.280286	0	0	0	0	0	1.91158	0	6.27976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0961147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiF	UniRef90_R6J6V6	l-carnitine dehydratase/bile acid-inducible protein f	0	0	0	0.289198	0	0.0967294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baiF	UniRef90_R7AI02	l-carnitine dehydratase/bile acid-inducible protein f	0.294942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195155	0	0	0	0	0	0	0	0	0
baiF	UniRef90_K1T4D1	l-carnitine dehydratase/bile acid-inducible protein f (fragment)	0.376594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.531124	0	0	0	0	0.23167	0	0	0	0
baiCD	UniRef90_A0A316BRR8	nad(h)-dependent 7beta-hydroxy-3-oxo-delta4-cholenoic acid oxidoreductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02849	1.73058	0.249391	0	0.122051	0.822978	1.13619	0.681492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2595	0.160629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
